variableMetadata	chromato	namecustom	mz	rt	isotopes	adduct	pcgroup	spi_formula	spi_monoisotopic	spi_name	spi_KEGGpathwaysfamily	spi_KEGGpathways	spi_subpathways	supp_spi_annot	inchi	inchikey	pubchem	chebi	hmdb	kegg	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	PCA_xload-p1_LAT	PCA_xload-p2_LAT	OPLSDA_xload-p1_LAT	OPLSDA_xload-o1_LAT	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-ortho_LAT	OPLSDA_coef_LAT	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	PCA_xload-p1_MX2	PCA_xload-p2_MX2	OPLSDA_xload-p1_MX2	OPLSDA_xload-o1_MX2	OPLSDA_VIP-pred_MX2	OPLSDA_VIP-ortho_MX2	OPLSDA_coef_MX2	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	supp_spi_annot.2	supp_mzmin	supp_mzmax	supp_rtmin	supp_rtmax	supp_npeaks	supp_QC	supp_Blanc	supp_Bio	supp_spi_annot.1	supp_blankMean_over_sampleMean	supp_pool_CV	supp_poolCV_over_sampleCV	supp_poolDil_cor	supp_poolDil_pval
M130.9135T556_12	hilic_neg	M130.9135T556_12	130.9135047	555.9248006		[M-2H+K]- 93.9648	4														0.571208028	0.07711379	0	0.188813854	0.554972011	0	0.017386262	0.006519073	-0.025619393	-0.001952155	1.474950012	0.093115382	-0.001112769	E	E	E	0.254451395	0.690745344	0	0.112279507	0.847558814	0	-0.0123665	0.000674248	-0.00932306	-0.008474205	0.529938283	0.44710067	-0.00076541	E	E	E		130.9090274	130.9184218	555.1335467	556.7298413	46	16	0	30		5.50E-05	0.262162977	0.647840418	0.759883028	0.004132128
M130.9444T556_14	hilic_neg	M130.9444T556_14	130.9443656	555.7641975			4														0.528206502	0.17760943	0	-0.108071969	0.91034624	0	0.020800311	-2.33E-05	-0.019961113	-0.016776465	1.149193639	0.800216586	-0.000905414	E	E	E	0.287458947	0.647152364	0	-0.03127304	0.929770068	0	-0.005529105	0.003699699	-0.010328158	0.000877596	0.58706972	0.046302148	-0.000918221	E	E	E		130.9393425	130.948545	554.9608026	557.1010262	50	20	0	30		5.14E-05	0.207842323	0.421416508	0.761063698	0.00404026
M130.9577T556_15	hilic_neg	M130.9577T556_15	130.9577036	555.953464		[3M-H]- 43.9929	4														0.518888383	0.293824097	0	0.156568722	0.783823974	0	0.025184029	0.00556222	-0.013773389	-0.030945407	0.792956319	1.476057582	-0.000701432	E	E	E	0.048572377	0.952632654	0	-0.150575385	0.827457939	0	-0.003619251	0.002198096	-0.002095485	-0.000387575	0.119110875	0.020448517	-0.000112318	E	E	E		130.9540431	130.9635488	555.3236876	569.9948679	52	21	0	31		0.07942517	0.275557903	0.460704237	0.938148013	6.42E-06
M130.9731T556_16	hilic_neg	M130.9731T556_16	130.973127	555.9002938		[3M-H]- 43.9929	4														0.576252835	0.067823514	0	-0.081020435	0.934092508	0	0.022177519	-0.001480649	-0.027529723	-0.012068952	1.584930777	0.57567407	-0.001203307	E	E	E	0.35863868	0.553299858	0	-0.309117677	0.432668108	0	-0.007435137	-0.006745091	-0.018888608	-0.005844865	1.073659991	0.308376195	-0.001117689	E	E	E		130.9693179	130.9786226	554.9608026	556.8848947	49	22	0	27		5.01E-05	0.145996793	0.279853345	0.923550428	1.81E-05
M130.9987T611	hilic_neg	M130.9987T611	130.9987152	610.6018261		[M+Cl]- 96.0339 [M-H-CH3]- 147.03	9														0.491765867	0.004256054	1	0.098743244	0.412782988	0	0.025188223	0.006678595	-0.034460484	-0.007295389	1.983945929	0.347981007	-0.001778005	C	E	E	0.099428814	0.714920514	0	-0.061862934	0.780251628	0	-0.018076342	-0.012072258	-0.008822097	-0.022607245	0.501462718	1.192762584	-0.000701188	E	E	E		130.9985641	130.9989846	609.7865367	612.7383714	63	21	0	42		0.0009063	0.10407792	0.415953088	0.997551656	6.90E-13
M130.998T556_18	hilic_neg	M130.998T556_18	130.997981	555.8298609		[3M-H]- 43.9929	4														0.543688908	0.126905789	0	-0.013171082	0.963918779	0	0.018314258	-0.000538342	-0.023645842	-0.007977685	1.361329469	0.38052569	-0.001001645	E	E	E	0.153612727	0.789750819	0	-0.139480452	0.763447907	0	-0.005022499	0.000150301	-0.004358945	-0.002056004	0.247769676	0.108475171	-0.000505101	E	E	E		130.9957277	131.0027092	554.2487177	557.0140384	59	20	0	38		0.037640837	0.179329982	0.429190772	0.77107171	0.003322296
M131.0099T270	hilic_neg	M131.0099T270	131.0098656	270.1696918			12														0.169539207	0.650125189	0	-0.241372254	0.528696206	0	0.014881479	-0.014075306	-0.011281165	-0.025488331	0.649474928	1.21576181	-0.000384844	E	E	E	0.119600752	0.780714863	0	-0.310345195	0.30329779	0	-0.012750569	-0.020305127	-0.009394419	-0.022785821	0.533994437	1.202184309	-0.000488492	E	E	E		131.009632	131.0101694	259.5108469	274.0098098	68	24	2	42		0.016795145	0.249090208	0.662503433	0.972246556	1.24E-07
M131.0239T612	hilic_neg	M131.0239T612	131.0238781	611.962324	[61][M+2]-		180														0.576604784	0.016619237	1	0.126219186	0.506831754	0	0.025457304	0.003266781	-0.032929082	-0.0135123	1.895780641	0.644519964	-0.001531998	E	E	E	0.422979791	0.189790372	0	0.106439814	0.752236346	0	-0.014795976	-0.009726297	-0.037932268	-0.014214106	2.156133362	0.749938958	-0.002134897	E	E	E		131.0236387	131.0241378	610.9522589	613.1343532	48	17	0	31		0.000112136	0.210211247	0.757759282	0.892872184	9.26E-05
M131.0351T465	hilic_neg	M131.0351T465	131.0351247	465.4564148		[M-H]- 132.045	3														-2.148295982	0.363990342	0	1.752106875	0.548079031	0	-0.008725315	0.008509806	0.012111116	0.006932836	0.697256604	0.330687695	0.000646433	E	E	E	-1.575157656	0.63688729	0	1.995078263	0.3587963	0	-0.006679579	0.018021935	0.014251826	0.001592858	0.810097575	0.084039509	0.000870127	E	E	E		131.0349042	131.0353863	462.992122	468.0758656	60	22	0	38		0.023963367	0.103947676	0.279813923	0.959604821	7.91E-07
M131.0351T299	hilic_neg	M131.0351T299	131.0350857	299.328884	[59][M+3]-		12														1.287667662	0.548708033	0	0.422756291	0.874248615	0	0.007476713	2.33E-05	-0.007610881	-0.006322402	0.438170781	0.301570746	-0.000427232	E	E	E	0.775932597	0.809840071	0	0.407440214	0.886045687	0	-0.00325809	-0.002527289	-0.011625748	-0.003060361	0.660826912	0.161465231	-0.000475984	E	E	E		131.0348137	131.0353707	289.6963306	301.0636387	58	23	1	34		0.022017464	0.121206452	0.227895386	0.951107009	2.03E-06
M131.0463T477_1	hilic_neg	M131.0463T477_1	131.0463268	476.9795723		[M-H]- 132.045	3														0.211289326	0.223404956	0	0.345958894	0.060103879	0	0.026627353	0.021412128	-0.01032136	-0.030007044	0.594217448	1.431298851	-0.000679472	E	E	E	0.091016377	0.75458283	0	0.395702564	0.007615022	1	-0.020720057	0.023066025	-0.005544548	-0.005540816	0.315161354	0.292334504	-0.000625622	E	E	E		131.0461149	131.0466001	465.6987926	478.1331426	66	24	0	42		3.42E-07	0.055729366	0.21130408	0.919218594	2.36E-05
M131.0464T428	hilic_neg	M131.0464T428	131.0463603	428.4374074		[M-H-CH3]- 147.087	47														0.588146798	0.871001766	0	1.476505673	0.757030774	0	0.008584609	-0.001070378	-0.000728675	-0.015885028	0.041951016	0.757696163	-0.000114985	E	E	B	1.29703137	0.805936638	0	3.497818641	0.257004936	0	0.000308095	0.011436626	-0.0090436	0.00817978	0.514053289	0.431566755	-0.000509206	E	E	E		131.0461469	131.0466356	414.0418771	430.4669228	40	19	0	21		0.000108426	0.055163642	0.07029511	0.926801443	1.46E-05
M131.0602T97	hilic_neg	M131.0602T97	131.060176	97.22763476			5														0.478798005	0.191265894	0	-0.119947768	0.876514956	0	0.021729601	-0.013462307	-0.023361564	-0.023016824	1.344963106	1.097873984	-0.000883934	E	E	E	0.150326978	0.790674837	0	-0.27109712	0.52031736	0	-0.005073523	-0.020943928	-0.011066816	-0.01577644	0.62905629	0.832368004	-0.000479842	E	E	E		131.0599913	131.0604333	95.7391297	99.64858488	59	24	0	35		1.86E-05	0.102429012	0.273632877	0.997839755	3.69E-13
M131.0657T477_2	hilic_neg	M131.0657T477_2	131.065669	477.4186347			3														0.275793599	0.071625587	0	-0.160820629	0.365873691	0	0.013233367	-0.02298039	-0.029937868	8.68E-05	1.72357158	0.004140299	-0.001244925	E	E	E	0.349371587	0.113490701	0	-0.237854874	0.128170326	0	-0.002022072	-0.029180719	-0.039147585	-0.012119588	2.225214039	0.639431788	-0.002203238	E	E	E		131.0654575	131.0659693	476.1217069	482.1400374	65	24	0	41		6.29E-06	0.08150956	0.349686301	0.95729159	1.04E-06
M131.0715T112	hilic_neg	M131.0715T112	131.0715347	112.4777651	[69][M]-		42														0.379318702	0.303795515	0	-0.632429693	0.058479728	0	0.015725341	-0.027595258	-0.016988105	-0.021309929	0.978032714	1.016457209	-0.000712645	E	E	E	-0.28123651	0.661319343	0	-1.353923813	6.56E-05	1	0.008320189	-0.029855471	0.005646236	-0.009756474	0.32094147	0.51475346	0.000705142	E	E	E		131.0712056	131.0718043	94.3577417	123.2083353	71	24	2	42		0.005817808	0.141606599	0.296958092	0.992024561	2.51E-10
M131.0695T556_21	hilic_neg	M131.0695T556_21	131.0695192	555.8226579		[M-H]- 132.076	4														0.718329011	0.088004022	0	0.163104332	0.703754732	0	0.02358816	0.003870895	-0.026432828	-0.014004608	1.521780761	0.668002476	-0.001084065	E	E	E	0.359058224	0.648653402	0	-0.034052351	0.938884492	0	-0.009375251	0.001730846	-0.01079781	-0.004112251	0.613765517	0.216963148	-0.000905177	E	E	E		131.0638679	131.0723728	553.9185515	556.9439515	46	17	0	29		5.11E-05	0.281055914	0.483918672	0.81226485	0.001327468
M131.0829T570	hilic_neg	M131.0829T570	131.0828556	569.6717525	[70][M]-	[M-H-C2H4]- 160.121	18														0.090487466	0.714108715	0	-0.0881814	0.773310771	0	0.023526185	-0.005102905	-0.007829136	-0.039477146	0.450736076	1.883010969	-0.000321484	E	E	E	0.298078385	0.318810229	0	-0.006631162	0.94454582	0	-0.019961501	-0.015351507	-0.033824476	-0.02349681	1.922639643	1.239696198	-0.00179987	E	E	E		131.0757713	131.0831459	555.5299901	574.8655219	69	24	1	42		0.000698019	0.126207631	0.478921914	0.993302149	1.05E-10
M131.0828T624	hilic_neg	M131.0828T624	131.0827665	624.1647413		[M-H-COCH2]- 174.111	26														-0.041550097	0.888159998	0	0.243003889	0.079989587	0	0.02164663	0.022065146	0.00091306	-0.037176366	0.052566343	1.773266635	0.000203974	E	E	E	-0.553971487	0.661319343	0	0.953312952	0.25790926	0	-0.002671024	0.01959296	0.01598841	0.00587381	0.908807882	0.309903343	0.000763751	E	E	E		131.0825882	131.0830117	623.2392427	627.1079221	62	21	0	41		3.45E-06	0.11136401	0.40959719	0.981883266	1.49E-08
M131.0909T217	hilic_neg	M131.0909T217	131.0908604	217.1872009	[66][M+1]-		17														0.09946057	0.48657823	0	0.334165034	0.043120277	1	0.021473996	0.026833198	-0.007660659	-0.026480534	0.441036568	1.263088667	-0.000370432	E	E	E	0.119857955	0.780714863	0	0.39615316	0.082531621	0	-0.034610392	0.003816692	-0.005913432	-0.031162553	0.33612935	1.644142261	-0.000586318	E	E	E		131.0906774	131.0911294	215.0355966	220.882205	66	24	0	42		4.60E-05	0.09486908	0.325398273	0.981088697	1.85E-08
M131.0975T556_22	hilic_neg	M131.0975T556_22	131.0975241	555.705108			4														0.693763221	0.161972913	0	0.088309778	0.858180106	0	0.013383753	0.004116937	-0.020464708	-0.000103826	1.1781864	0.004952394	-0.000910592	E	E	E	0.480108699	0.596306193	0	-0.063092361	0.913011293	0	-0.0023233	0.002444935	-0.010837446	0.003694962	0.616018502	0.194946897	-0.001054845	E	E	E		131.0940476	131.1034268	555.0338017	556.6573507	46	17	0	29		6.10E-05	0.209685431	0.358200797	0.763798689	0.003833398
M131.2586T556_25	hilic_neg	M131.2586T556_25	131.2586202	555.817043			4														0.410699765	0.427004066	0	0.149975295	0.813994938	0	0.00585526	0.002921593	-0.01281154	0.006597658	0.737581146	0.314700108	-0.000544889	E	E	E	-0.172594412	0.860229419	0	-0.197401488	0.800536136	0	0.000118147	0.004528544	0.005065653	0.003506773	0.287940184	0.185018038	0.00036691	E	E	E		131.2542253	131.2632674	554.9795647	556.903711	43	21	0	22		6.83E-05	0.233877514	0.332170043	0.894842507	8.47E-05
M131.3341T556_26	hilic_neg	M131.3341T556_26	131.3341289	555.8131171			4														0.459268916	0.307544066	0	-0.012298761	0.97400293	0	0.014230911	-0.003084842	-0.017304988	-0.007543005	0.9962762	0.359791994	-0.000701844	E	E	E	0.264914614	0.742594821	0	-0.414987753	0.48268367	0	-0.000361384	-0.003274765	-0.005965964	0.001137689	0.33911532	0.060024673	-0.000584756	E	E	E		131.3290189	131.3384296	555.1687334	556.7933145	43	13	0	30		6.12E-05	0.299346197	0.545603473	0.913916711	3.22E-05
M131.3537T556_27	hilic_neg	M131.3537T556_27	131.3537305	555.7559387		[M-2H+K]- 94.4115	4														0.743979553	0.09337936	0	0.212041581	0.638830904	0	0.019691023	0.004826066	-0.024029449	-0.008262608	1.38341435	0.394116183	-0.001058558	E	E	E	0.293505541	0.703137237	0	-0.305136083	0.607653867	0	-0.00144088	-0.002189937	-0.009798137	0.001390911	0.556942451	0.07338471	-0.000676145	E	E	E		131.3487702	131.3584942	554.7397726	556.903711	44	18	0	26		5.75E-05	0.111016396	0.188953913	0.936301947	7.42E-06
M131.4343T556_30	hilic_neg	M131.4343T556_30	131.4342679	555.6611003		[M+Cl]- 96.4715	4														0.58697935	0.203407298	0	0.116155101	0.817500557	0	0.01295924	0.001706976	-0.021604285	0.00010073	1.243793717	0.0048047	-0.000835229	E	E	E	0.302250431	0.729595121	0	-0.346675738	0.602690395	0	6.49E-07	0.000671755	-0.008014812	0.00430627	0.455575294	0.227199618	-0.000622507	E	E	E		131.4288239	131.4385784	555.0481183	556.9807424	43	20	0	23		5.99E-05	0.272149808	0.443753219	0.802967266	0.001662387
M131.4485T556_31	hilic_neg	M131.4485T556_31	131.4484964	555.7782437		[M+Cl]- 96.4715	4														1.701556486	0.011027455	1	-0.247871743	0.88863143	0	0.014681994	-0.006098477	-0.0337452	0.007982862	1.942765839	0.380772633	-0.001610374	E	E	E	0.741996275	0.528741106	0	-0.687100896	0.34948359	0	-0.001342938	-0.007527597	-0.014604918	-0.000943461	0.830167888	0.049777173	-0.001179863	E	E	E		131.444079	131.4536325	554.9194373	556.6365931	41	17	0	24		7.00E-05	0.291408815	0.383950915	0.815824166	0.001214031
M131.5303T556_2	hilic_neg	M131.5303T556_2	131.5303069	555.8051266		[M+Cl]- 96.5525 [M-H]- 132.529	4														0.760543937	0.054836581	0	0.134891002	0.715417371	0	0.018093563	0.004739363	-0.027168188	-0.001566781	1.564116615	0.074733493	-0.001225475	E	E	E	0.307262598	0.654102898	0	-0.137839377	0.789619845	0	-0.001160232	0.003261111	-0.0101694	0.005087823	0.578045669	0.268434544	-0.000865319	E	E	E		131.5238835	131.5334031	555.1442431	556.753993	47	18	0	29		5.67E-05	0.258726213	0.492935237	0.742552946	0.005671038
M131.589T556_4	hilic_neg	M131.589T556_4	131.5889593	555.7782437		[M+Cl]- 96.6249 [M-H]- 132.602	4														0.680235362	0.113327694	0	0.056367401	0.875136017	0	0.019283621	0.001243247	-0.024377939	-0.0091095	1.403477462	0.434511857	-0.001019265	E	E	E	0.299534893	0.697107412	0	-0.281543457	0.638402808	0	-0.001355498	-0.000792866	-0.009479565	0.00207949	0.538834259	0.109714315	-0.000692267	E	E	E		131.5838972	131.5934236	555.0941989	556.7933145	45	18	0	27		5.39E-05	0.202311866	0.347223438	0.84529513	0.000535027
M131.5997T556_5	hilic_neg	M131.5997T556_5	131.5997075	555.7919588		[M+Cl]- 96.6249 [M-H]- 132.602	4														0.605196221	0.184980498	0	0.078026519	0.865049396	0	0.014648521	0.006139477	-0.019075017	-0.003623643	1.098179666	0.172843292	-0.00086893	E	E	E	0.233090492	0.785032275	0	-0.214024664	0.752641786	0	-0.003515208	0.001977363	-0.004282752	0.000792024	0.243438779	0.041787318	-0.000516439	E	E	E		131.5940596	131.6035848	555.3251665	557.8862002	38	17	0	21		6.46E-05	0.276486958	0.508526364	0.782652745	0.002617354
M131.6435T556_6	hilic_neg	M131.6435T556_6	131.6434858	555.8051266			4														0.720331727	0.08248686	0	0.102094821	0.792516355	0	0.015843394	0.00197243	-0.024473532	-0.00126891	1.408980899	0.060525435	-0.001114265	E	E	E	0.289943672	0.680482579	0	-0.351612421	0.493879814	0	0.001218951	-0.000429124	-0.010105729	0.005111428	0.574426481	0.269679908	-0.000732793	E	E	E		131.6386768	131.6486284	555.0941989	556.573966	43	19	0	24		5.70E-05	0.17193632	0.310823786	0.888553029	0.000111987
M131.6935T556_8	hilic_neg	M131.6935T556_8	131.6935124	555.9450945		[M-H]- 132.694	4														0.380885642	0.361225084	0	0.130104976	0.796570955	0	0.014790434	0.002724187	-0.017902214	-0.006507719	1.030659484	0.310410151	-0.000614519	E	E	E	0.02875352	0.966631947	0	-0.207633952	0.736075042	0	-0.004008561	0.000362923	-0.000133277	-0.001774296	0.007575694	0.093612184	-7.25E-05	E	E	E		131.6887875	131.6983389	554.0955636	556.6573507	45	18	0	27		5.68E-05	0.254332663	0.449598327	0.872871521	0.000210452
M131.7343T556_10	hilic_neg	M131.7343T556_10	131.7343029	555.7782437		[M+Cl]- 96.7693 [M-H]- 132.746	4														0.679878898	0.119680769	0	-0.084208991	0.957378586	0	0.016266725	-0.000971373	-0.020582976	-0.006869617	1.184995286	0.32767224	-0.001019173	E	E	E	-0.009838294	0.991876804	0	-0.495989965	0.446849199	0	-0.003002432	-0.003950857	-0.002378503	-0.003711049	0.135198051	0.195795663	2.00E-05	E	E	E		131.7287502	131.738349	555.1687334	556.903711	33	18	0	15		7.06E-05	0.249230209	0.336976458	0.711249622	0.009497143
M131.7984T556_13	hilic_neg	M131.7984T556_13	131.7983968	555.7638797		[M+Cl]- 96.8355	4														0.481857565	0.221850689	0	0.106337123	0.809980124	0	0.019290895	0.000837781	-0.02107868	-0.012705684	1.213533778	0.60604537	-0.000807331	E	E	E	0.385649144	0.627425848	0	-0.1518028	0.794473059	0	-0.002143544	-0.001335319	-0.012805351	0.001555658	0.727877518	0.082076803	-0.000954569	E	E	E		131.7937776	131.8032505	555.0338017	557.0828563	42	18	0	24		5.70E-05	0.247934767	0.444033751	0.878275338	0.000170977
M131.8732T556_15	hilic_neg	M131.8732T556_15	131.8732409	555.8588119		[M-2H+K]- 94.9342	4														0.574840828	0.115859641	0	0.129601734	0.738363446	0	0.017703345	0.004379658	-0.0246489	-0.004640433	1.419077128	0.221342915	-0.001002912	E	E	E	0.23248126	0.742443724	0	-0.194017707	0.729553692	0	-0.000253424	0.00345972	-0.007866643	0.005510899	0.447153121	0.290756096	-0.000613865	E	E	E		131.86915	131.878473	554.5958905	556.8574387	42	18	0	24		5.13E-05	0.175192736	0.335386476	0.836991454	0.000684721
M131.9095T556_16	hilic_neg	M131.9095T556_16	131.9095076	555.817043		[M+Cl]- 96.9418	4														0.690632255	0.084466012	0	0.115812512	0.76631789	0	0.020670165	0.004540161	-0.024446135	-0.008973473	1.407403612	0.42802353	-0.001102065	E	E	E	0.344888247	0.584548633	0	-0.380737012	0.344116659	0	-0.000840524	-0.006834075	-0.016993189	0.000139789	0.965921224	0.007375292	-0.001022958	E	E	E		131.9046835	131.9136214	555.0338017	556.9575028	41	18	0	23		5.47E-05	0.23523336	0.418653069	0.860941272	0.000322729
M131.999T423	hilic_neg	M131.999T423	131.9990243	423.0129939			75														0.341722466	0.110982072	0	-0.001097977	0.944307257	0	0.027275627	-0.013686984	-0.020987595	-0.031948364	1.208289852	1.523897414	-0.001056542	E	E	E	0.168860664	0.648653402	0	-0.187585366	0.452908086	0	-0.007576275	-0.025565178	-0.018202715	-0.020685123	1.034672702	1.091351043	-0.000875853	E	E	E		131.9987914	131.999307	421.3070824	424.9890117	59	18	0	41		4.53E-05	0.26039329	0.850114708	0.90827938	4.38E-05
M132.0127T182	hilic_neg	M132.0127T182	132.0126538	181.9910506			19														0.863138554	0.017062749	1	0.662077764	0.02778279	1	0.018238389	0.010565057	-0.027891097	6.50E-05	1.605735656	0.003099578	-0.001335667	E	E	E	0.822167352	0.088185774	0	0.626985036	0.076380436	0	-0.015144348	-0.000868024	-0.040895087	-0.008935488	2.324544955	0.47143805	-0.002298229	E	E	E		132.0124557	132.0129175	180.2048916	183.8651091	65	23	0	42		1.56E-05	0.066999054	0.117929331	0.994312675	4.64E-11
M132.0304T388	hilic_neg	M132.0304T388	132.0303984	388.2395637	[71][M]-	[M-H]- 133.036	6														0.246927932	0.368727118	0	-0.145343423	0.720067783	0	0.003700008	-0.006561246	-0.012113545	0.006162026	0.697396395	0.293921004	-0.000651463	E	E	E	-0.187842709	0.601735226	0	0.101529301	0.689954647	0	0.011699761	0.015067563	0.015357502	0.017475546	0.872946028	0.922013155	0.001047395	E	E	E		132.0300587	132.0306804	375.1266189	392.6501305	70	24	2	42		0.005001294	0.114137348	0.367124538	0.960416514	7.16E-07
M132.0304T528	hilic_neg	M132.0304T528	132.0304472	528.4299032		[M-H-CH2]- 147.053	16														0.040650719	0.829032075	0	0.546487962	0.087668193	0	0.005949581	0.019197399	0.001763584	-0.006415446	0.101532396	0.306008819	-8.09E-05	E	E	E	0.410012619	0.306032432	0	0.247181033	0.405488879	0	-0.009362092	-0.003316213	-0.026890738	-0.007400208	1.528514394	0.390436418	-0.001793109	E	E	E		132.0301953	132.0381841	521.5437808	529.0526651	65	24	3	38		0.187452003	0.065710944	0.217713608	0.996637669	3.37E-12
M132.0497T477	hilic_neg	M132.0497T477	132.0497129	477.023683			3														0.217043523	0.265883819	0	0.401562563	0.056428635	0	0.024796015	0.021922899	-0.009495634	-0.027098974	0.546679049	1.292587498	-0.000611595	E	E	E	0.106628874	0.750782065	0	0.449786575	0.008626587	1	-0.017787885	0.023405826	-0.006493897	-0.002329903	0.369123961	0.12292614	-0.00062759	E	E	E		132.0494991	132.05001	465.1247998	478.6166106	66	24	0	42		1.04E-05	0.064627581	0.212965544	0.905591392	5.03E-05
M132.0473T556_21	hilic_neg	M132.0473T556_21	132.0472999	555.8632548			4														0.632762296	0.107559347	0	0.200756833	0.626508318	0	0.017389998	0.008246768	-0.022885794	-0.003481184	1.317572246	0.166048167	-0.001011904	E	E	E	0.041553407	0.952632654	0	-0.207416682	0.734011391	0	-0.00168244	0.003460299	-0.002376367	0.002809537	0.135076667	0.148231707	-0.000105685	E	E	E		132.0436823	132.0533279	554.9795647	556.903711	44	17	0	27		4.68E-05	0.213639726	0.385996356	0.906086714	4.91E-05
M132.0668T441	hilic_neg	M132.0668T441	132.0667741	440.6421199			8														0.137277182	0.616570462	0	0.459118835	0.138767775	0	0.014207397	0.022991543	-0.001542415	-0.018614156	0.088799336	0.887872205	-0.000286825	E	E	E	0.384908525	0.508435954	0	0.654724088	0.037218409	1	-0.024408798	0.007426141	-0.015230333	-0.016950967	0.865717529	0.894336299	-0.001258769	E	E	E		132.0665758	132.0670747	418.4689979	443.1763723	63	24	1	38		0.014467465	0.077683541	0.203157933	0.946440205	3.17E-06
M132.0668T395	hilic_neg	M132.0668T395	132.0667688	395.3157199		[M-H-C6H10O4]- 279.127	6														0.100961031	0.578377535	0	0.168453829	0.41329481	0	0.012653101	0.010463484	-0.015274377	-0.008413282	0.879370632	0.401303136	-0.000372961	E	E	E	0.114489257	0.695385564	0	0.091056201	0.70533582	0	-0.025849093	-0.013288577	-0.011737949	-0.032050724	0.667204626	1.691002361	-0.000791461	E	E	E		132.0665959	132.0670526	391.2969032	403.1277323	51	14	0	37		0.007873801	0.193225478	0.818198385	0.985905844	4.28E-09
M132.0749T111	hilic_neg	M132.0749T111	132.0748835	111.4900226	[69][M+1]-		42														0.09712194	0.921164668	0	-0.866418185	0.001941306	1	0.008860161	-0.030156442	-0.007071058	-0.020858707	0.407092255	0.994934468	-0.000187105	E	E	E	-0.30929776	0.626513199	0	-1.341918277	4.81E-05	1	0.009848251	-0.028208132	0.006712511	-0.007484771	0.381550312	0.394897931	0.000789517	E	E	E		132.0746726	132.075169	104.9295083	124.9328715	69	23	0	42		1.47E-05	0.150771938	0.295895273	0.99717212	1.42E-12
M132.0862T569	hilic_neg	M132.0862T569	132.0861823	569.4173692	[70][M+1]-		18														0.145561773	0.540018918	0	-0.138927232	0.626731015	0	0.019732096	-0.007236595	-0.011861171	-0.027386221	0.682866834	1.306288832	-0.000489661	E	E	E	0.335782919	0.277729215	0	-0.124459503	0.570677385	0	-0.014002916	-0.0165548	-0.03532739	-0.017436129	2.008067748	0.919933508	-0.001843968	E	E	E		132.0836697	132.0927028	555.5438955	571.3395162	71	24	0	42		1.14E-05	0.134623716	0.438450895	0.989790042	8.59E-10
M132.0917T217_1	hilic_neg	M132.0917T217_1	132.0916706	217.2700283	[66][M+2]-		17														0.001365882	0.95672319	0	0.19256517	0.42440288	0	0.011020376	0.02489445	0.002246549	-0.017638613	0.129337449	0.841340006	-4.53E-06	E	E	E	0.042564213	0.94407619	0	0.408400691	0.054209474	0	-0.033397197	0.006438601	0.001573008	-0.029882255	0.089412387	1.576593538	-0.000218439	E	E	E		132.0914827	132.0943349	215.3049581	236.8089085	68	23	0	42		1.08E-05	0.093550505	0.340003863	0.981958675	1.46E-08
M132.1034T556_23	hilic_neg	M132.1034T556_23	132.1033887	555.7782437		[M-H]- 133.117	4														0.61100555	0.118934076	0	0.195293659	0.637106143	0	0.016133114	0.008082794	-0.022850824	-0.001905518	1.315558951	0.090890837	-0.000984691	E	E	E	-0.022070998	0.983411693	0	-0.060455302	0.926792928	0	-0.000208157	0.00711639	0.002511711	0.005460633	0.142769845	0.288104036	5.42E-05	E	E	E		132.0986819	132.1079279	555.0106503	556.9164069	51	23	0	28		4.95E-05	0.179704149	0.324514123	0.813898275	0.001274442
M132.1877T556_25	hilic_neg	M132.1877T556_25	132.1876653	555.8280966		[M-H]- 133.203	4														0.466027959	0.237339366	0	0.253203953	0.561557909	0	0.014360267	0.007021954	-0.019136048	-0.002613806	1.101693326	0.124675299	-0.000759479	E	E	E	0.03561662	0.952632654	0	-0.341311551	0.523108101	0	0.004975218	0.004201203	-0.004936923	0.010210483	0.280622913	0.538707063	-9.13E-05	E	E	E		132.1837378	132.1936059	555.0081168	556.8848947	45	18	0	27		4.74E-05	0.261592134	0.45016479	0.745564794	0.00537676
M132.6425T556_1	hilic_neg	M132.6425T556_1	132.6425282	555.892064		[M-2H+K]- 95.7038	4														0.644875422	0.013231615	1	0.073377425	0.692098212	0	0.030400541	0.003267621	-0.033970317	-0.01941935	1.955726225	0.926278923	-0.001584795	E	E	E	0.192790174	0.612363639	0	-0.044458379	0.866136754	0	-0.011042581	-0.00178534	-0.012253456	-0.007806912	0.696506885	0.411894192	-0.001024959	E	E	E		132.6351388	132.6435728	555.0081168	557.0140384	60	19	0	41		1.66E-05	0.281728128	0.843048232	0.760464184	0.004086713
