variableMetadata	chromato	namecustom	mz	rt	isotopes	adduct	pcgroup	BiH_base_POS_QTof_Plasma.txt_.MzDelta_Query.Bank.0.005Da..MzBank.RtQuery.RtDelta_Query.Bank.0.2min...RtBank.name.M.Formule.M.H..M.H...th.Intensite...Tr.Masse.Exp.Delta.ppm.	BiH_Pool_Qtof_Pos_plasma.txt_.MzDelta_Query.Bank.0.005Da..MzBank.RtQuery.RtDelta_Query.Bank.0.2min...RtBank.G.N.compound.composition.Formule.M.H...M.H....Th...TR.Masse.exo.delta.ppm.	BiH_DB_Lipids_POS.MzDelta_Query.Bank.0.005Da..MzBank.m.z..M.H...Formule.Brute..M..Annotation..Lipid.class.and.subclass.RT.min..	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	PCA_xload-p1_LAT	PCA_xload-p2_LAT	OPLSDA_xload-p1_LAT	OPLSDA_xload-o1_LAT	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-ortho_LAT	OPLSDA_coef_LAT	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	PCA_xload-p1_MX2	PCA_xload-p2_MX2	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	supp_mzmin	supp_mzmax	supp_rtmin	supp_rtmax	supp_npeaks	supp_Sample	supp_BLC	supp_fold	supp_tstat	supp_pvalue	supp_pool_CV	supp_poolCV_over_sampleCV
M515.314T15.23	c18acqui_pos	M515.314T15.23	515.3139569	15.2257023		[M+Na]+ 492.323	3			0.00272672272#515.3166836#515.3166836#C34H44O5#([M+H-H2O]+)_DG 31a:11#Diacylglycerols#NA#	-0.093197669	0.590930565	0	-0.100686755	0.17555949	0	0.022762681	-0.007564642	0.019780312	0.039681375	1.109067806	1.972522653	0.001920029	E	E	E	-0.036075453	0.882086778	0	-0.0569966	0.444839544	0	0.012838288	0.013970997	E	E	E	515.3130417	515.3154461	15.21431059	15.23651537	50	50	0	76.0859792	-71.599399	0	0.094588589	1.023600526
M771.4664T15.23_2	c18acqui_pos	M771.4664T15.23_2	771.4663625	15.22521389	[2314][M+1]+		3			0.004446106091#771.4619164#771.4619164#C51H62O6#([M+H]+)_TG 48:18#Triradylglycerols#NA#	-0.049387655	0.78606797	0	-0.054023914	0.487606255	0	0.020477915	0.003676034	0.012600279	0.042250354	0.706488543	2.100224103	0.001175232	E	E	E	-0.009026103	0.981254781	0	-0.038971714	0.648686918	0	0.008072984	0.032313509	E	E	E	771.4646592	771.4683543	15.21382048	15.23151622	50	50	0	67.63505846	-39.74362862	0	0.083196236	0.858457789
M297.6485T15.23	c18acqui_pos	M297.6485T15.23	297.6485214	15.22521389	[693][M+1]2+		3				-0.052710444	0.745413625	0	-0.028774951	0.698651463	0	0.015564312	0.001329801	0.021124223	0.037290248	1.184419939	1.85366205	0.00144319	E	E	E	0.017651792	0.949719906	0	-0.065980946	0.424185116	0	0.012296012	-0.013897805	E	E	E	297.6479261	297.6493775	15.21274755	15.2317319	50	50	0	103.8285818	-68.87160662	0	0.069981738	0.731260564
M796.9746T15.21_1	c18acqui_pos	M796.9746T15.21_1	796.974571	15.2053979			3				-0.009089847	0.951629934	0	-0.196508211	0.115649687	0	0.012922082	-0.035844853	0.000551748	-0.014581826	0.03093613	0.724848434	0.000113798	E	E	E	-0.132837872	0.705448186	0	-0.200693754	0.120934824	0	0.019136589	-0.005853795	E	E	E	796.9724193	796.9766836	15.19198065	15.21179588	50	50	0	128.1646824	-30.36969693	0	0.1141498	0.637127932
M754.9974T15.23_1	c18acqui_pos	M754.9974T15.23_1	754.9973686	15.22554684		[3M+H+Na]2+ 495.335	3				-0.029793463	0.888003495	0	-0.106140391	0.262868448	0	0.021257093	0.006846692	0.004826622	0.039596989	0.270625231	1.968327901	0.000525173	E	E	E	0.072821377	0.587327736	0	-0.068965348	0.23859114	0	0.014999182	0.013882321	E	E	E	754.9957334	754.9996661	15.21431059	15.23651537	49	49	0	90.38448276	-59.18101658	0	0.082201234	0.793683251
M523.8002T15.23_1	c18acqui_pos	M523.8002T15.23_1	523.8002132	15.2257023	[1511][M+1]+		3				-0.141648063	0.212373153	0	-0.101598695	0.087356181	0	0.023551282	0.004769089	0.036854929	0.034307005	2.066429279	1.705367929	0.003231503	E	E	E	-0.011178785	0.977072942	0	-0.047853078	0.475393553	0	0.010721734	0.006356989	E	E	E	523.7990752	523.8016644	15.21150801	15.23651537	50	50	0	14.48289145	-44.12169751	0	0.061016354	0.677060829
M550.3079T15.2_2	c18acqui_pos	M550.3079T15.2_2	550.3078655	15.20309267		[M+Na]+ 527.325	3				-0.022666152	0.928929237	0	-0.172195238	0.169017787	0	0.010953148	-0.031713763	0.002628139	-0.002796457	0.147357875	0.139009171	0.000286794	E	E	E	-0.067077885	0.90436899	0	-0.234853302	0.10256186	0	0.019369069	-0.023185406	E	E	E	550.3065163	550.3155253	15.18836759	15.36571061	65	49	0	57.76101476	-30.67605279	0	0.109062808	0.579553691
M294.6449T15.23_1	c18acqui_pos	M294.6449T15.23_1	294.6449233	15.22627039	[678][M]2+	[M+Na+K]2+ 527.325	3				-0.048455482	0.7874508	0	-0.073233037	0.343914092	0	0.021759562	-0.010251211	0.011251981	0.025829183	0.630890444	1.283943626	0.001092521	E	E	E	-0.022320099	0.93764146	0	-0.063753122	0.355213542	0	0.017984426	-0.009853455	E	E	E	294.6443062	294.6458111	15.21463164	15.45222418	51	50	0	81.4230604	-36.79003812	0	0.088834707	0.969638987
M797.476T15.21_2	c18acqui_pos	M797.476T15.21_2	797.4759752	15.20551189	[2408][M+2]+		3			0.000813825379#797.4751614#797.4751614#C51H66O6#([M+Na]+)_TG 48:16#Triradylglycerols#NA#	0.033984632	0.959853744	0	-0.195999919	0.119767486	0	0.013580859	-0.037364018	-0.007558707	-0.006569879	0.423811262	0.32658233	-0.000427875	E	E	E	-0.007646317	0.995883667	0	-0.154145363	0.270767128	0	0.015472725	-0.003650479	E	E	E	797.4711037	797.4779894	14.97364696	15.21149924	51	50	0	37.68756368	-31.18287934	0	0.086995268	0.516954638
M276.6529T15.23_1	c18acqui_pos	M276.6529T15.23_1	276.6529416	15.22586941	[593][M]2+		3				0.013579582	0.974741138	0	-0.086848945	0.185688354	0	0.025767523	0.006638519	-0.011005644	0.028095218	0.617078507	1.396585999	-0.000383164	E	E	E	0.011450592	0.971831067	0	-0.02108581	0.802009371	0	0.007158007	0.022493326	E	E	E	276.6523935	276.6535843	15.21150801	15.43702379	51	50	0	88.69737864	-79.72147536	0	0.081244016	1.003695486
M308.1506T15.23_2	c18acqui_pos	M308.1506T15.23_2	308.1505707	15.22592258	[743][M+1]+		3				-0.036284607	0.819038549	0	-0.053672064	0.423440636	0	0.016572186	0.008949659	0.013443492	0.032100575	0.753766891	1.595688426	0.001041479	E	E	E	-0.029502478	0.886293472	0	-0.056553212	0.351503458	0	0.014915371	-0.002980011	E	E	E	308.1499072	308.1513741	15.21147826	15.24574771	50	50	0	25.31117892	-39.24334158	0	0.068804625	0.993086253
M496.062T15.23_9	c18acqui_pos	M496.062T15.23_9	496.0620144	15.23146105			3				-0.109120967	0.566698387	0	-0.221746239	0.015959394	1	0.02774337	-0.004049643	0.014251595	0.035647709	0.799076639	1.772013011	0.001638161	E	E	E	-0.115273893	0.82800151	0	0.006844585	0.959822144	0	-0.002486161	0.00867754	E	E	E	496.0543004	496.0672645	15.21463164	15.2971505	5	5	0	53.19863501	-40.54989743	0	0.14178844	0.886065569
M496.1409T15.22_2	c18acqui_pos	M496.1409T15.22_2	496.140873	15.22443646		[M+Na]+ 473.15 [2M+Na+2K]3+ 693.747	3				-0.203553604	0.698593757	0	-0.293304329	0.195044945	0	0.01620825	0.001674377	0.017717273	0.034381691	0.993394697	1.709080502	0.001309994	E	E	E	0.090582304	0.741258355	0	-0.058031583	0.578525707	0	0.007317454	0.007818696	E	E	E	496.1376507	496.1491821	15.22223215	15.31264364	7	7	0	52.00030978	-35.35384697	0	0.077004672	0.42123965
M755.4988T15.23_2	c18acqui_pos	M755.4988T15.23_2	755.4988226	15.22521389		[3M+2Na]2+ 488.337	3			0.000870186277#755.4979524#755.4979524#C38H73O12P#([M+H]+ 2C13)_PI 29p:0#Glycerophosphoinositols#NA#	-0.019887878	0.928929237	0	-0.089177344	0.375239652	0	0.018745436	-0.001051775	0.001605336	0.041625225	0.090010012	2.069149548	0.000347855	E	E	E	0.001044643	0.992888092	0	-0.064352061	0.422798644	0	0.008385885	0.021114372	E	E	E	755.4972394	755.5008606	15.21382048	15.23151622	50	50	0	37.88833089	-55.08404911	0	0.083241162	0.729577003
M797.9755T15.21_1	c18acqui_pos	M797.9755T15.21_1	797.9754748	15.207322			3				-0.032016382	0.940631536	0	-0.568924345	0.078941226	0	0.017523206	-0.007727851	0.001073933	0.01475271	0.060214634	0.733342888	0.000146528	E	E	E	0.047574797	0.951598156	0	-0.417159765	0.119455387	0	0.015082512	-0.008125427	E	E	E	797.9733786	797.9840436	15.19009604	15.36571061	68	50	0	72.48811765	-23.11350565	0	0.195862661	0.784604654
M774.4674T15.23_2	c18acqui_pos	M774.4674T15.23_2	774.4673631	15.22521389	[2314][M+4]+		3				-0.053012149	0.7874508	0	-0.052740714	0.544384597	0	0.012360101	-0.007796606	0.014765945	0.040293761	0.82791588	2.002963718	0.001137653	E	E	E	0.03645147	0.891726853	0	0.082004109	0.275145674	0	-0.014752346	0.012363083	E	E	E	774.4658805	774.4694325	15.21431059	15.23581959	50	50	0	23.09797721	-31.8588178	0	0.064433086	0.654369611
M515.8158T15.23_1	c18acqui_pos	M515.8158T15.23_1	515.8158303	15.22592258			3				-0.11020925	0.428588024	0	-0.173815318	0.017680932	1	0.0265136	-0.003773424	0.022399299	0.034036292	1.255912523	1.691911043	0.002094672	E	E	E	0.055438166	0.734225706	0	-0.112841145	0.073283431	0	0.019573165	0.018080929	E	E	E	515.814468	515.8171061	15.2186544	15.23732691	50	50	0	12.96036016	-50.02877156	0	0.051354803	0.475656429
M526.7997T15.23_1	c18acqui_pos	M526.7997T15.23_1	526.7996668	15.22586359	[1511][M+4]+		3				-0.049001078	0.814831717	0	-0.082535324	0.346049247	0	0.021681107	0.003857488	0.013707112	0.045442464	0.768547897	2.258900763	0.000958146	E	E	E	-0.029231003	0.923511651	0	-0.108990389	0.132225228	0	0.020468297	-0.01222937	E	E	E	526.7985745	526.8011822	15.21308493	15.23886173	50	50	0	9.706780906	-36.47137761	0	0.053176267	0.503726153
M500.3511T15.22_2	c18acqui_pos	M500.3511T15.22_2	500.3510865	15.22359107	[1396][M+4]+		3				0.011761353	0.996677804	0	-0.169540464	0.046663295	1	0.029138789	-0.012204713	-0.007253349	0.040193519	0.406690055	1.997980826	-0.000218161	E	E	E	0.049219257	0.837399658	0	-0.180320612	0.025477895	1	0.024764654	0.018916943	E	E	E	500.3493174	500.3526917	15.21098442	15.23151622	50	50	0	31.92231405	-50.71143306	0	0.084286164	0.687302341
M495.9859T15.23_6	c18acqui_pos	M495.9859T15.23_6	495.9858925	15.22848861		[M+K]+ 457.023	3				-0.044587365	0.837039757	0	-0.11430763	0.237943581	0	0.021737347	0.002739308	0.006265301	0.038687344	0.351290894	1.923110313	0.000750139	E	E	E	0.043863717	0.873282639	0	-0.052349328	0.552431373	0	0.010539844	0.01889825	E	E	E	495.9833008	495.9915873	15.22441096	15.25300048	6	6	0	41.13111535	-46.6665264	0	0.106322954	0.90929134
M496.5103T15.22_1	c18acqui_pos	M496.5103T15.22_1	496.5102701	15.22441096	[1399][M]2+		3				-0.095083923	0.696264955	0	-0.152910315	0.147400956	0	0.021798786	0.000399263	0.011463544	0.041322527	0.642752661	2.054102714	0.001353545	E	E	E	0.036197439	0.870738392	0	-0.09199321	0.185167038	0	0.015207343	0.025257888	E	E	E	496.5073154	496.5116661	15.21101006	15.26571533	49	49	0	29.56253793	-44.71973429	0	0.044859488	0.384780175
M495.9511T15.24_5	c18acqui_pos	M495.9511T15.24_5	495.9510572	15.23951156	[1394][M]2+		3				-0.182897588	0.570463067	0	-0.055732175	0.691998564	0	0.010455278	0.002571373	0.020624878	0.015319615	1.156421989	0.761523168	0.002037612	E	E	E	0.052672675	0.821114594	0	-0.157002074	0.043595311	1	0.021787276	0.016800643	E	E	E	495.9407376	495.9545627	15.2232043	15.27391414	8	8	0	22.4076383	-34.08765409	0	0.164077031	1.079173355
M547.8049T15.2_1	c18acqui_pos	M547.8049T15.2_1	547.8048936	15.20153263			3				0.062776094	0.900445855	0	-0.285791621	0.017209271	1	0.018230988	-0.031538307	-0.012646353	-0.01066237	0.709071889	0.530016048	-0.000768194	E	E	E	-0.030423607	0.977113387	0	-0.38396385	0.001061666	1	0.031094786	-0.007157024	E	E	E	547.803102	547.8065632	15.18858025	15.21149924	50	50	0	14.219076	-27.28036567	0	0.14931755	0.739586199
M305.1517T15.22	c18acqui_pos	M305.1517T15.22	305.151653	15.22468959		[M+H-CH2]+ 318.156	3				0.037782098	0.833323643	0	-0.001684635	0.989865429	0	0.00353834	0.001263564	-0.011965629	0.011828264	0.670904172	0.5879715	-0.001070548	E	E	E	0.01217505	0.977113387	0	0.071252803	0.332290092	0	-0.013577776	-0.005906704	E	E	E	305.1503822	305.1526114	15.20724662	15.2436961	50	50	0	5.027698441	-35.13858631	0	0.090122515	1.128262588
M298.6466T15.23	c18acqui_pos	M298.6466T15.23	298.6466176	15.22554684	[693][M+3]2+		3				-0.106306333	0.630966064	0	0.060781222	0.595718174	0	0.002357635	-0.001989116	0.026494492	0.02663578	1.485527027	1.324038768	0.002062009	E	E	E	-0.018876129	0.957975977	0	-0.088151847	0.268081904	0	0.016395165	-0.006329711	E	E	E	298.6458306	298.6476491	15.20881693	15.23940907	39	39	0	62.21423077	-61.53666528	0	0.067501706	0.622080597
M762.98T15.22	c18acqui_pos	M762.98T15.22	762.9800232	15.22449825		[M+Na]+ 739.989	3				-0.040252286	0.842672543	0	-0.123798795	0.192382858	0	0.021183975	-0.014117782	0.005104316	0.033825933	0.286195321	1.681454286	0.000683686	E	E	E	0.023512411	0.930904648	0	-0.174968624	0.049335953	1	0.021749527	0.019344538	E	E	E	762.9781423	762.9816572	15.21101006	15.2317319	49	49	0	64.13833333	-50.91487626	0	0.06777065	0.521580949
M296.1457T15.23_2	c18acqui_pos	M296.1457T15.23_2	296.1457117	15.22592258	[678][M+3]2+		3				0.008709599	0.976827327	0	-0.039951206	0.59266109	0	0.01379173	-0.00416062	-0.006389214	0.025803904	0.358238602	1.282686998	-0.000270734	E	E	E	0.029808681	0.903639169	0	0.014918626	0.877259865	0	-0.003907511	0.01232981	E	E	E	296.1449605	296.147103	15.20911803	15.24391057	50	50	0	34.7816872	-64.97006673	0	0.064569182	0.789832818
M795.4711T15.2	c18acqui_pos	M795.4711T15.2	795.4711019	15.20382513	[2408][M]+		3				0.079152374	0.78606797	0	-0.182905109	0.058805166	0	0.011458839	-0.031770128	-0.01982388	-0.011607142	1.111510645	0.576979754	-0.001292918	E	E	E	-0.121088455	0.721412659	0	-0.095201832	0.497341148	0	0.007105339	0.007044042	E	E	E	795.4679232	795.4735833	15.18836759	15.21192003	48	48	0	25.16103136	-31.450485	0	0.110147156	0.71206624
M798.4757T15.21_2	c18acqui_pos	M798.4757T15.21_2	798.4756568	15.20716868	[2408][M+3]+		3			0.002858648446#798.4785154#798.4785154#C51H66O6#([M+Na]+ C13)_TG 48:16#Triradylglycerols#NA#	0.022175728	0.977134271	0	-0.170484039	0.154360383	0	0.015324008	-0.027854855	-0.004741705	0.010358733	0.265863971	0.514922552	-0.000298693	E	E	E	0.001947998	0.986859531	0	-0.206820124	0.076736582	0	0.019627487	-0.008408731	E	E	E	798.4721779	798.4818978	15.19254233	15.37403117	58	49	0	20.61389809	-25.33292314	0	0.134536373	0.852139991
M550.8089T15.2_1	c18acqui_pos	M550.8089T15.2_1	550.8088802	15.20208193			3				0.133772484	0.673548382	0	-0.316410618	0.004574775	1	0.022407716	-0.02014211	-0.024052654	-0.004112052	1.348614949	0.204406098	-0.001650523	E	E	E	0.011335195	0.951598156	0	-0.433184934	0.000468232	1	0.032669739	-0.01694435	E	E	E	550.8066326	550.8163366	15.18836759	15.36771328	59	46	0	10.01894468	-26.53428814	0	0.10718877	0.558639391
M267.6474T15.22	c18acqui_pos	M267.6474T15.22	267.6474331	15.22468959	[562][M]2+		3				-0.09180332	0.674189069	0	-0.104119772	0.253741746	0	0.018517935	-0.01247838	0.018374147	0.017716342	1.030225156	0.880662159	0.001563554	E	E	E	0.02212531	0.932240068	0	-0.099879009	0.225864924	0	0.015656184	-0.006527384	E	E	E	267.6466908	267.6486433	15.20729759	15.24014485	50	50	0	37.04653983	-47.10710883	0	0.094066512	0.77882633
M497.0394T15.23_4	c18acqui_pos	M497.0394T15.23_4	497.0393809	15.22586941		[M+Na+NH3]+ 457.023 [M+K]+ 458.08	3				-0.043466654	0.795106914	0	-0.276695493	0.003435632	1	0.030846142	-0.01061925	0.004226709	0.038634278	0.236988547	1.920472449	0.000626365	E	E	E	-0.009851095	0.992888092	0	-0.164199664	0.040255181	1	0.022787437	0.020446475	E	E	E	497.0381388	497.0413842	15.21142383	15.241462	47	47	0	31.65402893	-41.89726169	0	0.055490723	0.404054915
M763.4818T15.23	c18acqui_pos	M763.4818T15.23	763.4818438	15.22521389		[3M+Na+K]2+ 488.337	3			0.00002558492#763.4818694#763.4818694#C48H66O6#([M+Na]+ 2C13)_TG 45:13#Triradylglycerols#NA#|0.00243058492#763.4842744#763.4842744#C50H64O6#([M+H]+ 2C13)_TG 47:16#Triradylglycerols#NA#	-0.055144419	0.841073304	0	-0.092300871	0.459952767	0	0.018288411	0.000743739	0.004654647	0.0429963	0.260982697	2.13730435	0.000765728	E	E	E	0.00491553	0.987206146	0	-0.081127793	0.441628153	0	0.007496424	0.034041651	E	E	E	763.4802321	763.4834775	15.21147826	15.2317319	50	50	0	21.87842993	-44.07286671	0	0.079566735	0.546499431
M535.2982T15.22	c18acqui_pos	M535.2982T15.22	535.2982474	15.2242478	[1564][M+1]+		3				-0.014481261	0.931356593	0	-0.070190294	0.370766888	0	0.011551032	0.002422647	0.004769831	0.026225213	0.267440989	1.303629868	0.000343037	E	E	E	0.010028567	0.975196354	0	-0.021033861	0.791938986	0	0.003036824	0.017361914	E	E	E	535.2965845	535.3003274	15.20551189	15.25726517	50	50	0	22.75249226	-65.65051877	0	0.059349059	0.666350387
M496.7279T15.22_3	c18acqui_pos	M496.7279T15.22_3	496.7279237	15.2242478	[1402][M]3+		3				0.049783336	0.917067517	0	-0.17427546	0.137764943	0	0.019075089	-0.011588074	-0.011433113	0.035426464	0.641046396	1.761015127	-0.000686309	E	E	E	0.130933983	0.539903608	0	-0.221913616	0.027671073	1	0.020003699	0.002179856	E	E	E	496.7230912	496.7348277	15.20881693	15.26082498	22	22	0	7.901883432	-35.26713735	0	0.062743102	0.434454769
M276.6339T15.22	c18acqui_pos	M276.6339T15.22	276.6338742	15.2242478	[592][M]2+		3				0.014208814	0.966291287	0	-0.033938587	0.770201229	0	0.009982125	-0.003598143	-0.002894647	0.01722298	0.162300785	0.856137619	-0.000289544	E	E	E	0.108940923	0.564737334	0	-0.058459782	0.494793355	0	0.009530255	0.002678527	E	E	E	276.6331748	276.6348556	15.2094419	15.24329488	50	50	0	35.5434398	-55.11509235	0	0.104152982	0.930038548
M497.02T15.23_3	c18acqui_pos	M497.02T15.23_3	497.0199867	15.22585777	[1399][M+1]2+		3				-0.063614501	0.823186112	0	-0.214296235	0.099901487	0	0.024952478	-0.008875478	0.00517937	0.037749341	0.290403528	1.876483092	0.000735533	E	E	E	0.023914112	0.948111761	0	-0.12811511	0.243584772	0	0.01372334	0.028106597	E	E	E	497.0170042	497.022031	15.21192003	15.23730564	29	29	0	29.55681818	-35.53809875	0	0.098543387	0.586636285
M285.6393T15.23_1	c18acqui_pos	M285.6393T15.23_1	285.6392746	15.22606604	[641][M]2+	[M+2Na]2+ 525.294	3				-0.074151837	0.676903576	0	-0.112151362	0.144057942	0	0.015794185	-0.010680293	0.014983589	0.000116829	0.840119008	0.00580747	0.001511115	E	E	E	0.033554104	0.891726853	0	-0.041194375	0.615601847	0	0.011257719	-0.016870373	E	E	E	285.6386239	285.6403781	15.20881693	15.25658519	50	50	0	42.96285276	-39.4279331	0	0.109206815	0.992874776
M548.3065T15.2_2	c18acqui_pos	M548.3065T15.2_2	548.3064769	15.20302979		[M+K+NH3]+ 492.323	3			0.004270517948#548.3022064#548.3022064#C28H46NO6P#([M+Na]+ 2C13)_LPC 20p:6#Lyso-Glycerophosphocholines#NA#|0.004671482052#548.3111484#548.3111484#C28H48NO6P#([M+Na]+)_LPC 20p:5#Lyso-Glycerophosphocholines#NA#	0.005634715	0.966291287	0	-0.367473364	0.015048618	1	0.020896894	-0.030533248	-0.002458028	-0.0001411	0.137819854	0.007013921	-5.33E-05	E	E	E	-0.03273677	0.977113387	0	-0.365408511	0.010399148	1	0.024295518	-0.010592188	E	E	E	548.3033912	548.3080686	15.1902386	15.32888572	46	43	0	28.81085239	-28.88208736	0	0.192238708	0.9117452
M774.9665T15.23_1	c18acqui_pos	M774.9665T15.23_1	774.966471	15.22586359	[2324][M+3]+		3				-0.169762466	0.310300214	0	-0.171962109	0.047241573	1	0.025591667	0.002666353	0.028539375	0.036605801	1.600182165	1.819638809	0.002589234	E	E	E	-0.112708143	0.324327984	0	-0.113994112	0.064645118	0	0.017472359	0.015407825	E	E	E	774.9642396	774.9697905	15.21179588	15.2416616	50	50	0	48.42804233	-32.48081812	0	0.121847838	0.990320894
M613.4187T15.23	c18acqui_pos	M613.4187T15.23	613.4187103	15.22898718	[1844][M]+	[M+H-C6H10O5]+ 774.46	3			0.001418688987#613.4172916#613.4172916#C41H56O5#([M+H-H2O]+ 2C13)_DG 38a:12#Diacylglycerols#NA#	0.064614432	0.643038461	0	0.034272062	0.568529056	0	-0.005315995	0.000494829	-0.0242935	0.009917659	1.362118992	0.492997193	-0.002104085	E	E	E	0.004363638	0.99124329	0	0.026729367	0.678657363	0	-0.002538448	-0.021105756	E	E	E	613.4172914	613.4202192	15.20911803	15.25300048	50	50	0	24.52383363	-64.37348129	0	0.082008337	1.173966126
M497.2198T15.22_7	c18acqui_pos	M497.2198T15.22_7	497.2198062	15.22441096		[3M+H+K]2+ 318.156	3				-0.057837808	0.791926053	0	-0.083959574	0.369714274	0	0.015892559	0.000834059	0.008625888	0.02234918	0.483647331	1.110956063	0.001045371	E	E	E	0.037874865	0.903321017	0	-0.041334017	0.690193149	0	0.006137141	0.020147933	E	E	E	497.2114812	497.2214907	15.2186544	15.26009016	7	7	0	16.42755299	-45.65287347	0	0.07421898	0.64645132
M300.1412T15.2	c18acqui_pos	M300.1412T15.2	300.1412021	15.20153263		[M+K]+ 261.179 [M+H-CH2]+ 313.157 [M+H-CH3]+ 314.153	3				-0.209888645	0.566698387	0	-0.315825778	0.060303869	0	0.01306715	-0.027614151	0.019826014	-0.015858842	1.111630302	0.788327632	0.001711836	E	E	E	-0.107561852	0.819835248	0	-0.226618508	0.093302074	0	0.021530173	-0.001995756	E	E	E	300.1401472	300.1434329	15.18789193	15.241462	42	42	0	19.28993228	-25.82037734	0	0.218497665	0.979959033
M497.1746T15.23_6	c18acqui_pos	M497.1746T15.23_6	497.1746146	15.23083084	[1395][M+1]+		3				0.021811793	0.990703315	0	-0.247382482	0.100698077	0	0.0154406	0.012272214	-0.008956096	0.010066415	0.502161832	0.500391698	-0.000223791	E	E	E	0.153215537	0.666857015	0	-0.181521395	0.208425738	0	0.008000263	0.015698725	E	E	E	497.1724933	497.1850416	15.21179588	15.30747889	8	8	0	16.33734104	-39.49421621	0	0.074944506	0.513223866
M495.7624T15.23_2	c18acqui_pos	M495.7624T15.23_2	495.7623709	15.22646169			3				-0.002878072	0.966291287	0	-0.120317609	0.183098405	0	0.022958284	-0.005214716	-0.000894635	0.039190581	0.050161559	1.948125717	5.32E-05	E	E	E	-0.201321162	0.520455187	0	-0.036665866	0.872497518	0	-0.001627203	-0.002001815	E	E	E	495.7606031	495.7727651	15.2186544	15.27454329	7	7	0	6.55228505	-30.79587737	0	0.132712467	0.820481483
M1003.1672T15.23	c18acqui_pos	M1003.1672T15.23	1003.16725	15.22554684		[3M+H+Na]2+ 660.776	3				0.091034665	0.809922271	0	-0.102507606	0.507996057	0	0.009356475	-0.015555647	-0.017951271	0.00699328	1.006514814	0.34762918	-0.001142646	E	E	E	0.105403603	0.789207655	0	-0.05171561	0.701712801	0	0.003405065	0.031031221	E	E	E	1003.163611	1003.169553	15.21312436	15.2317319	49	49	0	67.74798913	-38.20235313	0	0.107437417	0.65827808
M756.0002T15.23	c18acqui_pos	M756.0002T15.23	756.0002046	15.2257023	[2273][M]2+	[2M+2Na]2+ 733.002	3				-0.100298695	0.632010477	0	-0.167857835	0.072373129	0	0.023580475	-0.00103431	0.015224822	0.030889076	0.853644759	1.535465975	0.001568877	E	E	E	0.047516992	0.878834992	0	-0.155462214	0.131415446	0	0.016035593	0.030220109	E	E	E	755.9969531	756.002202	15.21312436	15.24329488	50	50	0	32.66880952	-44.0024316	0	0.155825422	1.038510907
M496.8144T15.22_4	c18acqui_pos	M496.8144T15.22_4	496.8143697	15.2232043	[1398][M+1]3+		3				0.013591979	0.99239832	0	-0.234762669	0.144405513	0	0.021518852	0.000260062	-0.006778521	0.041525916	0.380066753	2.064212958	-0.000132397	E	E	E	0.071347572	0.878834992	0	-0.163195799	0.289367506	0	0.01021998	0.030610875	E	E	E	496.812273	496.8241306	15.21101006	15.28287026	7	7	0	5.633337969	-26.99303525	9.60E-10	0.109088633	0.745243022
M991.6733T15.22	c18acqui_pos	M991.6733T15.22	991.6732574	15.22446735	[2882][M]+	[2M+H]+ 495.335	3			0.003587973889#991.6696694#991.6696694#C65H90O6#([M+Na]+ 2C13)_TG 62:18#Triradylglycerols#NA#	-0.111923407	0.601685547	0	-0.04871696	0.595100243	0	0.009951594	-0.020553797	0.023715786	0.021974771	1.329727014	1.092344544	0.002021904	E	E	E	-0.127742934	0.6156088	0	-0.047249007	0.720719947	0	0.003485997	0.033044555	E	E	E	991.6708666	991.6770681	15.21149924	15.23732691	50	50	0	38.86790476	-42.96512543	0	0.064757959	0.500849787
M496.792T15.24_2	c18acqui_pos	M496.792T15.24_2	496.7919688	15.2358448		[M+K]+ 457.831	3				-0.017334267	0.928938126	0	-0.123523401	0.210270574	0	0.018991841	0.00195271	0.002502239	0.037665248	0.14029872	1.872302893	0.000289749	E	E	E	0.005478471	0.995190079	0	0.06873052	0.558364248	0	-0.009093527	0.009484857	E	E	E	496.7883868	496.7966528	15.21875895	15.26059724	6	6	0	6.12715242	-34.00277845	0	0.108634336	0.8199625
M497.5561T15.23_2	c18acqui_pos	M497.5561T15.23_2	497.5560686	15.22585777	[1400][M+1]+		3				-0.041129007	0.81726851	0	-0.130303916	0.101294569	0	0.027527139	-0.005813644	0.004790861	0.043119765	0.268620133	2.143441641	0.000826467	E	E	E	0.030422364	0.893518832	0	-0.084835384	0.260712851	0	0.016857579	0.013830116	E	E	E	497.5533324	497.5625576	15.20735597	15.24806361	11	11	0	23.71838912	-54.34318671	0	0.103713581	1.084112347
