variableMetadata	chromato	name	chebi_id	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M155.01T302.53	hilic	Orotic acid	CHEBI:16742	C00295	Nucleotide metabolism	Pyrimidine metabolism	Uridine	HMDB00226	CID967	C5H4N2O4	156.01711	PXQPEWDEAKTCGB-UHFFFAOYSA-N	InChI=1S/C5H4N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h1H,(H,9,10)(H2,6,7,8,11)	M155T303	155.010009867795	302.53286086493	[125][M]-	[M+Cl]- 120.047 [M-H-C6H10O5]- 318.067	20	31	@M111.0202T302.53|+(CO2)|@M156.0134T302.53|-13C|@M217.0105T301.61|-(H2O)-(CO2)
M157.0142T304.26	hilic										NA			M157T304	157.014201714182	304.25622716332	[125][M+2]-		708	31	@M156.0134T302.53|+13C|+15N
M111.0202T174.26	hilic	Uracil	CHEBI:17568	C00106	Metabolism of cofactors and vitamins|Metabolism of other amino acids|Nucleotide metabolism	Pantothenate and CoA biosynthesis|beta-Alanine metabolism|Pyrimidine metabolism	beta-Alanine|Uracil	HMDB00300	CID1174	C4H4N2O2	112.02728	ISAKRJDGNUQOIC-UHFFFAOYSA-N	InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)	M111T174	111.020177677493	174.260516596448	[43][M]-	[M-H-CO2]- 156.011	22	32	@M112.0235T174.26|-13C
M111.9296T702.03	hilic										NA			M112T702	111.929645685417	702.03019834733			23	33	@M112.9375T701.86|-13C|@M113.9254T702.03_1|-34S|-41K|-37Cl|@M113.9368T701.89_2|-18O|-13C2|@M190.8859T702.17|-(PO3)
M112.9375T701.86	hilic										NA			M113T702	112.937467733659	701.856081505238		[M-2H]2- 227.889	23	33	@M111.9296T702.03|+13C|@M113.9368T701.89_2|-13C|-15N|@M150.8934T702.17|-K
M113.9254T702.03_1	hilic										NA			M114T702_1	113.925403469833	702.027246781229			23	33	@M111.9296T702.03|+34S|+41K|+37Cl
M141.9276T705.24	hilic										NA			M142T705	141.927579783614	705.237644907164			840	33	@M113.9368T701.89_2|+(CO)
M168.895T702.09	hilic										NA			M169T702	168.895037964695	702.086515560557			841	33	@M212.863T701.58_1|-2Na
M190.8859T702.17	hilic										NA			M191T702	190.885913932079	702.173855337384		[3M-H+Cl]2- 115.942	23	33	@M111.9296T702.03|+(PO3)|@M212.863T701.58_1|-Na|@M234.8761T702.17|-(CO2)
M206.86T702.04	hilic										NA			M207T702	206.859999496786	702.040243182431			23	33	@M286.8204T701.85_1|-(SO3)
M212.863T701.58_1	hilic										NA			M213T702_1	212.862971036722	701.576181398267		[M-H-CH2]- 227.889	23	33	@M168.895T702.09|+2Na|@M190.8859T702.17|+Na
M212.894T702.03_2	hilic										NA			M213T702_2	212.89395213274	702.032503879389	[248][M]-		23	33	@M150.8934T702.17|+(H2O)+(CO2)|@M213.8892T702|-15N|@M234.8761T702.17|-Na|@M250.8501T702.08|-K|@M256.8581T702.13|-2Na
M213.8892T702	hilic										NA			M214T702	213.889225011774	701.99946785027	[248][M+1]-		831	33	@M212.894T702.03_2|+15N|@M286.9031T701.87_2|-(HCOOH)-(HCN)|-(C2H3NO2)
M226.8823T701.85	hilic										NA			M227T702	226.882279471913	701.847335058263		[M-H]- 227.889	23	33	@M248.8645T701.82|-Na|@M264.8383T701.83|-K
M234.8761T702.17	hilic										NA			M235T702	234.876051881246	702.17463939119			23	33	@M190.8859T702.17|+(CO2)|@M212.894T702.03_2|+Na
M248.8645T701.82	hilic										NA			M249T702	248.864465623947	701.817840387677		[M-2H+Na]- 227.889	23	33	@M150.8934T702.17|+(H2SO4)|@M226.8823T701.85|+Na|@M286.8204T701.85_1|-K
M250.8501T702.08	hilic										NA			M251T702	250.850103103905	702.078092196415			835	33	@M212.894T702.03_2|+K
M256.8581T702.13	hilic										NA			M257T702	256.85811120336	702.13368829652			861	33	@M212.894T702.03_2|+2Na
M264.8383T701.83	hilic										NA			M265T702	264.838263115832	701.83135426975		[M-2H+K]- 227.889	23	33	@M226.8823T701.85|+K|@M286.8204T701.85_1|-Na
M286.8204T701.85_1	hilic										NA			M287T702_1	286.820437849908	701.847335058263			839	33	@M206.86T702.04|+(SO3)|@M248.8645T701.82|+K|@M264.8383T701.83|+Na
M286.9031T701.87_2	hilic										NA			M287T702_2	286.903105638297	701.869853541385			23	33	@M213.8892T702|+(HCOOH)+(HCN)|+(C2H3NO2)
M112.0406T521.6	hilic										NA			M112T522	112.040599767803	521.599439257218		[M-H-COCH2]- 155.052	64	34	@M113.0439T520.42|-13C
M112.9858T99.04	hilic										NA			M113T99	112.985796673797	99.0381096947233	[45][M]-	[M+Cl]- 78.0129 [M-H-C2H4]- 142.019	5	35	@M113.9891T99.25|-13C
M113.0358T186.21	hilic	Dihydrouracil|1-Methylhydantoin;N-Methylhydantoin	CHEBI:15901|CHEBI:16354	C00429|C02565	Amino acid metabolism|Metabolism of cofactors and vitamins|Metabolism of other amino acids|Nucleotide metabolism	Aginine and Proline metabolism|Pantothenate and CoA biosynthesis|beta-Alanine metabolism|Pyrimidine metabolism	Arginine|beta-Alanine|Uracil	HMDB00076|HMDB03646	CID649|CID69217	C4H6N2O2	114.0429	OIVLITBTBDPEFK-UHFFFAOYSA-N|RHYBFKMFHLPQPH-UHFFFAOYSA-N	InChI=1S/C4H6N2O2/c7-3-1-2-5-4(8)6-3/h1-2H2,(H2,5,6,7,8)|InChI=1S/C4H6N2O2/c1-6-2-3(7)5-4(6)8/h2H2,1H3,(H,5,7,8)	M113T186	113.035842632314	186.214899334901	[43][M+2]-		814	36	@M114.0392T186.23|-13C|@M157.0621T183.78|-(C2H4O)
M114.0199T142.35	hilic										NA			M114T142	114.01985392027	142.34658777132	[49][M]-		41	37	@M115.0232T142.39|-13C|@M116.0241T142.36|-18O|-13C2|@M176.0203T142.5|-(H2O)-(CO2)
M114.0562T380.03	hilic	L-Proline;Proline	CHEBI:17203	C00148	Amino acid metabolism	Aginine and Proline metabolism	L-Proline	HMDB00162	CID145742	C5H9NO2	115.06333	ONIBWKKTOPOVIA-BYPYZUCNSA-N	InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1	M114T380	114.056183183383	380.029582904716	[50][M]-	[M-H-CH2]- 129.083 [M-H-C2H4]- 143.099	6	38	@M115.0595T379.86|-13C|@M116.0604T380.37|-18O|-13C2
M117.0081T553.22	hilic										NA			M117T553	117.008114161256	553.215277988828	[51][M+2]-		4	39	@M115.0038T553.35|+18O|+13C2|@M116.0072T553.16|+13C|+15N|@M135.0185T555.69_14|-(H2O)
M133.0144T555.69_2	hilic	Diglycolic acid|L-malic acid;(S)-malic acid;(2S)-2-hydroxybutanedioic acid;malic acid	CHEBI:30797	C00149	Carbohydrate metabolism	Citrate Cycle|Glyoxylate and dicarboxylate metabolism|Pyruvate metabolism	Krebs cycle|Citrate|Pyruvate	HMDB00156	CID8088|CID222656	C4H6O5	134.0215	QEVGZEDELICMKH-UHFFFAOYSA-N|BJEPYKJPYRNKOW-REOHCLBHSA-N	InChI=1S/C4H6O5/c5-3(6)1-9-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)|InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/t2-/m0/s1	M133T556_2	133.014375546301	555.687616627276	[87][M]-		4	39	@M115.0038T553.35|+(H2O)|@M116.0072T553.16|+(OH.)|@M134.0177T555.69_10|-13C|@M135.0185T555.69_14|-18O|-13C2|@M195.0148T556.02|-(H2O)-(CO2)
M116.0117T638	hilic										NA			M116T638	116.011686060223	637.995488788344		[M-2H]2- 234.038	44	40	@M234.0341T638.58|-(C4H6O4)
M233.0307T638.57	hilic										NA			M233T639	233.030721714678	638.569903649822	[284][M]-	[M-H]- 234.038	44	40	@M234.0341T638.58|-13C|@M235.0348T638.63|-18O|-13C2|@M255.0128T639.55|-Na|@M270.9867T639.46|-K
M236.078T496.75	hilic										NA			M236T497	236.078019684013	496.747571760618	[289][M]-	[M-H-CH2]- 251.103	3	41	@M116.0355T496.67|+(C4H8O4)|@M237.0813T496.76|-13C
M116.0719T307.14	hilic	L-Valine;Valine	CHEBI:16414	C00183	Amino acid metabolism	Valine, Leucine and Isoleucine biosynthesis|Valine, Leucine and Isoleucine degradation	Valine	HMDB00883	CID6287	C5H11NO2	117.07898	KZSNJWFQEVHDMF-BYPYZUCNSA-N	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1	M116T307	116.071860932586	307.14352301338	[55][M]-		20	42	@M117.0752T307.26|-13C|@M118.0761T307.55|-18O|-13C2
M117.0195T532.35	hilic	Methylmalonic acid;2-Methylmalonic acid|Succinic acid	CHEBI:30860|CHEBI:15741	C02170|C00042	Amino acid metabolism|Carbohydrate metabolism	Alanine, Aspartate and Glutamate|Valine, Leucine and Isoleucine degradation|Butanoate metabolism|Citrate Cycle|Propanoate metabolism	Glutamate|Valine|L-Glutamate|Krebs cycle|Succinate	HMDB00202|HMDB00254	CID487|CID1110	C4H6O4	118.0266	ZIYVHBGGAOATLY-UHFFFAOYSA-N|KDYFGRWQOYBRFD-UHFFFAOYSA-N	InChI=1S/C4H6O4/c1-2(3(5)6)4(7)8/h2H,1H3,(H,5,6)(H,7,8)|InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	M117T532	117.019515533872	532.345364171074	[58][M]-		35	43	@M118.0229T532.35|-13C|@M119.0238T532.48|-18O|-13C2
M117.0308T442.57	hilic										NA			M117T443	117.030789908259	442.574655035831			9	44	@M153.0074T443.07|-(HCl)
M117.0559T140.13	hilic	β-Hydroxyisovaleric acid;3-Hydroxyisovaleric acid;3-Hydroxy-3-methylbutyric acid|2-Hydroxypentanoic acid;2-Hydroxyvaleric acid|2-Hydroxy-3-methylbutyric acid;a-Hydroxyisovaleric acid;2-Hydroxyisovaleric acid|2-Hydroxy 2-methylbutyric acid|3-Hydroxypentanoic acid;3-Hydroxyvaleric acid	CHEBI:37084|CHEBI:60647|CHEBI:60645		Amino acid metabolism|Lipid metabolism	Valine, Leucine and Isoleucine degradation|Fatty acids	Others|Hydroxy	HMDB00754|HMDB01863|HMDB00407|HMDB01987|HMDB00531	CID69362|CID98009|CID99823|CID95433|CID107802	C5H10O3	118.063	AXFYFNCPONWUHW-UHFFFAOYSA-N|JRHWHSJDIILJAT-UHFFFAOYSA-N|NGEWQZIDQIYUNV-UHFFFAOYSA-N|MBIQENSCDNJOIY-UHFFFAOYSA-N|REKYPYSUBKSCAT-UHFFFAOYSA-N	InChI=1S/C5H10O3/c1-5(2,8)3-4(6)7/h8H,3H2,1-2H3,(H,6,7)|InChI=1S/C5H10O3/c1-2-3-4(6)5(7)8/h4,6H,2-3H2,1H3,(H,7,8)|InChI=1S/C5H10O3/c1-3(2)4(6)5(7)8/h3-4,6H,1-2H3,(H,7,8)|InChI=1S/C5H10O3/c1-3-5(2,8)4(6)7/h8H,3H2,1-2H3,(H,6,7)|InChI=1S/C5H10O3/c1-2-4(6)3-5(7)8/h4,6H,2-3H2,1H3,(H,7,8)	M117T140	117.055916974699	140.131493706408	[59][M]-	[M-H-CH4]- 134.088	41	45	@M118.0593T140.05|-13C|@M119.0601T140.41|-18O|-13C2
M118.0511T441.52	hilic	L-Homoserine|L-Threonine;Threonine|D-allo-Threonine	CHEBI:15699|CHEBI:16857|CHEBI:32826	C00263|C00188|C12317	Amino acid metabolism	Glycine, Serine and Threonine	Serine|Threonine	HMDB00719|HMDB00167	CID12647|CID6288|CID90624	C4H9NO3	119.0582	UKAUYVFTDYCKQA-VKHMYHEASA-N|AYFVYJQAPQTCCC-GBXIJSLDSA-N|AYFVYJQAPQTCCC-PWNYCUMCSA-N	InChI=1S/C4H9NO3/c5-3(1-2-6)4(7)8/h3,6H,1-2,5H2,(H,7,8)/t3-/m0/s1|InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1|InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3-/m1/s1	M118T442	118.051148481726	441.520658668316	[61][M]-	[M-H]- 119.06	9	46	@M119.0544T441.49|-13C|@M120.0554T441.95|-18O|-13C2|@M154.0278T440.48|-(HCl)
M155.0312T440.7	hilic										NA			M155T441	155.031150929114	440.702443830437	[123][M+1]-		9	46	@M119.0544T441.49|+(HCl)|@M154.0278T440.48|+13C|@M156.0249T440.5|-15N
M156.0249T440.5	hilic										NA			M156T440	156.024885199363	440.498719832024	[123][M+2]-		9	46	@M154.0278T440.48|+34S|+41K|+37Cl|@M155.0312T440.7|+15N
M118.9988T582.4	hilic										NA			M119T582	118.998754132238	582.402686566123	[62][M]-	[M-H-CH2]- 134.018	21	47	@M120.0021T582.42|-13C|@M121.0031T582.5|-18O|-13C2
M239.0171T535.98	hilic	L-Cystine	CHEBI:16283	C00491				HMDB00192	CID67678	C6H12N2O4S2	240.02385	LEVWYRKDKASIDU-IMJSIDKUSA-N	InChI=1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/m0/s1	M239T536	239.017067023001	535.978415230136	[292][M]-	[M-H+NaCOOH]- 172.046	15	48	@M120.0126T536.51|+(C3H5O2NS)|@M240.0205T535.95|-13C|@M241.0129T536|-34S|-41K|-37Cl
M121.0409T134.08	hilic	Nicotinamide;Niacinamide;Vitamin PP;Vitamin B3	CHEBI:17154	C00153	Metabolism of cofactors and vitamins	Nicotinate and Nicotinamide metabolism	NAD+	HMDB01406	CID936	C6H6N2O	122.04801	DFPAKSUCGFBDDF-UHFFFAOYSA-N	InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)	M121T134	121.040913046249	134.08229644498	[66][M]-		41	49	@M122.0443T134.19|-13C
M122.0029T456.02	hilic										NA			M122T456	122.002860600963	456.021544796324	[67][M]2-		3	50	@M122.5045T455.63_1|-13Cdb
M122.0209T309.51	hilic										NA			M122T310	122.020886144319	309.513665268216		[M-H-CH3]- 138.045	20	51	@M166.0108T309.86|-(CO2)
M165.0056T837.52	hilic										NA			M165T838	165.005625635591	837.520120657748			1682	52	@M122.9855T837.58|+(CH2N2)
M123.9888T233.44	hilic										NA			M124T233	123.98884432839	233.444870130483			8	53	@M124.9841T228.35|-15N
M162.9401T227.27	hilic										NA			M163T227	162.94009573739	227.266645621559		[M-2H+K]- 125.991	8	53	@M124.9841T228.35|+K
M124.9916T296	hilic										NA			M125T296	124.991615296144	295.999415076752	[69][M]-		412	54	@M125.9948T296.08|-13C|@M126.9874T296.22|-34S|-41K|-37Cl|@M254.0345T292.86|-(C5H7O3N)
M241.0835T135.71	hilic	Thymidine	CHEBI:17748	C00214	Nucleotide metabolism	Pyrimidine metabolism	Thymidine	HMDB00273	CID5789	C10H14N2O5	242.09027	IQFYYKKMVGJFEH-XLPZGREQSA-N	InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m0/s1	M241T136	241.083530176629	135.714992317139	[298][M]-	[M+Cl+HCOOH]- 160.107	41	55	@M125.0358T136.33|+(C5H8O3)|@M242.0869T135.63|-13C|@M285.0734T135.94|-(CO2)|@M302.1T135.78|-(NH3)-(CO2)
M125.1085T582.83	hilic										NA			M125T583	125.108531525582	582.831652138584			731	56	@M167.1192T582.76|-(C2H2O)|@M187.1091T582.68|-(H2O)-(CO2)|@M188.1125T582.97|-Na-CH3CN|@M263.1618T582.83|-(C4H10O5)
M167.1192T582.76	hilic										NA			M167T583	167.119225214714	582.761031951562		[M-H-C6H10O5]- 330.17	21	56	@M125.1085T582.83|+(C2H2O)|@M263.1618T582.83|-(C2H6O3)-(H2O)
M188.1125T582.97	hilic										NA			M188T583	188.112518545138	582.970992172844	[196][M+1]-		21	56	@M125.1085T582.83|+Na+CH3CN|@M187.1091T582.68|+13C
M307.1518T582.4	hilic										NA			M307T582	307.151804487257	582.402686566123	[422][M]-	[M-H]- 308.159	21	56	@M187.1091T582.68|+(C4H8O4)|@M263.1618T582.83|+(CO2)|@M308.1551T582.38|-13C
M125.9505T158.9	hilic										NA			M126T159	125.950470423838	158.898475812045		[M-H-CO2]- 170.953	16	57	@M241.9962T162.42|-(C5H8O3)|@M257.9914T160.39|-(C5H8O4)
M212.0027T153.15	hilic	Indoxyl sulfate	CHEBI:43355		Amino acid metabolism	Tryptophan metabolism	Indole	HMDB00682	CID10258	C8H7NO4S	213.00958	BXFFHSIDQOFMLE-UHFFFAOYSA-N	InChI=1S/C8H7NO4S/c10-14(11,12)13-8-5-9-7-4-2-1-3-6(7)8/h1-5,9H,(H,10,11,12)	M212T153	212.002679656446	153.145333346897	[247][M]-	[M-H]- 213.011	16	57	@M213.006T153.05|-13C|@M213.9985T153.07|-34S|-41K|-37Cl|@M215.0019T153.18|-13C-37Cl|-13C-34S|@M274.0035T153.13|-(H2O)-(CO2)|@M291.9599T153.22|-(SO3)
M240.993T161.66	hilic										NA			M241T162	240.992985372147	161.662748663577	[296][M]-		1493	57	@M241.9962T162.42|-13C|@M242.9886T163.66|-34S|-41K|-37Cl|@M257.9914T160.39|-(OH.)
M241.9962T162.42	hilic										NA			M242T162	241.996192932579	162.424387603083	[296][M+1]-		1493	57	@M125.9505T158.9|+(C5H8O3)|@M240.993T161.66|+13C|@M242.9886T163.66|-15N
M242.9886T163.66	hilic										NA			M243T164	242.988644821114	163.657140085513	[296][M+2]-		1496	57	@M240.993T161.66|+34S|+41K|+37Cl|@M241.9962T162.42|+15N
M256.988T158.58	hilic										NA			M257T159	256.987978247921	158.580465631853		[M-H]- 257.991	16	57	@M257.9914T160.39|-13C|@M291.9599T153.22|-Cl|-(Cl.)
M257.9914T160.39	hilic										NA			M258T160	257.991441189127	160.386327272695			1514	57	@M125.9505T158.9|+(C5H8O4)|@M240.993T161.66|+(OH.)|@M256.988T158.58|+13C
M424.0049T153.57	hilic										NA			M424T154	424.004873283644	153.567824530898		[M-H]- 425.011	16	57	@M291.9599T153.22|+(C5H8O4)|@M425.0131T153.21|-13C|@M427.0084T153.28|-13C-37Cl|-13C-18O|-13C-34S
M425.0131T153.21	hilic										NA			M425T153	425.013056450898	153.208376566552	[564][M]-	[2M-H]- 213.011	16	57	@M213.006T153.05|+(C5H9O7P)|@M424.0049T153.57|+13C|@M427.0084T153.28|-34S|-41K|-37Cl|@M442.0394T152.65|-(NH3)|-NH3|@M470.0708T152.58|-(C2H7N)
M427.0084T153.28	hilic										NA			M427T153	427.008410108125	153.278657053281	[564][M+2]-		16	57	@M215.0019T153.18|+(C5H9O7P)|@M424.0049T153.57|+13C+37Cl|+13C+18O|+13C+34S|@M425.0131T153.21|+34S|+41K|+37Cl|@M472.0659T152.57|-(C2H7N)
M442.0394T152.65	hilic										NA			M442T153	442.039437870489	152.653429320655		[M-H-C2H4]- 471.083	16	57	@M425.0131T153.21|+(NH3)|+NH3|@M470.0708T152.58|-(C2H4)|@M471.0744T152.56|-(C2H5.)
M470.0708T152.58	hilic										NA			M470T153	470.070794797994	152.577595697916	[586][M]-	[M-H]- 471.083	16	57	@M425.0131T153.21|+(C2H7N)|@M442.0394T152.65|+(C2H4)|@M471.0744T152.56|-13C|@M472.0659T152.57|-34S|-41K|-37Cl|@M498.1019T152.83|-(C2H4)
M471.0744T152.56	hilic										NA			M471T153	471.074388470565	152.563892351944	[586][M+1]-		16	57	@M442.0394T152.65|+(C2H5.)|@M470.0708T152.58|+13C|@M498.1019T152.83|-(C2H3.)
M472.0659T152.57	hilic										NA			M472T153	472.065857261424	152.569627861272	[586][M+2]-		16	57	@M427.0084T153.28|+(C2H7N)|@M470.0708T152.58|+34S|+41K|+37Cl
M498.1019T152.83	hilic										NA			M498T153	498.101939181209	152.831590367618	[598][M+2]-		16	57	@M470.0708T152.58|+(C2H4)|@M471.0744T152.56|+(C2H3.)
M126.9051T234.88	hilic										NA			M127T235	126.905118448654	234.883367227501			8	58	@M188.9056T235.82|-(H2O)-(CO2)
M126.9531T158.62	hilic										NA			M127T159	126.953108653682	158.617481424495		[M+Cl]- 91.9899	16	59	@M128.9489T158.82|-34S|-41K|-37Cl|@M355.0284T162.66|-(C9H12O5N2)
M145.062T474.7	hilic	L-Glutamine;Glutamine	CHEBI:18050	C00064	Amino acid metabolism|Energy metabolism|Nucleotide metabolism	Aginine biosynthesis|Alanine, Aspartate and Glutamate|Nitrogen metabolism|Purine metabolism|Pyrimidine metabolism	Glutamate|Nitrogen|Inosine and Xanthine|Uridine	HMDB00641	CID5961	C5H10N2O3	146.06914	ZDXPYRJPNDTMRX-VKHMYHEASA-N	InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1	M145T475	145.062017178738	474.701659518693	[109][M]-		3	60	@M127.0515T474.95|+(H2O)|@M146.0654T474.78|-13C|@M147.0663T474.88|-18O|-13C2
M128.0355T287.94	hilic	L-Pyroglutamic acid;L-5-Oxoproline;5-Oxo-L-proline|D-Pyroglutamic acid;5-oxo-D-proline	CHEBI:18183|CHEBI:16924	C01879|C02237	Metabolism of other amino acids	D-Glutamine and D-glutamate metabolism|Glutathione metabolism	D-Glutamate|L-Cysteine	HMDB00267	CID7405|CID439685	C5H7NO3	129.0426	ODHCTXKNWHHXJC-VKHMYHEASA-N|ODHCTXKNWHHXJC-GSVOUGTGSA-N	InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1|InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m1/s1	M128T288	128.03554675315	287.935600837441	[75][M]-	[M-H]- 129.043	13	61	@M129.0388T288.04|-13C|@M130.0396T287.98_1|-18O|-13C2
M128.9925T717.37	hilic										NA			M129T717	128.992473727478	717.370797239808			838	62	@M243.9927T723.2|-(H3PO4)-(NH3)
M129.056T96.63	hilic	4-Methyl-2-oxovaleric acid;Ketoleucine;4-methyl-2-oxopentanoic acid|2-Oxohexanoic acid;α-Ketocaproic acid;2-Ketocaproic acid;2-Ketohexanoic acid|3-Methyl-2-oxovaleric acid|(±)-Mevalonolactone;Mevalonolactone	CHEBI:48430|CHEBI:17308|CHEBI:35932	C00233|C00902|C03465	Amino acid metabolism	Valine, Leucine and Isoleucine biosynthesis|Valine, Leucine and Isoleucine degradation	Leucine|Others	HMDB00695|HMDB01864|HMDB00491|HMDB06024	CID70|CID159664|CID47|CID10428	C6H10O3	130.063	BKAJNAXTPSGJCU-UHFFFAOYSA-N|XNIHZNNZJHYHLC-UHFFFAOYSA-N|JVQYSWDUAOAHFM-UHFFFAOYSA-N|JYVXNLLUYHCIIH-UHFFFAOYSA-N	InChI=1S/C6H10O3/c1-4(2)3-5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)|InChI=1S/C6H10O3/c1-2-3-4-5(7)6(8)9/h2-4H2,1H3,(H,8,9)|InChI=1S/C6H10O3/c1-3-4(2)5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)|InChI=1S/C6H10O3/c1-6(8)2-3-9-5(7)4-6/h8H,2-4H2,1H3	M129T97	129.055985112922	96.6284309366365	[80][M]-		31	63	@M130.0592T96.67|-13C
M130.0003T648.61	hilic										NA			M130T649	130.000254750715	648.612184164501	[81][M]2-	[M-H+Cl]2- 226.038 [M-2H]2- 262.015	1272	64	@M130.5019T648.98|-13Cdb
M130.0623T477.22	hilic	Creatine	CHEBI:16919	C00300	Amino acid metabolism	Aginine and Proline metabolism|Glycine, Serine and Threonine	Arginine|Glycine	HMDB00064	CID586	C4H9N3O2	131.06948	CVSVTCORWBXHQV-UHFFFAOYSA-N	InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)	M130T477	130.06234520581	477.218178846047		[M-2H]2- 262.142	3	65	@M131.0657T477.39_2|-13C
M131.0463T476.95_1	hilic	L-Asparagine;Asparagine|N-Carbamoyl-β-alanine;3-Ureidopropionic acid;3-Ureidopropanoic acid	CHEBI:17196|CHEBI:18261	C00152|C02642	Amino acid metabolism|Metabolism of cofactors and vitamins|Metabolism of other amino acids|Nucleotide metabolism	Alanine, Aspartate and Glutamate|Pantothenate and CoA biosynthesis|beta-Alanine metabolism|Pyrimidine metabolism	Aspartate|beta-Alanine|Uracil	HMDB00168|HMDB00026	CID6267|CID111	C4H8N2O3	132.0535	DCXYFEDJOCDNAF-REOHCLBHSA-N|JSJWCHRYRHKBBW-UHFFFAOYSA-N	InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)/t2-/m0/s1|InChI=1S/C4H8N2O3/c5-4(9)6-2-1-3(7)8/h1-2H2,(H,7,8)(H3,5,6,9)	M131T477_1	131.046327442666	476.954430029798		[M-H]- 132.045	3	66	@M311.1103T476.93_1|-(C6H10O5)-(H2O)
M312.1136T476.91_1	hilic										NA			M312T477_1	312.113622354033	476.910028407189			3	66	@M311.1103T476.93_1|+13C
M174.0886T496.23	hilic	L-Citrulline;Citrulline	CHEBI:16349	C00327	Amino acid metabolism	Aginine biosynthesis	Urea cylcle	HMDB00904	CID9750	C6H13N3O3	175.09569	RHGKLRLOHDJJDR-BYPYZUCNSA-N	InChI=1S/C6H13N3O3/c7-4(5(10)11)2-1-3-9-6(8)12/h4H,1-3,7H2,(H,10,11)(H3,8,9,12)/t4-/m0/s1	M174T496	174.088638899894	496.228828092342	[167][M]-	[M-H]- 175.095	3	67	@M131.0824T492.36|+(NHCO)|@M175.092T496.27|-13C|@M176.093T496.29|-18O|-13C2
M131.999T423.04	hilic										NA			M132T423	131.999023710128	423.03919450675			38	68	@M133.996T422.88|-34S|-41K|-37Cl
M178.0513T134.21	hilic	3-succinoylpyridine;4-oxo-4-(pyridin-3-yl)butyric acid	CHEBI:66951	C019569				HMDB00992	CID437	C9H9NO3	179.05824	JGSUNMCABQUBOY-UHFFFAOYSA-N	InChI=1S/C9H9NO3/c11-8(3-4-9(12)13)7-2-1-5-10-6-7/h1-2,5-6H,3-4H2,(H,12,13)	M178T134	178.051299098703	134.207022996773	[174][M]-		41	69	@M134.0614T134.19|+(CO2)
M135.0301T440.51	hilic	L-Threonic acid	CHEBI:15908	C01620	Carbohydrate metabolism	Ascorbate and Aldarate metabolism	Others	HMDB00943	CID5460407	C4H8O5	136.03717	JPIJQSOTBSSVTP-STHAYSLISA-N	InChI=1S/C4H8O5/c5-1-2(6)3(7)4(8)9/h2-3,5-7H,1H2,(H,8,9)/t2-,3+/m0/s1	M135T441	135.030093763361	440.509038885989	[90][M]-		9	70	@M136.0333T440.54|-13C
