variableMetadata	set	gene	chromato	name	chebi_id	annot_level	annot_confidence	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
M996.6142T14.7	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M997T881	996.614242717859	880.709853185718	[649][M+1]-		11	NA		-0.283161593438322	0.919153722729841	0	-0.677579266302644	0.0104412310954126	1			0
M479.2878T14.6	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M479T877	479.287756779392	876.537586874682	[277][M+3]-		52	NA		-0.276181022239086	0.919153722729841	0	-0.707414693997755	0.0044011116552437	1			0
M628.928T0.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M629T53	628.928038375194	53.1395066192704			33	NA		-0.268835292076922	0.919153722729841	0	0.442139246629138	0.106249739188382	0			0
M282.242T18.2	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M282T1090	282.242044878913	1090.33666063866	[135][M+3]-		625	NA		-0.260292895753725	0.919153722729841	0	0.121167420227726	0.697179517806703	0			0
M304.2366T18.2	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M304T1091	304.236603676652	1091.05606997489	[160][M+1]-		628	NA		-0.256461535609164	0.919153722729841	0	0.716261669802812	0.0102268802152383	1			0
M545.2691T14.6	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M545T876	545.269118999351	876.234087161112	[344][M+1]-		52	NA		-0.255436434797517	0.919153722729841	0	-0.616230921876351	0.00777106953166921	1			0
M977.5651T14.6	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M978T877	977.565068035464	877.412006096466	[637][M]-		999	148	@M978.5677T14.6|-13C	-0.254546842221615	0.919153722729841	0	-1.16905036591953	4.41527699419625e-06	1			0
M223.9179T8.4	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M224T502	223.917937604193	502.3663322279		[M+Cl]- 188.949	136	NA		0.253500640850072	0.919153722729841	0	-0.0845254109629092	0.784302378612868	0			0
M397.236T18.4	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M397T1103	397.235995211283	1102.57050331877		[M+Cl+NaCOOH]- 294.279 [M-H+NaCOOH]- 330.256	57	NA		-0.249762915768482	0.919153722729841	0	0.212666485529285	0.407983803805909	0			0
M220.0324T1	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M220T59	220.032369683639	58.5287848650865			105	NA		0.247309710191628	0.919153722729841	0	-0.281379251125076	0.261663583441853	0			0
M531.3186T14.7	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M531T883	531.318647796607	883.255522550598	[327][M+1]-		492	NA		0.243841408402584	0.919153722729841	0	0.383054801787006	0.0703863170957525	0			0
M1001.5643T14.6	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M1002T877	1001.56430337406	877.467640263114	[656][M]-		993	149	@M1002.5677T14.6|-13C	-0.242608899035014	0.919153722729841	0	-0.892978459520199	3.86865745940968e-05	1			0
M307.2643T19.2	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M307T1153	307.264307415714	1152.71506973939	[168][M]-		779	NA		-0.240158292452309	0.919153722729841	0	0.0138491852512956	0.948267740999881	0			0
M264.1582T11.5	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M264T692	264.158242302578	691.86074195763			10	NA		0.239423065916405	0.919153722729841	0	-0.110948087537944	0.71043647788263	0			0
M315.233T17.7	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M315T1064	315.23297149475	1064.18093371581			786	NA		-0.23228765397659	0.919153722729841	0	0.13979010251926	0.607933123748199	0			0
M352.0279T0.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M352T53	352.02787043982	53.1257079147169			846	NA		-0.229262131487403	0.919153722729841	0	0.0106777741146722	0.959570919969984	0			0
M126.1004T9.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M126T595	126.100447076997	595.462267090996	[26][M+1]-		1548	NA		0.228183319451501	0.919153722729841	0	0.128644888805754	0.629993899834109	0			0
M511.3495T16.8	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M511T1009	511.349540973067	1009.30147935524	[305][M+3]-		19	NA		0.228094583220559	0.919153722729841	0	0.399667989136706	0.0838494314742994	0			0
M476.2783T14.4	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M476T864	476.278306888413	864.131328566982	[278][M]-		1904	86	@M477.2819T14.4|-13C	-0.228063339273858	0.919153722729841	0	-0.866368617269117	3.1865600916029e-05	1			0
M269.2484T19.5	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M269T1170	269.248443373005	1169.9496075832			1899	NA		-0.225186429830583	0.919153722729841	0	0.473397364921045	0.0355478446825264	1			0
M294.0694T0.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M294T53	294.069376617487	53.2445858082778	[141][M+2]-		33	NA		-0.217833344671028	0.919153722729841	0	0.0698393492192864	0.800418329141366	0			0
M892.3343T0.8_2	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M892T47_2	892.334325854798	47.0790383046635	[597][M+1]2-		18	NA		-0.216445209810555	0.919153722729841	0	-0.326142203548894	0.0890733474565639	0			0
M568.9967T0.8	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M569T47	568.996650440222	47.2688382348029		[M+Cl+NH3]- 516.991	18	NA		0.208458122510505	0.919153722729841	0	0.294276345507617	0.102133303658666	0			0
M305.2487T18.7	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M305T1122	305.248683991498	1122.15089969026	[165][M]-		1110	62	@M306.2522T18.7|-13C	-0.205052793289212	0.919153722729841	0	0.621112392918405	0.0044011116552437	1			0
M281.9562T1	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M282T58	281.956204698157	57.693807358275			1525	NA		0.204231737815073	0.919153722729841	0	-0.0997523554781914	0.642699548450273	0			0
M525.339T15.7	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M525T939	525.33903493638	939.37582074666			164	NA		0.203454182747924	0.919153722729841	0	-0.00757893319204506	0.959570919969984	0			0
M495.3286T16	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M495T959	495.328643551973	959.20053393267	[291][M+1]-		184	NA		-0.20318991358204	0.919153722729841	0	0.219684660555727	0.263133282301056	0			0
M272.0073T0.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M272T52	272.007271905981	52.2267198316963		[M-H+NH3]- 255.991 [M-H+NH3]- 255.991	33	NA		-0.20310357745338	0.919153722729841	0	-0.379507196904877	0.045070141598255	1			0
M663.2661T14.7	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M663T884	663.266149198524	884.04605386515	[451][M+3]-		172	NA		0.200775843628415	0.919153722729841	0	0.327867154322167	0.0975484965679897	0			0
M124.8913T1.2_1	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M125T71_1	124.891337779607	71.474171318793			8	NA		-0.199668412052596	0.919153722729841	0	-0.0237092672694867	0.960413877088516	0			0
M305.2486T18.5	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M305T1108	305.248618101065	1108.04032743686	[166][M]-		516	NA		-0.197227806691979	0.919153722729841	0	0.0187589361722296	0.936215338342381	0			0
M922.8179T0.8	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M923T46	922.817905140527	46.456880077421			1828	NA		0.19488002135226	0.919153722729841	0	-0.362677152972012	0.096664062231888	0			0
M280.1639T13.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M280T833	280.163860277915	832.99015684533	[134][M+1]-		1233	NA		0.194717537036089	0.919153722729841	0	-0.157340380857176	0.436580231145739	0			0
M295.955T0.8	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M296T46	295.955033625548	46.1764255798992		[M-H]- 296.962	139	NA		-0.19305647261956	0.919153722729841	0	-0.00613544694871493	0.99851906120411	0			0
M131.0906T1.2	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M131T72	131.090634083344	71.8660506105186	[30][M+1]-		8	NA		-0.191909870550266	0.919153722729841	0	0.207716251035627	0.345804044757941	0			0
M614.3463T15	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M614T900	614.346262573106	900.183623346588	[416][M]-		170	129	@M615.3496T15|-13C|@M616.3523T15|-18O|-13C2	0.190816301038742	0.919153722729841	0	-0.917237686776991	3.33536561448744e-05	1			0
M175.9413T1.2	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M176T72	175.941252541641	72.0772373562738		[M-H]- 176.949	8	NA		0.190260214986015	0.919153722729841	0	-0.169307046111273	0.35104473024072	0			0
M570.0857T16.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M570T1011	570.08569490059	1011.2516846488			1818	NA		0.189585533741623	0.919153722729841	0	0.29444752085576	0.0860340955240604	0			0
M554.3462T15.5	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M554T932	554.346213164425	932.207187047292		[M-H-C3H2O3]- 641.365	176	NA		0.183468664461095	0.919153722729841	0	-0.16762790606194	0.435932564318692	0			0
M598.2455T14.5	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M598T871	598.245461722732	870.944627193474		[M-H-C3H2O3]- 685.265	36	NA		-0.182590459590681	0.919153722729841	0	-0.0525696653874714	0.859587762135331	0			0
M131.0826T0.8	metabolomics_plasma_c18acqui_neg	MX2	c18acqui	L-ornithine	CHEBI:15729	2	a,b	M131T46	131.082552909602	45.9833265041919			139	NA		0.182217689187	0.919153722729841	0	0.0575525023628938	0.82975197115849	0			0
M885.3922T0.8_2	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M885T48_2	885.392246673434	47.596576065092	[593][M+1]2-		18	NA		-0.181897374279764	0.919153722729841	0	0.299394780647107	0.136684100937813	0			0
M636.9841T0.8	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M637T47	636.984077211755	47.3229102632177		[M-H-CH4]- 654.02	18	NA		0.180856475377718	0.919153722729841	0	0.305643655190861	0.0962863220715931	0			0
M235.9261T9.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M236T596	235.926139461534	595.626974962961			107	NA		-0.179066029203138	0.919153722729841	0	-0.0513480859780291	0.836810906989532	0			0
M261.851T9.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M262T597	261.850958995674	596.508715211028		[M-2H+K]- 224.902	107	NA		-0.178736840658297	0.919153722729841	0	-0.0458801772166542	0.889111916390516	0			0
M728.248T14.8	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M728T885	728.248008155895	885.284344285494			1956	NA		0.178026826716385	0.919153722729841	0	0.339075459635003	0.0332350234417172	1			0
M502.294T15.1	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M502T906	502.293959555502	906.437151122568	[298][M]-		1189	98	@M503.2972T15.1|-13C	-0.176820583845702	0.919153722729841	0	-0.900666758355857	4.59867011877781e-07	1			0
M101.0607T7.5	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M101T452	101.060708177763	452.138578356294			32	NA		0.174116301382117	0.919153722729841	0	0.174282653458002	0.359997102469542	0			0
M582.4587T18.2_2	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M582T1090_2	582.458681453113	1090.32483131228	[377][M+1]-		642	NA		-0.173826629125799	0.919153722729841	0	-0.0468976181744498	0.870795571260107	0			0
M296.9516T0.8	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M297T46	296.95160055936	46.1131670470121		[M+Cl]- 261.974	139	NA		-0.172047042346675	0.919153722729841	0	-0.0466774412691073	0.859587762135331	0			0
M451.1635T18	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M451T1079	451.163474379413	1079.34159413135			548	NA		-0.171131532362946	0.919153722729841	0	-0.1569709925925	0.441089000010789	0			0
M688.2562T14.7	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M688T884	688.256152511118	883.931758112232	[475][M]-	[M-H-CH2]- 703.284	172	NA		0.170749214336229	0.919153722729841	0	0.483812727014888	0.00285692783187229	1			0
M945.3115T0.8_2	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M945T48_2	945.311538934003	48.2236227640905		[M+Cl+NaCOOH]- 842.355 [M-H+NaCOOH]- 878.331 [M-H]- 946.322 [M-H-H20]- 964.336	18	NA		0.169834791236095	0.919153722729841	0	-0.461474923057326	0.0101889706346671	1			0
M500.2782T14.5	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M500T868	500.278241409383	867.865365963132	[297][M]-		905	97	@M501.2817T14.5|-13C	-0.16869365884466	0.919153722729841	0	-0.468013792139125	0.001285184160374	1			0
M449.8676T0.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M450T53	449.867628988064	53.4134648615185			33	NA		-0.168337569126445	0.919153722729841	0	0.193610458114406	0.28408714308211	0			0
M466.294T14.5	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M466T871	466.294029956049	870.879081525822	[272][M]-	[M-H]- 467.301	36	NA		-0.168173789833668	0.919153722729841	0	-0.156398138610394	0.401265117866077	0			0
M635.3367T15.4	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M635T922	635.336692668795	921.865869255162	[428][M+1]-		62	NA		0.166833536638112	0.919153722729841	0	-0.261440933427133	0.126978059957087	0			0
M974.1608T0.8	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M974T48	974.160802049823	48.2165372119505		[M-H-CO]- 1003.16	18	NA		-0.163836964836733	0.919153722729841	0	0.131145259600752	0.484766328268593	0			0
M455.0523T0.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M455T53	455.052333274978	53.2770631226746			33	NA		-0.163413270399284	0.919153722729841	0	0.258650164523647	0.096664062231888	0			0
M175.0914T0.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M175T55	175.091416295195	54.8949685480141	[57][M+1]-		1523	NA		0.163044039003003	0.919153722729841	0	0.159894147005648	0.363930179880162	0			0
M187.0976T9.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui	Azelaic acid	CHEBI:48131	2	a,b	M187T596	187.097587203114	595.550688226469	[70][M]-	[M-H]- 188.106	107	36	@M188.101T9.9|-13C	0.161533591110285	0.919153722729841	0	0.109770025025796	0.556537988987878	0			0
M131.0826T0.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui	L-Ornithine	CHEBI:15729	2	a,b	M131T55	131.082554295268	54.6444154280761	[32][M]-		105	NA		0.160611392713999	0.919153722729841	0	0.170894910806908	0.273168717483314	0			0
M229.1446T10.9_1	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M229T653_1	229.144619955248	653.131816347714	[98][M+1]-		158	NA		-0.160425797551008	0.919153722729841	0	-0.0537936534223729	0.823859386905057	0			0
M953.8798T0.8	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M954T48	953.879783190748	48.1447851435486			18	NA		0.160176111068981	0.919153722729841	0	0.230018985157633	0.151635513244891	0			0
M128.9595T0.8	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M129T49	128.959470390095	49.2700092097726			18	NA		0.160042568479998	0.919153722729841	0	-0.288214524814396	0.100333333011921	0			0
M162.9779T1	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M163T61	162.977932444906	60.847114789953			141	NA		0.160020239072097	0.919153722729841	0	-0.221057600634472	0.211949497998646	0			0
M979.4861T0.8_4	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M979T48_4	979.486121063794	48.2359104661026			18	NA		0.159300319535701	0.919153722729841	0	-0.12664533891579	0.497232372510176	0			0
M921.3512T0.8_2	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M921T48_2	921.35124111483	48.1558541285008		[M-H]- 922.357	18	NA		-0.155596488108978	0.919153722729841	0	0.0819642693898679	0.607933123748199	0			0
M307.0338T1.2	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M307T72	307.033825354605	71.6107451207034			8	NA		-0.154942881391964	0.919153722729841	0	-0.0359954042598538	0.902583540353679	0			0
M231.9674T10.2	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M232T614	231.967359705831	613.96374701736			1720	NA		-0.154487708835193	0.919153722729841	0	-0.0607719040578214	0.755473276001071	0			0
M684.2611T14.5	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M684T871	684.261142619654	870.548848465158		[M-H]- 685.265 [M-H-CO]- 713.267	36	NA		0.153804572706841	0.919153722729841	0	0.0663556713216664	0.778355796013966	0			0
M211.0974T13	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M211T781	211.097435507157	780.752427123582			1915	NA		0.152406082518324	0.919153722729841	0	-0.41084435638609	0.0114372628031385	1			0
M228.1605T10.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M228T653	228.160496337453	653.03943455733	[98][M]-		158	NA		-0.150912660486425	0.919153722729841	0	-0.0102672405359048	0.988348154103175	0			0
M103.9201T8.4	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M104T502	103.920095307608	501.977579730001			1808	NA		0.149963581243572	0.919153722729841	0	-0.0100854424128656	0.949595432012292	0			0
M979.8663T0.8_2	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M980T48_2	979.866251356971	47.6842092232698		[M-H+NaCOOH]- 912.882	18	NA		0.149494126510643	0.919153722729841	0	0.101483111901977	0.527037354101712	0			0
M1002.4829T0.8_2	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M1002T48_2	1002.48289193686	48.1160986892161			18	NA		-0.149477386106167	0.919153722729841	0	-0.176547624053056	0.230073144508369	0			0
M343.8999T0.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M344T54	343.899904701266	53.635439187613			845	NA		0.149133080607738	0.919153722729841	0	-0.462971178397888	0.00820204866260704	1			0
M569.2709T15.6_2	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M569T936_2	569.270876018616	935.958771936762	[368][M+1]-		17	NA		0.147516127826721	0.919153722729841	0	-0.229547633250199	0.0895269872581119	0			0
M357.1606T18.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M357T1132	357.160623071768	1132.33691739115	[224][M+2]-		432	NA		0.146924184224176	0.919153722729841	0	-0.0375116154539867	0.841459495797509	0			0
M171.9467T9.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M172T594	171.946712078637	594.300150233595			1555	NA		0.146516824188657	0.919153722729841	0	-0.194042862355721	0.202566486074494	0			0
M526.315T14.5	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M526T871	526.31504073731	870.753047342034	[319][M]-	[M-H-C3H2O3]- 613.334	36	NA		-0.145825802822355	0.919153722729841	0	-0.126080736324978	0.407983803805909	0			0
M669.2008T14.6	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M669T876	669.200754287668	875.674171979778		[M+Cl+HCOOH]- 588.227 [M+Cl+NH3]- 617.203 [M-H+HCOOH]- 624.203	52	NA		0.145513506162636	0.919153722729841	0	-0.521932486152741	0.0023358865881059	1			0
M569.7198T16.8_4	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M570T1010_4	569.719779268313	1010.03541025915			19	NA		0.14352359282223	0.919153722729841	0	0.286034944204335	0.0205993780535682	1			0
M753.2408T15.3	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M753T917	753.240789119865	916.948000106916			1982	NA		-0.141074190584234	0.919153722729841	0	-0.154797440352304	0.238174708571673	0			0
M527.3184T14.5	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M527T871	527.31843994814	870.755772123342	[319][M+1]-		36	NA		-0.140344634358931	0.919153722729841	0	-0.156582373451716	0.305103918566821	0			0
M498.9304T18	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M499T1079	498.930361651295	1079.47465741219			549	NA		0.139136872454294	0.919153722729841	0	0.0664225309505184	0.735677577356889	0			0
M177.8447T0.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M178T54	177.844694007013	53.563830211449			33	NA		-0.13842309813622	0.919153722729841	0	-0.125133368360366	0.43565748306821	0			0
M656.3571T14.7	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M656T880	656.357052680486	879.61135526634	[447][M]-		717	NA		0.137122825768051	0.919153722729841	0	0.0949167931074815	0.564309246951161	0			0
M952.8788T0.8_1	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M953T48_1	952.878791387432	47.6260066288744			18	NA		0.13671609927415	0.919153722729841	0	0.340304029376108	0.00801075705797991	1			0
M877.3241T0.8_3	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M877T48_3	877.324096454948	48.2395949445535		[M+Cl]- 842.355 [M-H]- 878.331 [M-H-C3H2O3]- 964.336	18	NA		0.135679786283633	0.919153722729841	0	-0.450961050204965	0.00380362444921103	1			0
M348.921T0.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M349T53	348.9210091232	53.3673674887652		[2M-H+Cl]2- 331.953 [M-H-CO2]- 393.913	33	NA		0.135537262001458	0.919153722729841	0	-0.109348396651477	0.431739893953503	0			0
M180.9729T14.2	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M181T855	180.972864346887	854.643747485862			1179	NA		0.135000073295741	0.919153722729841	0	-0.551692331475254	0.000568845030170299	1			0
M632.3182T14.5	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M632T869	632.318204538151	869.382975738522	[424][M]-	[M+Cl]- 597.349 [M-H]- 633.325	36	NA		-0.134657715279969	0.919153722729841	0	-0.21912286235597	0.0818151470763829	0			0
M945.8905T0.8_2	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M946T48_2	945.890538208925	48.0432528521772			669	NA		0.134548693813636	0.919153722729841	0	-0.00355450194111384	0.969799614298118	0			0
M570.0392T16.8_7	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M570T1010_7	570.039187999638	1009.60665055255			682	NA		0.130801808924412	0.919153722729841	0	0.351131856823184	0.00125004671082031	1			0
M637.2634T14.5	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M637T869	637.263438315925	869.381373339936	[430][M+1]-		36	NA		-0.129048742136876	0.919153722729841	0	-0.222816884640588	0.0679305924024873	0			0
M988.8362T0.8_1	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M989T48_1	988.836163275696	48.1627328127596		[M-H+NaCOOH]- 921.857	18	NA		-0.128818926763195	0.919153722729841	0	0.012699186938411	0.935339113965273	0			0
M708.8984T0.8	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M709T48	708.898411491335	48.2187276367309			18	NA		-0.128243244695838	0.919153722729841	0	-0.00756358865430506	0.992047461730777	0			0
M640.9112T0.8	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M641T48	640.911207303067	48.2209180615112		[M-H-C5H8O4]- 773.958	18	NA		-0.127398203220954	0.919153722729841	0	-0.0848037193156319	0.530505860199379	0			0
M713.1877T15	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M713T898	713.187721069031	897.604870998126	[487][M+1]-		26	NA		0.125962855832048	0.919153722729841	0	-0.09400916913334	0.508539246417398	0			0
M766.5603T15.2	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M767T913	766.56025072948	912.621572496918	[513][M]-	[M+Cl]- 731.586 [M-H]- 767.564	9	NA		-0.125708955407248	0.919153722729841	0	-0.153116549894049	0.225846043431493	0			0
M742.2181T16.8	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M742T1009	742.218084318292	1009.24778388541		[M-2H+K]- 705.255	19	NA		-0.125468267002667	0.919153722729841	0	0.0359224782034335	0.804264089218869	0			0
M530.3023T15	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M530T897	530.30231888308	897.288116559372	[326][M]-	[M+Cl]- 495.333	26	NA		0.124253166640047	0.919153722729841	0	-0.125564398088896	0.283681960729911	0			0
M964.3334T0.8_2	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M964T48_2	964.333367414686	48.2165372119505		[M+Cl+NH3]- 912.328	18	NA		-0.122496644040446	0.919153722729841	0	0.213098156581937	0.106733297187403	0			0
M635.27T14.7	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M635T882	635.270019038857	882.267144938862	[426][M+1]-		11	NA		-0.122132306290702	0.919153722729841	0	-0.0746021181007173	0.629993899834109	0			0
M836.3447T0.8_2	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M836T48_2	836.344739974727	48.181577217809	[568][M+1]2-		18	NA		0.121528196940302	0.919153722729841	0	-0.141258067898313	0.286194708365695	0			0
M756.2492T15	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M756T898	756.249212715689	897.919964257368		[M+Cl+NaCOOH]- 653.29	26	NA		0.120203211164936	0.919153722729841	0	-0.0772256170795966	0.564309246951161	0			0
M712.2612T14.5	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M712T869	712.261234837971	869.45392560867		[M-H]- 713.267	36	NA		-0.119906155153942	0.919153722729841	0	-0.262997799130734	0.0168681863702135	1			0
M168.8575T0.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M169T54	168.857547361126	53.9456737546079			33	NA		0.119866792452262	0.919153722729841	0	-0.21944214165474	0.0833406265303797	0			0
M378.7785T10.8	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M379T650	378.778509116856	650.200331000028			1358	NA		-0.11908902591674	0.919153722729841	0	-0.0993476427934272	0.461874224473997	0			0
M231.9675T10.8	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M232T650	231.967472500378	649.81736134611			1373	NA		-0.118790226442769	0.919153722729841	0	-0.204142810367607	0.0939263156577401	0			0
M528.3096T15.6	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M528T938	528.309564521493	938.135115907692	[321][M]-		1933	NA		0.115737818748213	0.919153722729841	0	-0.561181488603696	8.15382235024039e-05	1			0
M738.2016T15.4	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M738T922	738.201570075994	921.912473277468			62	NA		0.113995241202835	0.919153722729841	0	-0.255947213699994	0.0420927268089924	1			0
M116.9284T9.6	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			NA		M117T578	116.928424470845	578.454376578938			1617	NA		0.113851517868454	0.919153722729841	0	0.0163828526349441	0.948267740999881	0			0
M566.6581T15.6_2	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M567T936_2	566.658069681692	936.34978287114	[366][M]2-		17	NA		0.113790441809101	0.919153722729841	0	-0.230861713455198	0.034289725564855	1			0
M979.3872T0.8_3	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M979T48_3	979.387193550556	47.7354237096001	[640][M+1]2-		18	NA		-0.112026034245055	0.919153722729841	0	0.649578215334836	4.89737380972894e-06	1			0
M342.7335T0.9	metabolomics_plasma_c18acqui_neg	MX2	c18acqui			4		M343T52	342.733514822579	52.2262775774227		[2M+Cl]- 153.889	33	NA		0.111830675343773	0.919153722729841	0	-0.450702169307283	0.000609874841839394	1			0
