variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M129.867T0.9	c18acqui			NA		M130T53	129.867037451741	52.5318327316649		[M-H-C5H8O4]- 262.914	33	NA	
M129.9758T7.5	c18acqui			NA		M130T452	129.975771047656	452.348119374378			839	NA	
M130.0227T1.2	c18acqui			NA		M130T71	130.022723331967	71.4048049943166	[28][M+1]-		8	NA	
M130.0591T8.4	c18acqui			NA		M130T501	130.059114423586	501.154271275022	[29][M+1]-		136	NA	
M130.0873T8.9	c18acqui			NA		M130T532	130.087291154236	531.958630050678			2015	NA	
M130.0873T1.2	c18acqui	peptide		3	a,b	M130T72	130.087321848789	72.06722460279	[30][M]-		8	NA	
M130.0873T2.4	c18acqui			NA		M130T144	130.087330574373	143.583201693491			142	NA	
M130.9986T1.2	c18acqui			4		M131T71	130.998560996491	70.8772083243852			439	NA	
M131.0462T0.9	c18acqui	L-Asparagine	CHEBI:17196	1	a,b,c'*	M131T52	131.046180213407	51.5428715293678			33	NA	
M131.071T10.3	c18acqui			NA		M131T617	131.070963664048	616.644962353908			1705	NA	
M131.0712T7.5	c18acqui			NA		M131T452	131.071235782034	452.100193895004			32	NA	
M131.0713T8.6	c18acqui			4		M131T516	131.071326573557	516.269234456861	[31][M]-		192	NA	
M131.0826T0.8	c18acqui	L-ornithine	CHEBI:15729	2	a,b	M131T46	131.082552909602	45.9833265041919			139	NA	
M131.0826T0.9	c18acqui	L-Ornithine	CHEBI:15729	2	a,b	M131T55	131.082554295268	54.6444154280761	[32][M]-		105	NA	
M131.0906T1.2	c18acqui			NA		M131T72	131.090634083344	71.8660506105186	[30][M+1]-		8	NA	
M131.9847T0.7	c18acqui			NA		M132T43	131.984735107791	43.1173290584546			90	NA	
M132.0301T0.9	c18acqui	L-Aspartic acid	CHEBI:17053	2	a,b	M132T53	132.030136774395	52.6476572738028		[M+Cl]- 97.0659	33	NA	
M132.0748T8.6	c18acqui			NA		M132T516	132.074788234712	516.015134747154	[31][M+1]-		192	NA	
M132.0857T0.9	c18acqui			NA		M132T55	132.085747191467	54.5726445414883	[32][M+1]-		105	NA	
M132.8677T0.9	c18acqui			NA		M133T56	132.867749128356	55.7755657137107		[M-2H+Na]- 111.901	105	NA	
M132.9812T0.7	c18acqui			NA		M133T43	132.981229423802	43.1233539087905		[M-2H+Na]- 111.997	90	NA	
M133.0507T1.2	c18acqui			NA		M133T72	133.050722789009	71.6141422663356		[M-H]- 134.06	8	NA	
M134.8652T0.9	c18acqui			NA		M135T56	134.865234710607	55.6662577304468		[M-H]- 135.869	105	NA	
M134.8945T17.8_1	c18acqui			NA		M135T1066_1	134.894543897235	1066.27796646725			14	NA	
M134.8945T9.9	c18acqui			NA		M135T594	134.894549164193	593.516242601711			1545	NA	
M134.8946T0.9	c18acqui			NA		M135T54	134.894551311345	54.2816039480187			105	NA	
M134.8946T18	c18acqui			NA		M135T1079	134.894582909317	1078.88199143837			534	NA	
M134.8947T1.2	c18acqui			NA		M135T72	134.894654414163	71.7849142735584			8	NA	
M135.0088T9.1	c18acqui			4		M135T547	135.008775274177	547.292860610465			2055	NA	
M135.0298T1	c18acqui			4		M135T57	135.029834720818	57.2391527416033	[33][M]-		105	NA	
M135.1177T17.8_2	c18acqui			NA		M135T1066_2	135.117745479739	1066.43805800381		[M-H-C4H8]- 192.188	14	NA	
M135.8947T0.9	c18acqui			NA		M136T54	135.894674586104	54.2477473291601			105	NA	
M136.0333T1	c18acqui			NA		M136T57	136.03331685698	57.248066905387	[33][M+1]-		105	NA	
M136.8626T0.9	c18acqui			NA		M137T56	136.86263870866	55.6697871728315		[3M-H]- 45.9534	105	NA	
M136.8773T1	c18acqui			NA		M137T58	136.877349686717	57.9361922972999		[M-H]- 137.886	105	NA	
M136.8917T0.9	c18acqui			NA		M137T54	136.89170345263	54.4708009200682		[M-H-COCH2]- 179.912	105	NA	
M136.917T0.9	c18acqui			NA		M137T55	136.917022790845	54.9145856265599			1518	NA	
M137.0243T10.4	c18acqui	2,5-Dihydroxybenzaldehyde	CHEBI:28508	2	a,b	M137T623	137.024341592608	623.330835084756		[M-H]- 138.032	317	NA	
M138.056T8	c18acqui			NA		M138T481	138.05604848797	480.741710830316			94	NA	
M138.8751T1	c18acqui			NA		M139T58	138.875079888906	57.9295675179322		[M-H]- 139.887	105	NA	
M138.9146T0.9	c18acqui			NA		M139T57	138.914644851208	56.5274413841591			1521	NA	
M139.1128T15.9	c18acqui			NA		M139T952	139.112765059232	951.688575941322			41	NA	
M139.1128T10.1	c18acqui			NA		M139T609	139.112833378426	608.521078333698			1708	NA	
M140.0102T1	c18acqui	O-Phosphorylethanolamine	CHEBI:17553	2	a,b	M140T58	140.010235213613	58.2380203639225		[M+2Cl]2- 210.075	105	NA	
M140.8724T1	c18acqui			NA		M141T58	140.872375814805	57.9402114831862		[M+Cl]- 105.901	105	NA	
M141.9124T1.2	c18acqui			NA		M142T73	141.912367227561	72.9415390032708			1584	NA	
M141.9124T7.5_1	c18acqui			NA		M142T452_1	141.912429879897	452.104686159452			830	NA	
M141.9124T9.7	c18acqui			NA		M142T580	141.912442133334	580.221430640855			1615	NA	
M141.9125T8.4	c18acqui			NA		M142T502	141.912460984676	502.142524432934		[M-H-C4H8]- 198.979	136	NA	
M141.9125T8.7	c18acqui			4		M142T519	141.912466525803	519.466101823636		[M-H]- 142.923	60	NA	
M141.9125T9.9	c18acqui			NA		M142T593	141.912491634085	593.356523609041			1550	NA	
M142.0257T1.2	c18acqui			NA		M142T71	142.025730594059	71.2753348518384			8	NA	
M142.0662T7.5_2	c18acqui	L-Tryptophan frag 1 [M-H-CH3NO2]-	CHEBI:27897	1	a,b,c	M142T452_2	142.066200533118	452.088512400711			32	NA	
M142.9286T9.9	c18acqui			NA		M143T594	142.92860632657	593.514472030659			1549	NA	
M142.9461T7.5_1	c18acqui			NA		M143T452_1	142.946126432837	451.729195945648		[M+Cl]- 107.976	32	NA	
M143.0347T1.2	c18acqui			4		M143T72	143.034654006269	71.8963129297332			8	NA	
M143.035T0.9	c18acqui			NA		M143T55	143.034972702516	54.7204515174709			105	NA	
M143.0462T1	c18acqui			4		M143T60	143.046244398142	60.3443328230724			1836	NA	
M143.0702T7.5_2	c18acqui			NA		M143T452_2	143.070159975334	452.222064406673			840	NA	
M144.0455T10	c18acqui			4		M144T601	144.045461251367	601.07391233136			228	NA	
M144.0455T7.5	c18acqui			4		M144T452	144.045537421356	452.42848473204			32	NA	
M144.8698T1	c18acqui			NA		M145T57	144.869831741491	57.244121256546			105	NA	
M144.9232T7.5_1	c18acqui			NA		M145T452_1	144.923179988505	452.184702769496			828	NA	
M144.9234T9.7	c18acqui			NA		M145T579	144.923374028471	579.214615153369			118	NA	
M144.9234T8.9	c18acqui			NA		M145T532	144.923375267034	531.867561735911			182	NA	
M144.9234T9.9	c18acqui			NA		M145T594	144.923381124457	593.983916627671			1551	NA	
M144.9234T9.2	c18acqui			NA		M145T555	144.92339425762	554.577071034074			2057	NA	
M144.9234T8.6	c18acqui			NA		M145T517	144.923400741607	517.387428455814			2053	NA	
M144.9234T8.4	c18acqui			NA		M145T502	144.92340510317	502.419166191736		[M-H]- 145.931	136	NA	
M144.9234T7.9	c18acqui			NA		M145T476	144.923443743901	475.825692221419			201	NA	
M145.0505T7.5_2	c18acqui			NA		M145T452_2	145.050546384824	451.891339450644			32	NA	
M145.0618T0.9	c18acqui	L-Glutamine	CHEBI:18050	2	a,b	M145T52	145.061808047293	52.380349636647	[40][M]-	[M-H-C2H4]- 174.109	33	NA	
M145.0618T1.2_2	c18acqui			NA		M145T71_2	145.061822648996	71.4710610684966			8	NA	
M145.087T10.1	c18acqui			NA		M145T607	145.087026999278	606.741899069532			1733	NA	
M145.0982T0.8	c18acqui	L-Lysine	CHEBI:18019	2	a,b	M145T46	145.098199189998	46.1653037114036	[41][M]-	[M+Cl]- 110.13	139	NA	
M145.9306T10	c18acqui			NA		M146T598	145.930620353248	597.644915083705			2252	NA	
M145.9307T10.1	c18acqui			NA		M146T608	145.930669460892	608.37044771418			1734	NA	
M146.0176T1.2_1	c18acqui			NA		M146T71_1	146.017639550047	71.1178066882914		[M-H-NH3]- 164.05	8	NA	
M146.0459T1.2_2	c18acqui			NA		M146T71_2	146.045863445878	70.780987548198		[M-H+NH3]- 130.026	8	NA	
M146.0651T0.9	c18acqui			NA		M146T52	146.065073180969	52.3712396428825	[40][M+1]-		33	NA	
M146.0822T0.9	c18acqui			NA		M146T55	146.082215667394	55.2089169587141		[M-H-CH2]- 161.105	105	NA	
M146.1015T0.8	c18acqui			NA		M146T46	146.101454625343	46.1653037114036	[41][M+1]-		139	NA	
M146.9384T8.4_1	c18acqui			NA		M147T502_1	146.938427466791	502.089548517598		[M-H-C2H4]- 175.966	136	NA	
M146.9385T7.5_1	c18acqui			NA		M147T452_1	146.938548724349	452.39203297335			841	NA	
M146.961T9.9	c18acqui			NA		M147T596	146.960959727248	595.85071761908			1554	NA	
M146.9612T8.4_2	c18acqui			4		M147T502_2	146.961242326652	502.263811229334		[M-H-CO]- 175.966	136	NA	
M146.9659T1	c18acqui			NA		M147T62	146.965858958984	61.73216504265			1832	NA	
M146.983T1.2	c18acqui			NA		M147T73	146.982990662658	73.3297591656468			1576	NA	
M147.0298T1.2	c18acqui			NA		M147T72	147.029846713937	71.5023681966042			8	NA	
M147.0451T9.3	c18acqui			NA		M147T559	147.045118332434	558.714387349895			2319	NA	
M147.0492T0.9	c18acqui			4		M147T54	147.049205356747	54.474425465871	[42][M+1]-		105	NA	
M147.9646T0.7	c18acqui			NA		M148T43	147.964600058154	43.1345926117473	[45][M+1]-		90	NA	
M148.0437T1.2	c18acqui	L-Methionine	CHEBI:16643	2	a,b	M148T71	148.043720542649	71.302701849294			8	NA	
M148.95T0.7_1	c18acqui			NA		M149T43_1	148.949986447127	43.2348389115433	[45][M+2]-		1408	NA	
M148.965T0.7_2	c18acqui			NA		M149T43_2	148.965045655717	43.1233539087905			1406	NA	
M148.9801T1.2	c18acqui			NA		M149T73	148.980102989697	73.331025391707			113	NA	
M149.0456T1	c18acqui			NA		M149T61	149.045587271885	60.9864048219468			1833	NA	
M149.0608T11.1	c18acqui			NA		M149T666	149.060782396333	665.807091200046			190	NA	
M150.8865T0.9	c18acqui			NA		M151T53	150.886541183071	53.4183431407341			33	NA	
M150.9537T0.7	c18acqui			NA		M151T43	150.953683921783	43.1233539087905			90	NA	
M151.0763T13.8	c18acqui			NA		M151T830	151.076329847257	830.107411450272			1224	NA	
M152.0484T0.9	c18acqui			NA		M152T55	152.048399610876	55.2826928585286		[M-2H+Na]- 131.071	105	NA	
M152.8836T0.9	c18acqui			NA		M153T53	152.883587109907	53.4082162372063		[M-H]- 153.889	33	NA	
M152.9958T0.9	c18acqui			NA		M153T56	152.995821880094	56.3061724194643		[M-H-CH3]- 169.037	105	NA	
M153.0193T9.1	c18acqui	2,6-Dihydroxybenzoic acid	CHEBI:68465	1	a,b,c'	M153T548	153.01929065622	547.997656930233			2056	NA	
M153.0305T1.2	c18acqui			NA		M153T71	153.0305157438	71.2106949289776			8	NA	
M153.8685T0.9	c18acqui			NA		M154T57	153.868539988554	56.5255116968979		[M+Cl]- 118.903 [M-H]- 154.879 [M-H-NH3]- 171.906	105	NA	
M154.0622T0.9	c18acqui			NA		M154T51	154.062192695208	51.1248422503342			949	NA	
M154.8806T0.9	c18acqui			NA		M155T53	154.880624415958	53.4316168954692		[M+Cl]- 119.911	33	NA	
M154.9281T1.2	c18acqui			NA		M155T73	154.92808474176	73.2782480414376			1582	NA	
M154.9984T1.2_1	c18acqui			NA		M155T71_1	154.998438185755	70.964257084692		[M-H+NaCOOH]- 88.0176	8	NA	
M155.0097T1.2_2	c18acqui			NA		M155T71_2	155.009711443104	71.1394657055316			440	NA	
M155.1078T10.3	c18acqui			NA		M155T615	155.107770058154	615.050076264474			1713	NA	
M155.1441T10.2	c18acqui			NA		M155T611	155.144143937627	610.818868194732			1724	NA	
M155.8667T1	c18acqui			NA		M156T58	155.866713117014	57.5128689029789		[M-H-CH3]- 171.906	105	NA	
M156.0667T7.5	c18acqui			NA		M156T453	156.06669782957	452.887338301487			32	NA	
M156.8777T0.9	c18acqui			NA		M157T53	156.877707232873	53.4373616932063			33	NA	
M157.0117T15	c18acqui			NA		M157T898	157.011741853099	898.151573858934			26	NA	
M157.0117T14.8	c18acqui			NA		M157T887	157.011744388738	886.945872191904			1953	NA	
M157.0117T14.2	c18acqui			4		M157T855	157.011747727061	854.963950288596			1150	NA	
M157.0118T14.5	c18acqui			NA		M157T870	157.011764972878	870.408597148782			36	NA	
M157.0118T15.6	c18acqui			NA		M157T934	157.011771522884	933.565191961038			176	NA	
M157.0118T15.3	c18acqui			NA		M157T920	157.011777765694	920.13859617795			1099	NA	
M157.0138T1.2_1	c18acqui			NA		M157T72_1	157.013753355126	71.6045017865316		[M-H+HCOOH]- 112.018	8	NA	
M157.0366T1.2_2	c18acqui			NA		M157T72_2	157.036562328226	71.5159042211778		[M-H]- 158.043	8	NA	
M157.1234T18.8	c18acqui			NA		M157T1129	157.123355529163	1129.04844867429			396	NA	
M157.863T1_1	c18acqui			NA		M158T59_1	157.862955960907	59.3084860613038			2172	NA	
M157.863T1.2	c18acqui			NA		M158T75	157.862972727564	74.8907818359846		[3M-H+Cl]2- 93.9317	113	NA	
M158.0425T1_2	c18acqui			4		M158T59_2	158.042547243019	59.3297902935001			2173	NA	
M158.8466T0.9	c18acqui			NA		M159T56	158.846592214255	56.2206750009889		[3M-2H+Na]- 45.9534	105	NA	
M159.0662T8.3	c18acqui	3-Methyladipic acid	CHEBI:68503	2	a,b	M159T500	159.066248130201	499.568506283663		[M-H]- 160.074	309	NA	
M159.0927T7.3	c18acqui	peptide fragment		3	b,c	M159T441	159.092672783012	440.954844859262		[M-H-CO2]- 204.09	195	NA	
M159.1026T9.2	c18acqui			NA		M159T553	159.102611785566	553.429986192815			194	NA	
M159.1027T10.6	c18acqui			NA		M159T634	159.102691085998	633.583416848532			289	NA	
M159.8599T1	c18acqui			NA		M160T59	159.859863725592	59.2103807275391			2174	NA	
M159.8599T1.2	c18acqui			NA		M160T75	159.859928423877	74.8923565415706			113	NA	
M159.8786T1	c18acqui			NA		M160T57	159.878593109832	57.252012554228		[M-H-C6H10O4]- 306.944	105	NA	
M160.0616T1	c18acqui	Alpha-D-Aminoadipic acid	CHEBI:37024	2	a,b	M160T60	160.061586770632	60.258092355705			1835	NA	
M160.096T7.5	c18acqui			NA		M160T452	160.095990614485	452.364936382686	[50][M+1]-		32	NA	
M160.842T1.2	c18acqui			NA		M161T75	160.84202064941	74.8147532136984			113	NA	
M161.0092T1_1	c18acqui			NA		M161T59_1	161.009175504729	59.4277743281366			226	NA	
M161.0455T1_2	c18acqui			NA		M161T59_2	161.045496590312	58.6743197599735			105	NA	
M161.0455T1.2	c18acqui			NA		M161T72	161.045548876151	72.3149528029524			8	NA	
M161.0472T7.5	c18acqui			NA		M161T452	161.047233962901	452.308563764428		[M-H]- 162.054	32	NA	
M161.8497T1	c18acqui			NA		M162T59	161.849665681124	59.2772368975528		[M-H-H20]- 180.868	2171	NA	
M161.9621T1.2	c18acqui			NA		M162T72	161.962055007155	71.7739466259228			8	NA	
M161.9805T0.7	c18acqui			NA		M162T43	161.980495970168	43.051203472738	[51][M+1]-		90	NA	
M161.994T0.9	c18acqui			NA		M162T51	161.993986245338	51.1711752560015			44	NA	
M162.839T1.2	c18acqui			NA		M163T75	162.839037149042	74.8907818359846			113	NA	
M162.9779T1	c18acqui			NA		M163T61	162.977932444906	60.847114789953			141	NA	
M163.04T9.2	c18acqui			NA		M163T554	163.040023610338	553.643713658803		[M-H]- 164.047	194	NA	
M163.0401T1.2	c18acqui	L-Tyrosine [M-H-NH3]-	CHEBI:17895	1	a,b,c	M163T72	163.040063605371	71.8224618515934		[M-H]- 164.05	8	NA	
M163.0763T17.8_1	c18acqui			NA		M163T1066_1	163.076317711037	1066.34890499477		[M-H+HCOOH]- 118.075	14	NA	
M163.1491T17.8_2	c18acqui			NA		M163T1066_2	163.149089361105	1066.10856711683		[M-H-C2H4]- 192.188	14	NA	
M163.8463T1	c18acqui			NA		M164T59	163.846324977204	58.9484849761518	[52][M+1]-		105	NA	
M163.9912T0.9	c18acqui			4		M164T51	163.991227652662	51.2573358530829		[M-H-CO2]- 208.991	33	NA	
M164.0718T9.3	c18acqui			4		M164T559	164.071847760324	558.889428442324		[M-H-COCH2]- 207.09	294	NA	
M164.836T1.2	c18acqui			NA		M165T75	164.835977493634	74.8748915821422			113	NA	
M164.8361T0.9	c18acqui			NA		M165T56	164.836058684879	56.2276455622804	[52][M+2]-		105	NA	
M164.975T1	c18acqui			NA		M165T61	164.974957398049	60.6245241198348			141	NA	
M164.9992T0.8	c18acqui			NA		M165T49	164.999221585434	48.8632925968179		[M-H+NaCOOH]- 98.0191	18	NA	
M165.0193T8.4	c18acqui	Terephthalic acid	CHEBI:15702	2	a,b	M165T502	165.019294330134	501.950901327176			136	NA	
M165.0404T0.9	c18acqui			4		M165T55	165.040384618978	55.4656780445291			105	NA	
M165.0408T17.6	c18acqui			NA		M165T1055	165.040821905069	1054.7565812069			2052	NA	
M165.0557T9.3	c18acqui			NA		M165T559	165.055733767196	558.728635140818			294	NA	
M166.0413T16.2	c18acqui			NA		M166T975	166.041335964961	974.720794789386			2339	NA	
M166.0635T13.9	c18acqui			NA		M166T833	166.063524977507	833.14452463557			1225	NA	
M166.8333T0.9	c18acqui			NA		M167T56	166.833338049168	56.2762551119344	[52][M+4]-		105	NA	
M166.8605T0.9	c18acqui			4		M167T54	166.860466860065	53.6014055114033			33	NA	
M167.1076T12.7	c18acqui			NA		M167T763	167.107595512651	762.936259221582			1908	NA	
M167.1077T9.3	c18acqui			NA		M167T556	167.107695953424	556.066617804175			2058	NA	
M168.0277T0.9	c18acqui			4		M168T54	168.027742504419	54.4289711285792		[M-2H+K]- 131.071 [M+Cl]- 133.061 [M-H]- 169.037	105	NA	
M168.0357T1	c18acqui			4		M168T58	168.035651355298	58.1491961562496		[M+Cl]- 133.061 [M-H]- 169.037	105	NA	
M168.8358T0.9_1	c18acqui			NA		M169T56_1	168.835793578134	56.1945307431731		[M-2H+Na]- 147.87	105	NA	
M168.8575T0.9	c18acqui			4		M169T54	168.857547361126	53.9456737546079			33	NA	
M168.9439T0.9_2	c18acqui			NA		M169T56_2	168.943864694985	56.2929365419704		[M-H]- 169.954	105	NA	
M168.9893T9.2	c18acqui			NA		M169T552	168.989272943745	552.462465974365			2059	NA	
M169.0871T9.9	c18acqui			NA		M169T596	169.08707732013	595.967366495841		[M-H-H20]- 188.106	107	NA	
M170.8331T0.9_1	c18acqui			NA		M171T56_1	170.833124053002	56.1698752043395		[M+Cl]- 135.869	105	NA	
M170.8332T1.2	c18acqui			NA		M171T74	170.833186463924	74.0592984860034			1585	NA	
M171.0063T1.2	c18acqui			4		M171T71	171.006269532683	71.4633554166312		[M-2H+K]- 134.06	8	NA	
M171.0064T0.9_2	c18acqui			NA		M171T56_2	171.006362296692	55.6652152689033		[M-H+HCOOH]- 126.004	105	NA	
M171.0662T9.4	c18acqui			NA		M171T566	171.066204732582	565.646670983135			290	NA	
M171.1025T10.2	c18acqui			NA		M171T614	171.102529700018	614.043040976076			1710	NA	
M171.9466T7.5	c18acqui			4		M172T452	171.946636968786	452.312451028394			842	NA	
M171.9466T8.4	c18acqui			NA		M172T502	171.946645857038	502.42405271323			136	NA	
M171.9467T9.9	c18acqui			NA		M172T594	171.946712078637	594.300150233595			1555	NA	
M172.0169T1	c18acqui			NA		M172T58	172.016857330753	58.468734656657			1522	NA	
M172.0979T9.3	c18acqui			4		M172T557	172.097914787659	557.398412846507			2060	NA	
M172.098T8.9	c18acqui	N-Acetyl-L-leucine	CHEBI:17786	2	a,b	M172T532	172.097978656889	532.161341843542			2016	NA	
M172.8309T0.9	c18acqui			NA		M173T56	172.830850900796	56.4887784756757		[3M+Cl]- 45.9534	105	NA	
M172.8431T1	c18acqui			NA		M173T58	172.843148388331	58.0308009606522		[3M+Cl]- 45.9534	105	NA	
M173.0091T1.2	c18acqui			NA		M173T71	173.009101517059	71.1271807571874			8	NA	
M173.0564T1.2	c18acqui			NA		M173T70	173.056362616393	69.5741955243354		[M+Cl]- 138.082	205	NA	
M173.0932T1.1	c18acqui			NA		M173T64	173.093166871234	63.720415861836			1917	NA	
M173.1044T0.9	c18acqui	L-Arginine	CHEBI:29016	2	a,b	M173T51	173.10438420349	51.2182677297851		[M-H]- 174.109	33	NA	
M173.1183T10	c18acqui			NA		M173T603	173.118291824719	602.58851249001			302	NA	
M173.871T10.1	c18acqui			NA		M174T608	173.870953808427	607.89110720013			1711	NA	
M173.8711T10	c18acqui			NA		M174T597	173.87113489129	597.491964791948			254	NA	
M174.032T0.7	c18acqui			NA		M174T43	174.032001107971	43.1148443981098			90	NA	
M174.0407T1.2	c18acqui			NA		M174T71	174.040728803867	71.1148958088432			8	NA	
M174.0457T0.9	c18acqui			NA		M174T53	174.045718300118	53.4459555429382			33	NA	
M174.0854T9.1	c18acqui			NA		M174T548	174.085404304198	548.359336256378	[56][M+1]-		1744	NA	
M174.0884T0.9	c18acqui			NA		M174T55	174.088391248311	54.6349019893776	[57][M]-	[M-H]- 175.097	105	NA	
M174.8395T1	c18acqui			NA		M175T57	174.839529207307	57.444600215576		[M-2H+K]- 137.886	105	NA	
M174.8612T1	c18acqui			NA		M175T59	174.861210648012	58.7646692436233		[M+Cl]- 139.887	105	NA	
M174.956T9.9	c18acqui			NA		M175T596	174.956009578719	595.556991532129			107	NA	
M174.956T10.2	c18acqui			NA		M175T615	174.956017668331	614.837835832158			128	NA	
M174.956T8.4	c18acqui			NA		M175T503	174.956025042685	502.70150704875		[M-H]- 175.966	136	NA	
M174.9561T7.5	c18acqui			NA		M175T452	174.95605867978	452.312451028394		[M-H+NaCOOH]- 107.976 [M-H-CH2]- 189.988	32	NA	
M175.0248T1.2	c18acqui			NA		M175T71	175.024778989833	71.1178066882914		[2M-H]- 88.0176 [M-H+HCOOH]- 130.026	8	NA	
M175.0914T0.9	c18acqui			NA		M175T55	175.091416295195	54.8949685480141	[57][M+1]-		1523	NA	
M175.1491T17.8	c18acqui			4		M175T1067	175.149120353532	1066.63171610733		[M-H-CH4]- 192.188	14	NA	
M175.9413T1.2	c18acqui			NA		M176T72	175.941252541641	72.0772373562738		[M-H]- 176.949	8	NA	
M175.9596T0.7	c18acqui			NA		M176T43	175.959585036757	43.1580278484936	[58][M+1]-		90	NA	
M176.0564T1	c18acqui			NA		M176T60	176.056408176024	60.177519529587			1835	NA	
M176.8369T1	c18acqui			NA		M177T59	176.836929215318	58.625758971275		[M-2H+K]- 139.887	105	NA	
M176.8604T0.9	c18acqui			NA		M177T56	176.860432677084	55.5040535548174		[M-H+NH3]- 160.841	105	NA	
M177.0406T1.2	c18acqui			NA		M177T69	177.040626185701	69.4141544556072			2104	NA	
M177.092T13.9	c18acqui			NA		M177T833	177.091957672632	833.053552484124			1226	NA	
M177.1649T17.8	c18acqui			NA		M177T1066	177.164907772772	1066.45516569259		[M-H-CH2]- 192.188	14	NA	
M177.8447T0.9	c18acqui			NA		M178T54	177.844694007013	53.563830211449			33	NA	
M177.86T1	c18acqui			NA		M178T59	177.859969699131	58.5189093252966		[M+Cl+NH3]- 125.866 [M-H+NH3]- 161.846	105	NA	
M177.9057T1	c18acqui			NA		M178T61	177.90568722339	60.6070019803248			141	NA	
M178.0997T13.9	c18acqui			NA		M178T833	178.099650435781	832.724282411736			1227	NA	
M178.8578T0.9	c18acqui			NA		M179T55	178.857826076448	55.4822589509134			105	NA	
M178.9203T1.2	c18acqui			NA		M179T74	178.920335976286	73.8016862030814			1576	NA	
M178.949T0.7_1	c18acqui			NA		M179T43_1	178.948961238713	43.2023624008579		[3M+2Cl]2- 95.9937 [3M+2Cl]2- 95.9937	90	NA	
M179.0561T1	c18acqui	Hexoses		3	a,b	M179T61	179.056100885009	60.9924430390788			1833	NA	
M179.1079T15.2	c18acqui			NA		M179T911	179.107907254851	910.64725681701			1214	NA	
M179.8417T0.9	c18acqui			NA		M180T54	179.841665803364	53.6014055114033		[M-H-CO]- 208.844	33	NA	
M179.8591T1	c18acqui			NA		M180T59	179.859069048341	59.1629066866183		[M-H]- 180.868	2171	NA	
M179.8825T9.4	c18acqui			NA		M180T563	179.882469366794	563.182474271342			96	NA	
M179.8826T8.7	c18acqui			4		M180T520	179.882558023934	519.604004543108		[M-2H+K]- 142.923	60	NA	
M179.9026T1	c18acqui			NA		M180T60	179.902645212382	60.440030555601			1832	NA	
M179.9362T9.9	c18acqui			NA		M180T596	179.936207165297	595.97578170119			1556	NA	
M180.0336T7.5	c18acqui			NA		M180T452	180.033581712636	451.982277825367		[M-H-C6H8O6]- 357.065	32	NA	
M180.0666T1.2	c18acqui	L-Tyrosine	CHEBI:17895	1	a,b,c	M180T72	180.066573819701	71.6808509003496	[62][M]-	[M-H+NH3]- 164.05	8	NA	
M180.9729T14.2	c18acqui			NA		M181T855	180.972864346887	854.643747485862			1179	NA	
M180.973T15.3	c18acqui			NA		M181T920	180.972956291088	919.745347549896			1102	NA	
M180.973T14.5	c18acqui			NA		M181T870	180.972956698719	870.375142842474		[M+Cl+NaCOOH]- 78.0161 [M-H+NaCOOH]- 113.993	36	NA	
M180.973T16.9	c18acqui			NA		M181T1011	180.972965003175	1011.49895324594			1817	NA	
M180.973T0.8	c18acqui			NA		M181T48	180.973008549055	48.2688397101902	[66][M]-	[M-H+NaCOOH]- 113.997	18	NA	
M180.973T15	c18acqui			NA		M181T898	180.973013572152	898.401271862706			743	NA	
M180.973T14.8	c18acqui			NA		M181T887	180.973024040872	886.99737808578			1960	NA	
M180.973T15.7	c18acqui			NA		M181T939	180.973034984283	939.302426233164			1937	NA	
M180.973T15.2	c18acqui			NA		M181T910	180.973042965089	910.290711677556			298	NA	
M181.0504T7.6	c18acqui			4		M181T454	181.050446423313	453.735402512974			297	NA	
M181.0697T1.2	c18acqui			4		M181T72	181.069664375463	71.8009947028008	[62][M+1]-		8	NA	
M181.0717T0.9	c18acqui			NA		M181T54	181.071747200086	54.4327067289273		[M-H-CO]- 210.075	105	NA	
M181.9765T0.8	c18acqui			NA		M182T48	181.976481517237	48.1421584075381	[66][M+1]-		18	NA	
M182.9773T0.8	c18acqui			NA		M183T48	182.977337329575	48.2855302847434	[66][M+2]-		18	NA	
M182.9885T9.7	c18acqui			NA		M183T582	182.988530437142	582.290706403755			2170	NA	
M182.9886T9.9	c18acqui			NA		M183T596	182.98856839553	595.526024285387	[68][M]-		107	NA	
M182.9886T10.3	c18acqui			NA		M183T615	182.988576913502	615.030156851682			128	NA	
M183.0159T1.2	c18acqui			4		M183T71	183.015915594075	70.7784738581052			8	NA	
M183.1026T10.1	c18acqui			NA		M183T609	183.102635083785	608.775332115876			1717	NA	
M183.1027T9.9	c18acqui			NA		M183T594	183.102669172024	593.683485264072			1557	NA	
M183.992T9.9	c18acqui			NA		M184T595	183.992019941521	595.414302880176	[68][M+1]-		107	NA	
M185.0221T1	c18acqui			4		M185T59	185.022064651881	58.6587992741666			105	NA	
M185.0568T1	c18acqui			NA		M185T58	185.05679347482	57.9295675179322		[M+Cl+NH3]- 133.061 [M-H+NH3]- 169.037	105	NA	
M185.0819T8.7	c18acqui			4		M185T525	185.081949320109	524.830909696507			329	NA	
M185.1182T12.3	c18acqui			NA		M185T739	185.118201787059	739.258520894346			2177	NA	
M186.0561T7.5	c18acqui			4		M186T452	186.05609809581	452.356751757465		[M-H-NH3]- 204.091	32	NA	
