variableMetadata	set	gene	chromato	name	chebi_id	annot_level	annot_confidence	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
M467.2972T14.5	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M467T871	467.297208349737	871.074925591668	[272][M+1]-		36	NA		-0.14078395092054	0.882098487173466	0	0.0112193913824381	0.998532007879384	0			0
M582.3778T17.5	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M582T1051	582.37777826332	1051.06234960766			2308	NA		-0.140257294064304	0.882098487173466	0	-0.364310528937667	0.0508040610162519	0			0
M179.9362T9.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M180T596	179.936207165297	595.97578170119			1556	NA		-0.140036286139868	0.882098487173466	0	-0.0565132952553657	0.762133936451845	0			0
M541.5529T15.2_2	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M542T914_2	541.552876626474	913.65140559828	[338][M+2]2-		451	NA		-0.129162717511731	0.882098487173466	0	0.00357016714588632	0.982041746268341	0			0
M135.0298T1	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M135T57	135.029834720818	57.2391527416033	[33][M]-		105	NA		0.11971481964137	0.882098487173466	0	-0.0757699609746645	0.695936377369457	0			0
M878.8229T0.8	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M879T48	878.822940312447	48.2805110017193	[589][M+2]-		18	NA		0.117037283756781	0.882098487173466	0	-0.238466331858929	0.0450482781462653	1			0
M239.9245T0.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M240T52	239.924544832618	52.4372661513982			33	NA		0.10526554277183	0.882098487173466	0	0.0500486362939654	0.721996132826916	0			0
M235.9261T9.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M236T596	235.926139461534	595.626974962961			107	NA		-0.0676664494286126	0.882098487173466	0	-0.0529807683672061	0.565178742252041	0			0
M542.6577T15.2_1	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M543T913_1	542.657693228316	913.499689111602	[340][M+1]-		458	NA		-0.0592894246106397	0.882098487173466	0	-0.141041839787237	0.0720731491734476	0			0
M997.1581T0.8_2	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M997T48_2	997.158101483769	48.1395316715275	[652][M]3-		18	NA		-0.187497936862652	0.882993352364562	0	0.122670792640692	0.688317259316492	0			0
M132.9812T0.7	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M133T43	132.981229423802	43.1233539087905		[M-2H+Na]- 111.997	90	NA		0.0780838038396485	0.883985756918528	0	0.0615631253917499	0.569233603078871	0			0
M707.2681T15.6	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M707T936	707.268059131628	936.49772352948	[481][M+1]-		17	NA		-0.0704033153549641	0.883985756918528	0	0.0540448376566847	0.611077789853385	0			0
M634.3724T15.2	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M634T912	634.372404932333	911.539196556306			70	NA		0.172401006703842	0.885824833860498	0	-0.289798007426029	0.128895455952842	0			0
M319.2279T15.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui	8(S)-Hydroxy-(5Z,9E,11Z,14Z)-eicosatetraenoic acid	CHEBI:34486	2	a,b	M319T952	319.227875154107	951.587307573708	[190][M]-	[M-H]- 320.236	41	48	@M257.2275T15.9_2|+(H2O)+(CO2)|@M301.2173T15.9|+(H2O)|@M302.2207T15.9|+(OH.)|@M320.2313T15.9|-13C|@M321.2342T15.9|-18O|-13C2|@M387.2152T15.9|-(HCOONa)	0.571375455676485	0.88611665683387	0	0.00943593517209251	0.96304080649286	0			0
M427.1582T17.8	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M427T1066	427.158171014607	1065.82924317481	[260][M]-		14	81	@M428.1611T17.8|-13C	-0.454144272747209	0.886948091841851	0	0.655353677197278	0.236477097708062	0			0
M489.1401T15.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M489T952	489.140147223617	951.654243192246			942	NA		0.421317456281871	0.886948091841851	0	-0.101361274627171	0.938142981202968	0			0
M224.0288T12.6	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M224T757	224.028841440451	756.580648840674	[95][M+1]-		1388	NA		0.331198156968375	0.886948091841851	0	-0.0873246679349062	0.925996220500655	0			0
M530.0946T0.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M530T53	530.094602791497	53.2353983910632			33	114	@M532.0914T0.9|-34S|-41K|-37Cl	-0.274423863848609	0.886948091841851	0	-0.272910277364064	0.474892245661786	0			0
M806.5566T15.2	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M807T912	806.556601513216	912.31112427243	[539][M]-		9	NA		0.22518031405424	0.886948091841851	0	0.413606799527486	0.177512649100908	0			0
M786.8425T0.8	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M787T46	786.842538313644	46.3269985035811		[M+Cl]- 751.873 [M-H]- 787.85	139	108	@M718.8545T0.8|+(HCOONa)	0.215945058345273	0.886948091841851	0	-0.339901902507421	0.17458148263467	0			0
M167.1076T12.7	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M167T763	167.107595512651	762.936259221582			1908	NA		0.207619684228884	0.886948091841851	0	-0.102902891086485	0.782974025334479	0			0
M279.2328T14.6	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M279T876	279.232834134732	876.33857334945			52	NA		0.19886002147099	0.886948091841851	0	-0.486605420927162	0.013594096791068	1			0
M403.9183T0.7	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M404T43	403.918332357355	43.0350326399025			90	NA		0.196309849514478	0.886948091841851	0	-0.0338617909162213	0.959662452872915	0			0
M76.9541T0.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M77T52	76.9540806324953	52.1360026102314		[M-H-C6H8O6]- 253.995 [M-H-C6H8O6]- 253.995	33	NA		0.189185867849682	0.886948091841851	0	-0.263180386901878	0.256987499456303	0			0
M181.0697T1.2	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M181T72	181.069664375463	71.8009947028008	[62][M+1]-		8	NA		-0.18715718045507	0.886948091841851	0	0.286885704078598	0.188160923906137	0			0
M586.3151T14.1	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M586T843	586.315085859011	843.24530061552	[381][M]-		1140	124	@M587.3185T14.1|-13C	0.185611834699776	0.886948091841851	0	-0.336709233699365	0.104611091601552	0			0
M415.7976T0.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M416T52	415.797610561279	52.4067133312997		[M-2H+K]- 378.837	33	NA		0.185205162568076	0.886948091841851	0	-0.284820413398414	0.198852889925116	0			0
M159.0662T8.3	metabolomics_plasma_c18acqui_neg	LAT	c18acqui	3-Methyladipic acid	CHEBI:68503	2	a,b	M159T500	159.066248130201	499.568506283663		[M-H]- 160.074	309	NA		0.174291493408594	0.886948091841851	0	0.157696545545447	0.509504135962266	0			0
M278.2207T17.6	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M278T1054	278.220748581525	1053.91323572493	[133][M+1]-		2050	NA		-0.172918848517696	0.886948091841851	0	0.276384682259264	0.171952983300069	0			0
M960.322T0.8_2	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M960T47_2	960.321993316557	47.1188158459777	[630][M+1]2-		18	NA		0.170339127588864	0.886948091841851	0	-0.249123229287195	0.222476926555665	0			0
M757.9883T0.8	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M758T47	757.988294866017	47.1811777558136	[510][M+1]-		661	NA		-0.162177618116647	0.886948091841851	0	0.392489677555329	0.0162656430440384	1			0
M262.9307T0.7	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M263T43	262.930710255981	43.1173290584546			1412	NA		0.152233116218875	0.886948091841851	0	0.123395803285467	0.572900532042983	0			0
M377.2676T20.3	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M377T1219	377.267618883996	1218.65346203747			2144	NA		0.149096724021902	0.886948091841851	0	-0.0521228046464746	0.875909094169523	0			0
M131.0712T7.5	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M131T452	131.071235782034	452.100193895004			32	NA		0.145944064845573	0.886948091841851	0	0.145083419673323	0.468651096799065	0			0
M616.3422T14.7	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M616T880	616.342237166601	879.922993476834	[411][M+4]-		23	NA		-0.145779548488722	0.886948091841851	0	-0.0506719243421934	0.802958567976035	0			0
M181.966T0.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M182T52	181.965976576972	52.380349636647			33	35	@M183.9629T0.9|-34S|-41K|-37Cl	0.134289020832185	0.886948091841851	0	-0.10172015584655	0.62433311159104	0			0
M585.3523T16.8	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M585T1009	585.352265312684	1009.41296656571		[M-H-CH3]- 601.381	19	NA		-0.127761861278039	0.886948091841851	0	0.0689645508630292	0.75430623494653	0			0
M506.3155T14.5	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M506T869	506.315516914408	869.48359986522	[299][M+2]-		36	NA		0.124789118346031	0.886948091841851	0	-0.178337033263885	0.234573488524186	0			0
M238.0721T14.7	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M238T884	238.072078462823	883.883409734106			172	NA		0.123867235222527	0.886948091841851	0	-0.00941873355764145	0.998532007879384	0			0
M569.2778T16.8_5	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M569T1009_5	569.277849743666	1008.92466130444	[372][M+1]3-		19	NA		-0.121288195260448	0.886948091841851	0	0.224686991872286	0.0890351512444994	0			0
M610.363T14.7	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M610T883	610.363010886466	882.674329237044	[403][M+2]-		11	NA		0.113902041817994	0.886948091841851	0	-0.12928714065467	0.392867251155771	0			0
M569.2032T16.8_5	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M569T1010_5	569.203199726532	1009.54357447946			19	NA		-0.109839049895216	0.886948091841851	0	0.242444127663822	0.0327672199177888	1			0
M869.8365T0.8_1	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M870T48_1	869.836503269521	48.2209180615112	[585][M]2-		18	NA		0.10091829053831	0.886948091841851	0	-0.206979772261358	0.0541624005389272	0			0
M112.9855T9.7	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M113T582	112.985509161865	581.767078287751			2169	NA		-0.0929622394615617	0.886948091841851	0	-0.141663861968601	0.258650077259387	0			0
M712.1859T15.3	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M712T917	712.185913494936	916.873502647716	[486][M]-		1976	NA		0.0886149142298436	0.886948091841851	0	0.124260124696237	0.30159912292269	0			0
M125.8731T0.9_1	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M126T53_1	125.873111006547	53.0317136088862			33	NA		0.0869161983046585	0.886948091841851	0	-0.0251292101022074	0.91150686040674	0			0
M556.3176T15.6	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M556T936	556.317617887612	936.332715660234	[354][M]-	[M+Cl]- 521.348	17	NA		0.0618921606470604	0.886948091841851	0	-0.11243065043208	0.102332243820368	0			0
M541.6628T15.2_4	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M542T914_4	541.662769892389	913.628856401802	[340][M]-		9	NA		-0.0495548459741748	0.886948091841851	0	-0.0912871281089576	0.176533672030839	0			0
M685.1315T11.5	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M685T693	685.131475476378	692.504135818554			10	NA		1.17853176560719	0.887934653783828	0	2.99139034793815	0.0711866521781062	0			0
M564.5131T14.7_1	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M565T882_1	564.513058114962	881.953337900466			11	NA		-0.0725787288865245	0.887934653783828	0	-0.0648805303289137	0.529229514642706	0			0
M505.2574T14.7_1	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M505T882_1	505.257359165616	882.016601776854			11	NA		-0.0933020104362257	0.888737187506484	0	-0.0715161478393433	0.597977626637462	0			0
M922.8179T0.8	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M923T46	922.817905140527	46.456880077421			1828	NA		0.221487725134383	0.888800886222069	0	-0.213738942882035	0.49828464623912	0			0
M568.5913T16.8_2	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M569T1009_2	568.591268313753	1009.36129269032			675	NA		-0.109405986168357	0.888800886222069	0	0.19345175291709	0.121707993925559	0			0
M200.1292T10.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M200T656	200.129222621175	656.000311990716			296	NA		0.308342483918569	0.889004630034151	0	-0.889058948171872	0.00431667210183454	1			0
M450.2626T14.2	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M450T849	450.262632575985	849.296763591018	[264][M]-		2264	82	@M451.266T14.2|-13C	0.295926427359742	0.889004630034151	0	-1.39007659997799	1.30639119261218e-06	1			0
M325.2174T17.3	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M325T1035	325.217438996472	1035.02435597089			1517	NA		-0.24958920796929	0.889004630034151	0	-0.212228504896931	0.563412648772884	0			0
M223.9179T8.4	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M224T502	223.917937604193	502.3663322279		[M+Cl]- 188.949	136	NA		0.213031466681903	0.889004630034151	0	-0.122607490888059	0.74276457779816	0			0
M306.2522T18.5	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M306T1108	306.252189327842	1108.04032743686	[166][M+1]-		517	NA		-0.211032260581357	0.889004630034151	0	0.0501431541604571	0.938317572533294	0			0
M209.1547T12.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M209T771	209.154691994969	771.069922955118			1921	NA		0.196344104737671	0.889004630034151	0	0.0160376839016436	0.942491373503949	0			0
M885.3922T0.8_2	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M885T48_2	885.392246673434	47.596576065092	[593][M+1]2-		18	NA		-0.189258970349979	0.889004630034151	0	0.247799131936663	0.310679366624233	0			0
M581.333T15.6	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M581T937	581.332954743288	937.35257126574		[M-H-NH3]- 599.368	17	NA		0.18087090134067	0.889004630034151	0	0.37377112094681	0.147321584451337	0			0
M363.9426T0.8	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M364T46	363.942569086306	46.2504900352117		[M-H+NaCOOH]- 296.962	139	NA		0.134443433960476	0.889004630034151	0	-0.101629010706185	0.637832525053422	0			0
M557.321T15.6	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M557T936	557.320951305034	936.31032698553	[354][M+1]-		17	NA		-0.116364868830457	0.889004630034151	0	-0.0105482710614631	0.939118364383462	0			0
M980.8499T0.8	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M981T48	980.849923640327	48.1516638278074		[M-H-CH2]- 995.869	18	NA		-0.10772496536482	0.889004630034151	0	0.00706748122775558	0.998532007879384	0			0
M727.88T0.8	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M728T48	727.879978431588	48.0682744031336	[493][M+3]-		18	NA		0.106453979124478	0.889004630034151	0	-0.153509862363617	0.24319426216298	0			0
M585.3603T15	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M585T897	585.360293212888	897.493858841862	[379][M+1]-		26	NA		-0.0965581614261861	0.889004630034151	0	-0.14742859921127	0.277970894721798	0			0
M465.0655T20.1	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M465T1208	465.065524066396	1207.73353573806			1342	NA		0.0952031620281737	0.889004630034151	0	0.0637221632687623	0.646566552913526	0			0
M690.2582T15	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M690T898	690.258184487778	897.604870998126	[474][M+2]-		26	NA		-0.0908244575249526	0.889004630034151	0	-0.0935889763433071	0.472609132926828	0			0
M542.6979T15.2_4	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M543T914_4	542.697890525098	913.650665190342	[342][M+1]2-		9	NA		-0.0826608786831393	0.889004630034151	0	-0.0729909225241787	0.544101416388474	0			0
M946.3125T0.8_3	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M946T48_3	946.312490277399	48.3014392179953	[623][M+1]2-		18	NA		-0.0743275265941676	0.889004630034151	0	-0.383971400746047	0.00215600275259212	1			0
M540.5093T15.2_1	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M541T914_1	540.509264263241	913.603743646482			9	NA		-0.0733811084100982	0.889004630034151	0	-0.0555265160373342	0.60950911126582	0			0
M117.9286T9.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M118T595	117.928610660136	594.823160898547			107	NA		-0.0691950740620566	0.889004630034151	0	-0.0361370292296641	0.718551960541736	0			0
M714.258T14.7	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M714T881	714.257964253395	881.078767654392	[488][M]-	[M+Cl]- 679.284	11	NA		-0.0628794346080692	0.889657369934318	0	-0.185368311387606	0.044006735190715	1			0
M121.0295T7.5	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M121T452	121.029503692394	452.375663722908			834	NA		0.134888225784511	0.889735846913905	0	0.0718130528486647	0.715875214984626	0			0
M683.2373T14.2	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M683T855	683.237314565793	854.518550796654			1176	127	@M611.2477T14.2|+(CO2)+(CO)	0.255107542385176	0.890580785275817	0	-1.2071460505246	1.30639119261218e-06	1			0
M611.2701T15.2	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M611T914	611.270124003457	914.086172117112	[406][M+1]-		9	NA		-0.106311399170522	0.890580785275817	0	0.11627795508217	0.434164928891179	0			0
M565.8283T14.7_4	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M566T882_4	565.828347963346	882.429691050936			11	NA		-0.0834379465382558	0.890580785275817	0	-0.0506301237663003	0.692025512777971	0			0
M610.2666T15.2	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M610T914	610.266614405375	913.81528516161	[406][M]-	[M-H]- 611.277 [M-H-HCOOH]- 657.288	9	NA		0.0761521297643988	0.890580785275817	0	0.00356663393117884	0.955773210173682	0			0
M540.9617T15.2_10	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M541T914_10	540.961663153202	914.024213748876			449	NA		-0.0693350760694535	0.890580785275817	0	-0.0267419765931844	0.790740986583811	0			0
M163.1491T17.8_2	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M163T1066_2	163.149089361105	1066.10856711683		[M-H-C2H4]- 192.188	14	NA		-0.230313657017058	0.891209025093288	0	0.177627071270747	0.634953267054109	0			0
M144.9234T8.4	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M145T502	144.92340510317	502.419166191736		[M-H]- 145.931	136	NA		0.197818259241636	0.891209025093288	0	0.125282667488165	0.677924315447335	0			0
M926.8728T0.8	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M927T48	926.872823446796	47.9535309351719			18	NA		-0.176785013196548	0.891209025093288	0	0.260648230850087	0.2461618755195	0			0
M823.845T0.8	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M824T47	823.845037042823	47.2402811439496			18	NA		0.158371319749723	0.891209025093288	0	-0.0812734774018278	0.785658832285342	0			0
M131.071T10.3	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M131T617	131.070963664048	616.644962353908			1705	NA		0.145761264201898	0.891209025093288	0	0.2680643605611	0.207203543936176	0			0
M985.8256T0.8	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M986T47	985.825552699104	47.1920187793446		[3M-2H]2- 657.892	18	NA		0.135400709866452	0.891209025093288	0	0.137226641468292	0.486499647110712	0			0
M168.8358T0.9_1	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M169T56_1	168.835793578134	56.1945307431731		[M-2H+Na]- 147.87	105	NA		-0.134900059718216	0.891209025093288	0	-0.170981052617126	0.382060518129597	0			0
M171.9467T9.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M172T594	171.946712078637	594.300150233595			1555	NA		0.131721182232852	0.891209025093288	0	-0.108915649930568	0.60950911126582	0			0
M262.8576T10	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M263T597	262.857633293012	597.491373103904			254	NA		-0.118129788931117	0.891209025093288	0	-0.173393718491431	0.310781882859108	0			0
M231.9676T9.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M232T596	231.967557153413	595.585917575807			1540	NA		0.118015640806469	0.891209025093288	0	-0.0687633910808252	0.742995557136309	0			0
M498.9304T18	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M499T1079	498.930361651295	1079.47465741219			549	NA		0.0990745533447299	0.891209025093288	0	-0.0327185691200285	0.896088936808474	0			0
M938.3256T0.8_2	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M938T48_2	938.325620684782	48.1917301627018		[M+Cl]- 903.357	18	NA		-0.0959370174781	0.891209025093288	0	-0.0670095179252215	0.644360379728437	0			0
M218.0334T0.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M218T53	218.033390854791	53.4134648615185	[93][M+3]-		33	NA		-0.0931807785018641	0.891209025093288	0	0.0727355430549927	0.633871185986765	0			0
M168.0357T1	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M168T58	168.035651355298	58.1491961562496		[M+Cl]- 133.061 [M-H]- 169.037	105	NA		0.237975095839822	0.891478337199307	0	-0.328458515806894	0.294005753972871	0			0
M610.2663T15	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M610T897	610.266334694526	897.493858841862		[M-H-COCH2]- 653.29	26	NA		-0.120083282350752	0.892560332081453	0	-0.111904080838746	0.53278727033553	0			0
M136.8917T0.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M137T54	136.89170345263	54.4708009200682		[M-H-COCH2]- 179.912	105	NA		-0.115933418005909	0.893616797695237	0	0.102527351812221	0.576595348629624	0			0
M443.1507T18	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M443T1079	443.150731006902	1079.05335128432			534	NA		-0.168890504807715	0.897567495989472	0	0.0591639363684635	0.883727173396975	0			0
M448.0292T0.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M448T54	448.029210591687	54.3242759528478			105	NA		-0.184576369652429	0.898493025056506	0	0.30101589069818	0.188299387360811	0			0
M824.9726T0.8	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M825T47	824.97257563131	47.184186502803	[548][M]-		18	39	@M688.9976T0.8|+2(HCOONa)|@M756.9852T0.8|+(HCOONa)|@M825.9759T0.8|-13C|@M892.9605T0.8|-(HCOONa)|@M960.9476T0.8|-2(HCOONa)	-0.122322677492567	0.898493025056506	0	0.479166156590379	6.85429335650599e-05	1			0
M214.8363T0.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M215T52	214.836328543611	52.4324948197505		[3M+2Cl]2- 119.911	33	NA		-0.0836943892443269	0.898493025056506	0	0.054514550897272	0.710921053769814	0			0
M661.2095T11.5	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M661T692	661.209456026562	692.302845636948			471	93	@M613.2023T11.5|+(CH4S)|@M659.2073T11.5|+18O|+41K|+13C2|@M660.2104T11.5|+13C|+15N|@M662.2152T11.5|-13C|@M663.2184T11.5|-18O|-13C2	1.32638721883454	0.898980986668887	0	1.72455863696683	0.391861565506132	0			0
M654.2018T11.5	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M654T693	654.201762073325	692.504135818554			10	93	@M655.2063T11.5|-13C|@M660.2104T11.5|-Li	1.26152401617705	0.898980986668887	0	2.75072857927258	0.166831345732684	0		svm	0
M405.2647T12.2	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M405T730	405.264729261031	730.131385072308			163	76	@M406.2682T12.2|-13C	1.20036589191765	0.898980986668887	0	-0.454468350058925	0.878599949903487	0			0
M407.2804T12.2	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M407T732	407.280393451529	732.182668645866			1427	78	@M453.286T12.2|-(HCOOH)|-(H2O-CO)	1.07227870447592	0.898980986668887	0	1.04723247369339	0.518854874641328	0			0
M660.2104T11.5	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M660T692	660.210407089739	692.22265759854		[M+Cl+HCOOH]- 579.238 [M-H+HCOOH]- 615.216	10	93	@M614.2093T11.5|+(HCOOH)|+(H2O-CO)|@M654.2018T11.5|+Li|@M659.2073T11.5|+13C|@M661.2095T11.5|-13C|-15N|@M662.2152T11.5|-18O|-13C2|@M663.2184T11.5|-13C3|-13C-18O	0.965750685542283	0.898980986668887	0	1.45473107618523	0.369330493163657	0			0
M661.4451T15.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M661T952	661.445140979239	951.512110544472		[2M-2H+Na]- 320.236	41	NA		0.64622173549658	0.898980986668887	0	0.260423492561829	0.791346418483456	0			0
M108.0536T9.4	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M108T564	108.053573443776	563.740761694054	[9][M+1]-		96	12	@M107.0502T9.4|+13C|@M188.0101T9.4|-(SO3)	0.472846690040573	0.898980986668887	0	-0.0655998737963817	0.975562973615029	0			0
M163.1128T15.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M163T952	163.112849808759	951.680678826546			41	31	@M180.1112T15.9|-(OH.)|@M207.1026T15.9|-(CO2)	0.423403733469288	0.898980986668887	0	0.0557294279761997	0.932867201212701	0			0
M179.1077T15.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M179T952	179.107731474753	951.679791769128	[61][M]-		41	31	@M180.1112T15.9|-13C|@M207.1026T15.9|-(CO)	0.40897222409872	0.898980986668887	0	-0.0418145060455135	0.990889627808362	0			0
M293.2121T14.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M293T891	293.212117426474	891.011672908908			1120	NA		0.396885146634219	0.898980986668887	0	-0.11426718027937	0.931279067260392	0			0
M138.056T8	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M138T481	138.05604848797	480.741710830316			94	NA		0.378005903507598	0.898980986668887	0	-0.365233246358951	0.582017835473644	0			0
M367.2469T16.7	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M367T1000	367.246871195706	999.62998109145			1093	NA		0.37089285285874	0.898980986668887	0	-0.0714154265901339	0.9581495207232	0			0
M421.1531T15.9	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M421T952	421.153129570562	951.641116150956	[258][M+2]-		41	NA		0.363226838607803	0.898980986668887	0	-0.0528822492191754	0.975011303213332	0			0
M304.2366T18.2	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			4		M304T1091	304.236603676652	1091.05606997489	[160][M+1]-		628	NA		-0.351368048482628	0.898980986668887	0	0.698127535038852	0.0902482641752094	0			0
M429.3011T15.6	metabolomics_plasma_c18acqui_neg	LAT	c18acqui			NA		M429T935	429.301058837704	934.87791642657		[M-H-COCH2]- 472.309	17	NA		-0.322511850180611	0.898980986668887	0	0.694028105763003	0.0718303447445593	0			0
