variableMetadata	set	gene	chromato	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	name	formula	monoisotopic_mass	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	chebi_id	hmdb_id	pubchem_id	inchikey	inchi	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
M722.1473T879.86_1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M722T880_1	722.14732380734	879.864153579465			4518	430	@M600.0714T885.47|+(C6H8N3)			NA										-0.767192104298868	0.546169348817619	0	-0.334813826097708	0.663714392950851	0	1.10029392062271		0
M316.2135T344.46	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M316T344	316.213512566668	344.455762092438			88	NA				NA										0.448963029049903	0.546856821584263	0	-1.16712702023794	0.00111333847332098	1	1.16039424648668		0
M156.1028T285.59	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M156T286	156.102806552883	285.588290157244		[M+3H-C6H8O6]3+ 641.321	101	NA				NA										-0.152713448487544	0.546856821584263	0	-0.157446014961643	0.310287336320562	0	0.647614916932106		0
M228.0313T372.79	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M228T373	228.031251377483	372.791614406379		[M+H+NH3]+ 209.998	79	109	@M300.0132T372.91|-(CO2)-(CO)|@M346.0554T373.35|-(C4H6O4)			NA										0.541185961623466	0.547468465944415	0	0.127200077192322	0.798974535429821	0	0.880651787794324		0
M781.5388T308.59_1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M782T309_1	781.538760717033	308.59344121808			3687	535	@M781.0378T308.48|+13Cdb|@M782.0401T308.56_4|-13Cdb			NA										-0.560366239472041	0.548453344197119	0	-0.215493184136271	0.70063316571081	0	1.36304762494365		0
M844.6284T423.94_1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M845T424_1	844.628401776808	423.940671942688	[1370][M]2+		38	518	@M845.1299T423.85_4|-13Cdb			NA										0.549676344801071	0.548453344197119	0	-1.8067275467635	3.0796549621734e-05	1	1.39763943434202		0
M433.2507T276.1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M433T276	433.250691628429	276.096783958033			4261	NA				NA										0.511165547223481	0.548453344197119	0	-3.19442044857748	6.01656054375231e-13	1	0.982082774622509		0
M833.6116T426.3_1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M834T426_1	833.611552903932	426.298970742526	[1360][M+1]2+		38	557	@M833.1103T426.4_1|+13Cdb			NA										0.320600476587961	0.548453344197119	0	-1.11469400909461	1.00611782674775e-05	1	1.39809322287994		0
M510.3577T743.06	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M510T743	510.35771431789	743.059258649987	[858][M]+	[M+H]+ 509.35	2709	NA				NA										-0.292912502717598	0.548453344197119	0	-0.430734772191112	0.154134572507285	0	0.664666205933073		0
M353.0575T355.98	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M353T356	353.057491070783	355.982087277424			4200	NA				NA										0.206783108170622	0.548453344197119	0	0.461509198358527	0.0365546361670161	1	0.532217314680712		0
M970.1458T454.82_3	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M970T455_3	970.145826501777	454.815844103766	[1439][M]+	[M+Na]+ 947.139	4	588	@M971.1452T455.99_2|-13C|-15N			NA										-0.175175083480514	0.548453344197119	0	-0.790022482919287	0.000369048776728251	1	0.269812695470078		0
M130.1233T417.68	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M130T418	130.12333564197	417.675932585825			2058	NA				NA										-0.169819520574986	0.548453344197119	0	-0.0645204841874296	0.703744556141452	0	1.34543779671954		0
M144.139T474.29	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M144T474	144.138957299519	474.288423291069			3950	32	@M145.1423T473.8|-13C			NA										-0.133889677382488	0.548453344197119	0	-0.0335812802744506	0.790499456971294	0	1.32334247937627		0
M454.2946T660.1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M454T660	454.294580641638	660.097572593814			3	NA				NA										2.73250294572489	0.548735975064989	0	-2.82920188316997	0.307995015123217	0	1.68323216671905		0
M310.1228T561.09	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M310T561	310.122789365628	561.091646148998			68	NA				NA										0.785510325822665	0.548735975064989	0	-0.623590662578451	0.478203148499624	0	1.61031959091301		0
M637.4295T815.27	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M637T815	637.429491199307	815.267260127617			860	NA				NA										-0.629249305469328	0.548735975064989	0	-0.364531465715578	0.56896082958516	0	1.0792939611805		0
M226.0722T252.24	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M226T252	226.072218655059	252.235789293283			2522	NA				NA										-0.57162326835523	0.548735975064989	0	0.0260974145016437	0.984880221811918	0	0.778451114316338		0
M720.1038T430.73	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M720T431	720.103780444614	430.726185321172			4412	NA				NA										0.488549560694207	0.548735975064989	0	-1.92488111218281	7.78231737726654e-07	1	1.36140459905132		0
M956.6966T455.74_2	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M957T456_2	956.696627662871	455.739812422386		[M+Na]+ 933.722	4	NA				NA										-0.394650323691106	0.548735975064989	0	-0.931643594363715	0.0291747644003101	1	0.827659377302128		0
M260.9754T50.13	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M261T50	260.975352281152	50.1256588039521			1344	NA				NA										0.350952377528611	0.548735975064989	0	-0.467782725470814	0.155184931524056	0	1.57547302543856		0
M833.2773T426.4_2	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M833T426_2	833.277312692715	426.401802503488	[1361][M]2+		38	558	@M833.7785T426.28_2|-13Cdb			NA										0.319242613676499	0.548735975064989	0	-0.992758978975843	8.47764569241099e-05	1	1.51108913605865		0
M589.0693T394.47_3	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M589T394_3	589.069344582356	394.472191238493	[1025][M+1]2+		666	NA				NA										-0.278550007705716	0.548735975064989	0	0.147622692097004	0.67915825271715	0	1.38355966587806		0
M556.9942T49.36_2	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M557T49_2	556.994239758488	49.3570047773889	[963][M]+		1531	83	@M376.9299T48.87|+(C6H10O5)+(H2O)|@M499.0353T49.41_2|+(NaCl)|@M557.9977T49.45|-13C|@M558.9911T49.36|-34S|-41K|-37Cl|@M559.9945T49.45|-13C-37Cl|-13C-34S|@M560.988T49.44|-44Ca|@M614.9529T49.21_2|-(NaCl)			NA										-0.225538279240382	0.548735975064989	0	0.0424657605001642	0.926833162151251	0	1.50108034791428		0
M165.8779T114.08_7	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M166T114_7	165.877850136725	114.078796623886		[M+2Na-H]+ 120.901	6	NA				NA										0.20321736781624	0.548735975064989	0	0.0300167494244015	0.860769625242888	0	1.6207087262313		0
M353.1358T63.75	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M353T64	353.135832731631	63.7455617843265			26	NA				NA										0.195998874058562	0.548735975064989	0	0.293913818757279	0.147928561755686	0	0.686241505438875		0
M200.0901T230.19_5	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M200T230_5	200.090075012975	230.188467041019		[M+2Na]2+ 354.187	8	NA				NA										0.182794091099378	0.548735975064989	0	0.40716533665473	0.0377951881539274	1	0.852470869000962		0
M498.8345T410.9_1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M499T411_1	498.834505914408	410.900046766769	[831][M]2+		38	336	@M499.3362T411.05_2|-13Cdb			NA										-0.101569658864847	0.548735975064989	0	-0.614898898836337	2.71211073909665e-05	1	0.361071991321488		0
M412.5533T292.54	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M413T293	412.553303573948	292.542925132581			3829	NA				NA										1.20885652034145	0.548771934162756	0	1.55524493882359	0.21496417050997	0	0.961325728210622		0
M616.1795T522.13	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M616T522	616.179504959841	522.132146860198	[1077][M]+		1726	440	@M614.1843T522.08|+34S|+41K|+37Cl|@M617.1822T522.13|-13C|@M618.1851T522.08|-18O|-13C2|@M619.1883T522.08|-13C3|-13C-18O|@M657.2058T522.13|-(CH3CN)|-(C2H3N)|@M658.2091T522.03|-(C2H4N.)|@M676.2106T522.4_2|-(NH3)-(CONH)|@M684.1667T522.08|-(HCOONa)			NA										1.0644566352833	0.548771934162756	0	-0.142211838407015	0.959911010121046	0	1.53642573988992		0
M172.5239T245.88	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M173T246	172.523942805081	245.8762688758			138	NA				NA										2.04196481823362	0.549295913119764	0	1.99744347567584	0.341878052990407	0	1.20739394184833		0
M639.1656T877.16_1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M639T877_1	639.16563297509	877.157389463368			4500	NA				NA										-0.806503398309756	0.549295913119764	0	-0.337946400495102	0.680796710825996	0	1.05424327052968		0
M420.2824T592.49	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M420T592	420.282442033649	592.489723376003	[683][M+1]2+		2449	247	@M378.2317T593.78|+(C3H6)|@M419.7808T592.57|+13Cdb|@M466.2847T590.99|-(HCOOH)|-(H2O-CO)|@M510.3121T589.58|-(C3H6O3)			NA										-0.657324607549803	0.549295913119764	0	-0.363610015730398	0.590442432952223	0	0.71260507429117		0
M193.0651T174.33	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M193T174	193.065101933794	174.334048499195			3049	NA				NA										-0.44645576075771	0.549295913119764	0	0.00855756007960018	0.96710456984764	0	0.695797377263941		0
M670.1777T309.09_4	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M670T309_4	670.177668521613	309.09273461518			3749	NA				NA										-0.692289708026978	0.550253842225308	0	0.155714307931643	0.904320398410245	0	1.45573283625955		0
M345.8601T48.33	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M346T48	345.860072721356	48.3343780205705			1414	NA				NA										0.148599938432698	0.550253842225308	0	-0.140992986600658	0.365445721732279	0	1.46711794785406		0
M366.5961T522.08	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M367T522	366.596080256991	522.07826125173			1666	NA				NA										1.37289751810627	0.551571235340472	0	0.209282246432478	0.858241515638193	0	1.44711196775485		0
M250.9741T55.39	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M251T55	250.974099641275	55.3909073911165		[M+K]+ 212.015	33	54	@M248.9771T55.41|+34S|+41K|+37Cl|@M272.9564T54.76|-Na			NA										-0.23788016670186	0.551571235340472	0	-0.412346342913958	0.100019419485858	0	0.60552548452444		0
M139.9829T198.71_16	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M140T199_16	139.982908018015	198.706860422807	[79][M]2+		13	NA				NA										0.390385785741639	0.552011398500273	0	-0.0567699052357575	0.952891007252248	0	1.37757445023029		0
M820.5495T368.68	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M821T369	820.549485720491	368.675790565277		[M+H]+ 819.549	79	NA				NA										1.81187757511327	0.552619087092137	0	-1.56657728890216	0.42777289578215	0	1.39202220482849		0
M774.0831T412.01_4	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M774T412_4	774.083143948108	412.008408690411	[1287][M+1]2+		2143	520	@M773.5817T412.1_1|+13Cdb			NA										0.414520318636695	0.552619087092137	0	-1.36893822954283	3.40537753937118e-05	1	1.41013360948463		0
M821.3728T326.1_2	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M821T326_2	821.372819463692	326.102294257647		[3M+Na+K]2+ 526.928 [3M+2H]2+ 546.911 [M+H]+ 820.366	28	424	@M821.8737T326.08_1|-13Cdb|@M822.3753T326.08_2|-13C|@M823.3773T325.91_2|-18O|-13C2			NA										1.35056654013078	0.553634585600628	0	-1.38997253347623	0.315856802391184	0	1.68164448347481		0
M704.5479T410.59_1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M705T411_1	704.547859821371	410.585854583214		[M+K]+ 665.593 [M+Na]+ 681.556	38	505	@M704.0464T410.84_1|+13Cdb|@M706.5495T414.28_1|-18O|-41K|-37Cl			NA										0.315580839550407	0.553634585600628	0	-0.754973948059106	0.00373887488466388	1	1.34821582598193		0
M544.2895T383.97	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M544T384	544.289495605195	383.96649985666			659	NA				NA										0.307184570222384	0.553634585600628	0	-0.751521357126343	0.00291748913399893	1	1.65453539558204		0
M319.9744T48.93	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M320T49	319.974351203366	48.9280086046903	[502][M+1]+		1388	NA				NA										-0.0961974594772563	0.553634585600628	0	0.0100498882202302	0.97823678705543	0	1.8005731469764		0
M204.0699T105.78	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M204T106	204.069866424585	105.776685133213			3267	NA				NA										1.74918236799933	0.554693430686543	0	-12.9711993270445	4.0370486195756e-16	1	1.00423495692444		0
M661.4495T849.58	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M661T850	661.449506872051	849.576812094801			3299	NA				NA										-0.831109704590968	0.554693430686543	0	-0.306511696201992	0.720116681433661	0	1.07942752821496		0
M784.9764T701.76	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M785T702	784.976379578332	701.75791010091			3649	NA				NA										-0.434610723918976	0.554693430686543	0	-1.24563709735121	0.0116477647798405	1	0.297336189864241		0
M586.1205T293.02_4	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M586T293_4	586.120525775841	293.021162318833			3813	NA				NA										-0.431195205934676	0.554693430686543	0	-0.382849380162485	0.391335976372649	0	0.843145380410342		0
M465.0128T286.43	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M465T286	465.012782532859	286.425727682081		[M+K+HCOOH]+ 380.035	101	76	@M392.9706T286.81|+4(H2O)|@M506.0395T287.06|-(CH3CN)|-(C2H3N)			NA										0.388239365477117	0.554693430686543	0	-0.590964537457451	0.0974674926169791	0	1.39280084251546		0
M247.13T184.95	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M247T185	247.130023921946	184.948789989105	[297][M]+		4033	127	@M248.1334T184.7|-13C			NA										-0.36822657162392	0.554693430686543	0	0.931438181342736	0.00202523566356343	1	1.27886301287319		0
M216.099T90.08	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M216T90	216.098983626435	90.0804309252101			2851	NA				NA										0.335293516574227	0.554693430686543	0	0.0213632605170986	0.918782598796365	0	1.00764176641335		0
M186.0767T61.18	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M186T61	186.076659556179	61.1804829970991			26	NA				NA										0.259076106451385	0.554693430686543	0	0.219900404489659	0.416322985948113	0	0.617022246450025		0
M773.47T697.24_2	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M773T697_2	773.469981965761	697.23992162124		[3M+2Na]2+ 500.316	2	532	@M770.4655T697.16|+13C+37Cl|+13C+18O|@M772.4705T697.25_2|+13C|+15N|@M772.9688T697.22_1|+13Cdb			NA										-0.255633475395307	0.554693430686543	0	-0.581996190325171	0.0368413702930873	1	0.44908621469221		0
M765.1572T358.58_2	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M765T359_2	765.157242886054	358.577805609683	[1280][M]2+		4366	NA				NA										0.242962015288278	0.554693430686543	0	0.466376109448113	0.0734721602253345	0	0.999678474660944		0
M202.9527T229.87_3	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M203T230_3	202.952668998431	229.865634103689		[M+K]+ 163.989 [M+K]+ 163.989	8	NA				NA										0.215359189114041	0.554693430686543	0	0.218751044445321	0.328710168864761	0	1.05274557834528		0
M674.9088T49.14	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M675T49	674.908789885899	49.1430305813793			1557	83	@M616.9499T49.25|+(NaCl)|@M672.9116T49.23_2|+34S|+41K|+37Cl|@M732.8676T49.09|-(NaCl)			NA										-0.190908764484476	0.554693430686543	0	0.0267052305792852	0.957019128280695	0	1.53689368162099		0
M620.0782T839.43	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M620T839	620.078234162229	839.430830908183			3161	NA				NA										-0.697586937227943	0.554906396209279	0	-0.0930551136584157	0.873945697873337	0	1.20349002883568		0
M344.9224T63.16	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M345T63	344.922372182333	63.1630348654508			26	NA				NA										0.249656509273635	0.554906396209279	0	0.0625665550499281	0.795183492201221	0	0.864384522893286		0
M617.1524T882.39_1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M617T882_1	617.152439680017	882.388211726228			3358	NA				NA										-0.695713057158125	0.555118743282541	0	-0.424007051965905	0.559694983697331	0	1.16427695146009		0
M248.0963T191.55	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M248T192	248.096347231368	191.548727221801			4582	NA				NA										0.566835284378719	0.555118743282541	0	-0.242170362864243	0.764313881525062	0	1.27569391131014		0
M127.2742T711.87	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M127T712	127.274178303173	711.873804364462			205	NA				NA										-0.528233338378683	0.555118743282541	0	-0.752657126065463	0.178484879444018	0	0.549691862182707		0
M243.1464T119.54	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M243T120	243.146364473692	119.538620376821			3206	NA				NA										-0.296463124414498	0.555118743282541	0	-0.402071324132772	0.199365536586129	0	0.696516836677724		0
M107.0498T387.61	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M107T388	107.049845731497	387.605846832226			507	NA				NA										0.282824749327125	0.555118743282541	0	0.783986475678653	0.0142098263161658	1	0.532582903263639		0
M124.2098T697.21	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M124T697	124.209843601839	697.210720163975			2	NA				NA										-0.260816921018531	0.555118743282541	0	-0.543569787678457	0.0542261195663895	0	0.517175734976795		0
M175.0351T260.68	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M175T261	175.035066400882	260.679897598559			2497	NA				NA										0.234833088075424	0.555118743282541	0	-0.290731698489479	0.208931927931763	0	1.51364545080698		0
M133.0502T102.94	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M133T103	133.050216952383	102.944623041769			3197	NA				NA										0.218974303115447	0.555118743282541	0	-0.0963962758213288	0.753163547483964	0	1.34812699737402		0
M559.9945T49.45	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M560T49	559.994544136731	49.4531318546315	[963][M+3]+		1534	83	@M556.9942T49.36_2|+13C+37Cl|+13C+34S|@M558.9911T49.36|+13C|@M560.988T49.44|-15N			NA										-0.217420311406562	0.555118743282541	0	0.232577501943908	0.298758473234413	0	1.78586906483896		0
M656.1703T521.92_1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M656T522_1	656.170266192211	521.923027919352			1739	440	@M684.1667T522.08|-(CO)			NA										1.47774551028995	0.555188693758022	0	-0.303920085857866	0.918782598796365	0	1.53087589322112		0
M489.358T866.48	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M489T866	489.358031748426	866.481719624368			3553	NA				NA										0.779541021672808	0.555188693758022	0	-0.853568481030029	0.283997131484404	0	1.63885040999341		0
M565.5555T326.07_1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M566T326_1	565.55552266852	326.070126149287	[983][M]+	[M+K]+ 526.591	28	375	@M562.557T325.86|+13C+37Cl|+13C+34S|@M566.5581T325.83_1|-13C			NA										0.578669604013291	0.555188693758022	0	-0.8348477580404	0.126064916433766	0	1.61516492692243		0
M797.0142T49.46	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M797T49	797.014235071544	49.4597826274871			1566	83	@M616.9499T49.25|+(C6H10O5)+(H2O)			NA										-0.524742195103387	0.555188693758022	0	0.0601284087431928	0.972477651207492	0	1.2808903488261		0
M217.1057T136.47	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M217T136	217.105712341222	136.467396733655	[225][M]+		3200	NA				NA										0.180244346778508	0.555188693758022	0	-0.170552539022427	0.375863371467964	0	1.39042675370628		0
M596.3017T653.58_2	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M596T654_2	596.301673330814	653.579158371915		[M+Na]+ 573.316	25	422	@M595.3002T653.58_2|+13C|+15N|@M595.8013T653.55_1|+13Cdb|@M596.8033T653.58_1|-13Cdb|@M597.3006T653.55_2|-13C|-15N			NA										-0.2745853229783	0.555670870177114	0	-0.259516189533951	0.368213255462295	0	0.767313486164583		0
M702.7995T862.73_1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M703T863_1	702.799532158668	862.732032305437			2783	NA				NA										-0.595264929416865	0.556410179626065	0	-0.253830820550927	0.681786163144009	0	1.11788025494144		0
M330.0797T54.88	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M330T55	330.079662258342	54.8770771397162	[519][M]+		33	NA				NA										-0.25982013007834	0.556566969729572	0	-0.444398655886571	0.110713114445506	0	0.53051873750473		0
M620.1892T522.03	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M620T522	620.189234915703	522.027070215214			1730	440	@M614.1843T522.08|+Li|@M617.1822T522.13|+13C3|+13C+18O|@M618.1851T522.08|+18O|+13C2|@M619.1883T522.08|+13C|+15N			NA										1.50599281506071	0.556901791464717	0	-0.0921136139682588	0.994003289253174	0	1.49783625242677		0
M615.1877T522.13	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M615T522	615.187748034148	522.129452288246	[1069][M+1]+		1725	440	@M614.1843T522.08|+13C|@M617.1822T522.13|-34S|-41K|-37Cl|@M618.1851T522.08|-13C-37Cl|-13C-34S|@M657.2058T522.13|-(CH2N2)|@M658.2091T522.03|-(C2H3O.)|@M659.2126T522.13|-(C2H4O)			NA										1.14712834595806	0.556901791464717	0	-0.0893938605740239	0.99613945889183	0	1.49713159957735		0
M565.8899T326.02_2	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M566T326_2	565.889945095447	326.019493426443	[984][M]+	[M+K]+ 526.928	28	396	@M566.8911T325.67_2|-13C|-15N			NA										0.543919384501837	0.556901791464717	0	-0.824137169002244	0.104171542326898	0	1.59393563029828		0
M654.4357T852.45_2	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M654T852_2	654.435673635887	852.45271507128			3297	NA				NA										-0.536908837395087	0.556901791464717	0	-0.2663413728446	0.641578332173757	0	1.04202610845497		0
M773.5817T412.1_1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M774T412_1	773.581746620081	412.098733658817	[1287][M]2+		38	520	@M729.5564T408.31_1|+(C2H4O)|@M774.0831T412.01_4|-13Cdb			NA										0.487226385706752	0.556901791464717	0	-1.55247788218809	7.98284755567284e-05	1	1.26638392333247		0
M724.541T423.84_1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M725T424_1	724.540958981565	423.836167634025			2132	511	@M828.6226T422.61|-(C5H12O2)			NA										0.378730711752858	0.556901791464717	0	-1.60307397860633	2.29892943913894e-07	1	1.26729596618683		0
M494.2442T298.78_2	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M494T299_2	494.244196851815	298.776415656886			225	NA				NA										0.372594294043029	0.556901791464717	0	0.290628413461608	0.465162019696402	0	1.11392153724242		0
M777.9859T423.3_4	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M778T423_4	777.985899886982	423.300443426831		[M+H-H20]+ 794.987 [M+H-H20]+ 794.991	38	NA				NA										-0.349560305818322	0.556901791464717	0	-0.962651564073877	0.015741313484005	1	0.472550957519752		0
M360.0443T373.1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M360T373	360.044295288758	373.102447493112		[M+K]+ 321.079	79	109	@M300.0132T372.91|+(NH3)+(CONH)			NA										0.343670588243972	0.556901791464717	0	0.154890769661478	0.66613460797857	0	0.669451301707751		0
M426.2276T378.83	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M426T379	426.227596928982	378.825403243191			620	NA				NA										-0.337579655167575	0.556901791464717	0	-0.548231954108701	0.130390469238396	0	0.384776434432996		0
M321.1664T70.75	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M321T71	321.16641060942	70.7467505700885			2902	NA				NA										0.329472908737248	0.556901791464717	0	-0.190843601458521	0.652251392201149	0	1.2174008304019		0
M211.1299T85.85	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M211T86	211.129880018025	85.8503685428311			2847	NA				NA										-0.278789324030368	0.556901791464717	0	0.0898073853497561	0.837906687723969	0	1.15434103005051		0
M143.8681T198.43_8	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M144T198_8	143.868102882338	198.433214680304		[M+Na]+ 120.879	13	NA				NA										0.236931392139486	0.556901791464717	0	-0.251418919359379	0.308323034832414	0	1.18881328123907		0
M305.0986T70.19	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M305T70	305.098593386553	70.1946837982211			2896	NA		N-Acetyl-Asp-Glu;N-Acetylaspartylglutamic acid	C11H16N2O8	304.09067	C12270	Amino acid metabolism	Alanine, Aspartate and Glutamate	Aspartate		HMDB01067	CID5255	OPVPGKGADVGKTG-UHFFFAOYSA-N	InChI=1S/C11H16N2O8/c1-5(14)12-7(4-9(17)18)10(19)13-6(11(20)21)2-3-8(15)16/h6-7H,2-4H2,1H3,(H,12,14)(H,13,19)(H,15,16)(H,17,18)(H,20,21)	0.230782684258726	0.556901791464717	0	0.205639294381541	0.397248369697896	0	1.22981808576866		0
M232.6695T697.28	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M233T697	232.66953790507	697.276576947466			2	NA				NA										-0.180815206686777	0.556901791464717	0	-0.374108789780415	0.0582333269077595	0	0.558985950913386		0
M528.7729T46.26	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M529T46	528.772899350741	46.2568917008985			49	NA				NA										2.26190805798698	0.557027682004257	0	-2.43777266423862	0.29936695455209	0	1.64825355670543		0
M993.5116T298.73	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M994T299	993.511570768909	298.731278977624			228	NA				NA										0.680545433592895	0.557027682004257	0	-0.298788071655292	0.756980981905497	0	1.38934179909404		0
M714.3383T323.5_2	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M714T323_2	714.338319688474	323.495059773401	[1230][M+1]2+		1167	513	@M713.3356T323.48_2|+13C			NA										1.45672090194819	0.557129161819799	0	0.421589462184549	0.777014371148168	0	1.18425064813201		0
M606.1459T885.28	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M606T885	606.14586536917	885.27592629955			3354	NA				NA										-0.80864797365305	0.557129161819799	0	0.018311269130626	0.97012764886357	0	1.28688642953617		0
M127.3687T74.92_32	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M127T75_32	127.368657306483	74.9216971661649		[M+2Na+2K-H]3+ 259.207	1	NA				NA										-0.27926781194965	0.557129161819799	0	0.272666853168358	0.361312879519812	0	1.31734255156856		0
M329.166T697.31	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M329T697	329.165983719003	697.312325831583		[M+Na+K-H]+ 268.224	2	NA				NA										-0.181888892634348	0.557129161819799	0	-0.358224932627884	0.0717298743220859	0	0.615647056627653		0
M686.1734T522.08	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M686T522	686.173398092643	522.07826125173	[1179][M+2]+		1753	440	@M614.1843T522.08|+(CO2)+(CO)|@M618.1851T522.08|+(HCOONa)|@M684.1667T522.08|+18O|+13C2|@M685.1699T522.08|+13C			NA										1.60227757331552	0.560538880712868	0	0.0129473138853804	0.950982255406868	0	1.46808396479787		0
