variableMetadata	chromato	name	chebi_id	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M210.8888T46.95	c18hyper			0.0169887173912429	0.992310520972318	0	-0.188707121389019	0.226064672867785	0	-0.0296852068679243	0.936236532369485	0	-0.0984178043384141	0.409306631337877	0	0.416087820989933	0.572935010130626	E	E	E	E	E	E								NA			M211T47	210.888782308031	46.9486432101281		[M+H]+ 209.879	90	35	@M206.8948T47.04|+44Ca|@M208.8918T47.05|+34S|+41K|+37Cl
M216.9237T46.25	c18hyper			-0.00571103474973356	0.936768475683648	0	-0.159619290499329	0.106869573049718	0	-0.0455305583807188	0.827887332268459	0	-0.100240642152222	0.236172574172388	0	0.231425897228439	1.32718810831955	E	E	E	E	E	E								NA			M217T46	216.923675735212	46.2471110759993	[223][M]+		49	35	@M148.9359T46.63|+(HCOONa)|@M218.9207T46.22|-34S|-41K|-37Cl|@M274.8825T46.31|-(NaCl)
M254.8247T48.34	c18hyper			-0.0124909539305698	0.960322656911261	0	-0.0363660495328091	0.827546095595162	0	-0.0378975680268852	0.905067406872106	0	-0.0146322085495925	0.932413697843197	0	0.17306737398999	0.802335109140619	E	E	E	E	E	E								NA			M255T48	254.824650375798	48.3359782292722			1335	35	@M196.8659T48.1|+(NaCl)|@M256.8217T48.32|-34S|-41K|-37Cl|@M258.8187T48.3_1|-44Ca|@M312.7835T48.06_1|-(NaCl)
M256.8217T48.32	c18hyper			-0.0219257595758933	0.932593058043705	0	-0.028343603047702	0.867412698553446	0	-0.0552495861049778	0.844200900814776	0	-0.0288486349982549	0.850703928251666	0	0.193712588660729	1.04593579859598	E	E	E	E	E	E								NA			M257T48	256.821691097289	48.3202572723632			1337	35	@M198.863T48.1|+(NaCl)|@M254.8247T48.34|+34S|+41K|+37Cl|@M258.8187T48.3_1|-34S|-41K|-37Cl|@M314.7806T48.07|-(NaCl)|@M324.8095T46.97|-(HCOONa)
M258.8187T48.3_1	c18hyper			-0.0163109969269222	0.950612624599623	0	-0.0370395422599366	0.824379284973876	0	-0.0410794333365736	0.894875710826723	0	-0.0417654432700694	0.767613575654474	0	0.205115742894232	0.930604316517815	E	E	E	E	E	E								NA			M259T48_1	258.818723007063	48.2999257673823			29	35	@M200.8601T48.11|+(NaCl)|@M254.8247T48.34|+44Ca|@M256.8217T48.32|+34S|+41K|+37Cl|@M260.8158T48.32|-34S|-41K|-37Cl|@M316.7777T48.1_1|-(NaCl)
M260.8158T48.32	c18hyper			-0.0967642889975515	0.6978926523923	0	-0.0561104855515797	0.71626283726965	0	-0.113599092735052	0.727212711960362	0	-0.0541000231540796	0.729850857197087	0	0.911516809168529	1.52587203452946	E	E	E	E	E	E								NA			M261T48	260.815810400703	48.3211042777403			1343	35	@M258.8187T48.3_1|+34S|+41K|+37Cl
M264.8535T46.92	c18hyper			-0.00158768820906374	0.966089791996329	0	-0.178827564216256	0.292947797023683	0	-0.0634861464033278	0.844164365299581	0	-0.116401094953137	0.384070357835102	0	0.228305876319803	0.951128645354802	E	E	E	E	E	E								NA			M265T47	264.853548146393	46.9150398340293		[M+Na]+ 241.865	90	35	@M196.8659T48.1|+(HCOONa)|@M206.8948T47.04|+(NaCl)|@M266.8507T46.88|-34S|-41K|-37Cl|@M268.8476T46.78|-44Ca|@M322.8125T46.95|-(NaCl)|@M332.8413T46.57|-(HCOONa)
M266.8507T46.88	c18hyper			0.00420471271544898	0.974904078018939	0	-0.202910009147704	0.216631109167755	0	-0.0541808573929359	0.86976649083686	0	-0.139379701171553	0.247283019443481	0	0.318000970572832	0.866584866676696	E	E	E	E	E	E								NA			M267T47	266.850655320306	46.8785024775081		[M+Na]+ 243.861	90	35	@M198.863T48.1|+(HCOONa)|@M208.8918T47.05|+(NaCl)|@M264.8535T46.92|+34S|+41K|+37Cl|@M268.8476T46.78|-34S|-41K|-37Cl|@M324.8095T46.97|-(NaCl)|@M334.8383T46.57|-(HCOONa)
M268.8476T46.78	c18hyper			-0.00546686363998461	0.965599406841251	0	-0.102318965959867	0.514072366960256	0	-0.0691681959799588	0.820072862596572	0	-0.0959783927168729	0.48374117665005	0	0.161080084727778	1.15539678045782	E	E	E	E	E	E								NA			M269T47	268.847640346618	46.7755650404922			90	35	@M264.8535T46.92|+44Ca|@M266.8507T46.88|+34S|+41K|+37Cl
M276.8795T46.38	c18hyper			0.0135530865500399	0.990466778074654	0	-0.23525173330647	0.0641116628430689	0	-0.0458528189219471	0.874880071607747	0	-0.168972979250615	0.0774699769850076	0	0.451832971245553	0.935549646124582	E	E	E	E	E	E								NA			M277T46	276.879484654139	46.3801330584607			49	35	@M208.8918T47.05|+(HCOONa)|@M218.9207T46.22|+(NaCl)|@M274.8825T46.31|+34S|+41K|+37Cl|@M334.8383T46.57|-(NaCl)|@M344.8672T46.15|-(HCOONa)
M312.7835T48.06_1	c18hyper			-0.0261150649927053	0.94757821390835	0	-0.0378685950064117	0.876621678756982	0	-0.0388301245038143	0.945622122141539	0	-0.0821057600028006	0.682747850484429	0	0.194868907774336	0.546524374116918	E	E	E	E	E	E								NA			M313T48_1	312.783514219965	48.0584280975522			1379	35	@M254.8247T48.34|+(NaCl)|@M314.7806T48.07|-34S|-41K|-37Cl|@M316.7777T48.1_1|-44Ca|@M370.7424T48.39|-(NaCl)
M314.7806T48.07	c18hyper			0.00893329395888287	0.985943325047232	0	-0.0343290347280885	0.891172318268245	0	-0.0446488971908465	0.933241252034062	0	-0.14136822919998	0.405787155097714	0	0.124793310065996	0.555964045224444	E	E	E	E	E	E								NA			M315T48	314.780571756392	48.0720727355244			1381	35	@M256.8217T48.32|+(NaCl)|@M312.7835T48.06_1|+34S|+41K|+37Cl|@M316.7777T48.1_1|-34S|-41K|-37Cl|@M318.7749T48.01|-44Ca|@M372.7395T48.39|-(NaCl)
M316.7777T48.1_1	c18hyper			0.018234042690576	0.97035409307958	0	-0.0677116826237203	0.767994380877848	0	-0.0347075541656423	0.953541759611043	0	-0.138140081223423	0.441278854042241	0	0.158514776972879	0.485917409095384	E	E	E	E	E	E								NA			M317T48_1	316.777705680728	48.1026928576833			1383	35	@M258.8187T48.3_1|+(NaCl)|@M312.7835T48.06_1|+44Ca|@M314.7806T48.07|+34S|+41K|+37Cl|@M318.7749T48.01|-34S|-41K|-37Cl|@M374.7365T48.39|-(NaCl)
M318.7749T48.01	c18hyper			0.0271639418931446	0.962014120566419	0	-0.0426964706412214	0.891172318268245	0	-0.0370258438466085	0.966296639269186	0	-0.247031573312254	0.309773319078551	0	0.136406337294721	0.228195489214642	E	E	E	E	E	E								NA			M319T48	318.774879590061	48.0130118318378			1385	35	@M314.7806T48.07|+44Ca|@M316.7777T48.1_1|+34S|+41K|+37Cl
M322.8125T46.95	c18hyper			0.000709852008426992	0.973908232332539	0	-0.178733009272037	0.355786179960108	0	-0.0555418506325935	0.890247670535637	0	-0.127311479376246	0.393853372300813	0	0.237369908024115	0.685240300830961	E	E	E	E	E	E								NA			M323T47	322.812452085284	46.9487478106465			90	35	@M264.8535T46.92|+(NaCl)|@M324.8095T46.97|-34S|-41K|-37Cl|@M326.8065T46.95|-44Ca|@M380.7713T47.06|-(NaCl)
M324.8095T46.97	c18hyper			0.0209989397826824	0.979460982210478	0	-0.171328665524072	0.368327960440324	0	-0.0606332109913517	0.87004518790264	0	-0.144065360878312	0.308427995216266	0	0.372164813699636	0.866610917808071	E	E	E	E	E	E								NA			M325T47	324.809521729583	46.9684600044292		[M+Na]+ 301.82	90	35	@M256.8217T48.32|+(HCOONa)|@M266.8507T46.88|+(NaCl)|@M322.8125T46.95|+34S|+41K|+37Cl|@M326.8065T46.95|-34S|-41K|-37Cl|@M382.7684T47.08|-(NaCl)
M326.8065T46.95	c18hyper			0.02067794729426	0.977367944739708	0	-0.15776006422233	0.356020218105924	0	-0.021162832528109	0.966296639269186	0	-0.157032076002455	0.235656142764046	0	0.428726394225309	0.446056224623953	E	E	E	E	E	E								NA			M327T47	326.806517958722	46.9519793222729		[3M+H+Na]2+ 209.879	90	35	@M322.8125T46.95|+44Ca|@M324.8095T46.97|+34S|+41K|+37Cl
M332.8413T46.57	c18hyper			0.0120239156355524	0.986949492357196	0	-0.240273721219005	0.109116735886411	0	-0.0696201425385823	0.817231014003633	0	-0.178969946699002	0.115333352810854	0	0.417089496555315	1.10827802848228	E	E	E	E	E	E								NA			M333T47	332.841277230345	46.5714561366525			49	35	@M264.8535T46.92|+(HCOONa)|@M274.8825T46.31|+(NaCl)|@M334.8383T46.57|-34S|-41K|-37Cl|@M336.8353T46.58|-44Ca|@M390.8001T46.65|-(NaCl)
M334.8383T46.57	c18hyper			0.0242288321569966	0.979399025535497	0	-0.234086935524829	0.111717288402625	0	-0.0546481562633083	0.859876617633485	0	-0.158768392901845	0.150269106412552	0	0.425323412000363	1.04941095364761	E	E	E	E	E	E								NA			M335T47	334.838333014441	46.5714561366525		[M+Na]+ 311.845	49	35	@M266.8507T46.88|+(HCOONa)|@M276.8795T46.38|+(NaCl)|@M332.8413T46.57|+34S|+41K|+37Cl|@M336.8353T46.58|-34S|-41K|-37Cl|@M392.7972T46.65|-(NaCl)|@M402.8261T46.46|-(HCOONa)
M336.8353T46.58	c18hyper			0.0144039958464255	0.989495297885601	0	-0.260785882491673	0.0965134907499595	0	-0.0708264874480804	0.811003882460048	0	-0.197671879753656	0.0655176300289335	0	0.31766905196971	1.21115219773384	E	E	E	E	E	E								NA			M337T47	336.835341840032	46.5782118735575			49	35	@M332.8413T46.57|+44Ca|@M334.8383T46.57|+34S|+41K|+37Cl
M342.8702T46.14	c18hyper			-0.000207663161969407	0.952372579336659	0	-0.211087141806502	0.0555857343703375	0	-0.0626195628454198	0.787619924361925	0	-0.122972307979133	0.189157159718429	0	0.286047026716432	1.32549600584916	E	E	E	E	E	E								NA			M343T46	342.870184447818	46.1440175583866		[M+H-HCOOH]+ 387.869	49	35	@M274.8825T46.31|+(HCOONa)|@M344.8672T46.15|-34S|-41K|-37Cl|@M400.8291T46.47|-(NaCl)
M344.8672T46.15	c18hyper			0.0300176661880975	0.944303450903752	0	-0.198013773333741	0.0470820433524975	1	-0.0322832487670048	0.916081707715131	0	-0.11024954452224	0.287677697820976	0	0.569781735008664	0.788489117275231	E	E	E	E	E	E								NA			M345T46	344.867247478611	46.145813136648			49	35	@M276.8795T46.38|+(HCOONa)|@M342.8702T46.14|+34S|+41K|+37Cl
M370.7424T48.39	c18hyper			-0.0167115250791952	0.962014120566419	0	-0.00123397996897623	0.993737697315233	0	-0.0270218818949921	0.946919634204125	0	0.0088743278585639	0.958728768493288	0	0.217356816831491	0.593159598188759	E	E	E	E	E	E								NA			M371T48	370.742428257371	48.3858125426041			1424	35	@M312.7835T48.06_1|+(NaCl)|@M372.7395T48.39|-34S|-41K|-37Cl|@M374.7365T48.39|-44Ca
M372.7395T48.39	c18hyper			-0.0234687670806366	0.931565317229133	0	-0.0190940025429711	0.912163809718012	0	-0.0479411615757535	0.881178298067047	0	-0.0167137916542401	0.928128633278726	0	0.389924217637341	0.892843544304428	E	E	E	E	E	E								NA			M373T48	372.739487520632	48.3897925890014			1428	35	@M314.7806T48.07|+(NaCl)|@M370.7424T48.39|+34S|+41K|+37Cl|@M374.7365T48.39|-34S|-41K|-37Cl|@M376.7335T48.42|-44Ca|@M430.6984T48.39|-(NaCl)
M374.7365T48.39	c18hyper			-0.01401854008488	0.964885569894423	0	0.011642900924091	0.957591698465076	0	-0.0825845511337562	0.784289975201385	0	-0.0113563413218252	0.962161416534038	0	0.269541208332263	1.22103932504124	E	E	E	E	E	E								NA			M375T48	374.736530806975	48.3935174039065			1429	35	@M316.7777T48.1_1|+(NaCl)|@M370.7424T48.39|+44Ca|@M372.7395T48.39|+34S|+41K|+37Cl|@M432.6955T48.39|-(NaCl)
M376.7335T48.42	c18hyper			-0.0758744176682722	0.773681098595557	0	0.00209108604012265	0.989567713661504	0	-0.0642703552490005	0.831231676242797	0	-0.039103783953891	0.811187879929341	0	0.934882277687315	1.01940945997846	E	E	E	E	E	E								NA			M377T48	376.733546794188	48.4154335986591			1430	35	@M372.7395T48.39|+44Ca
M380.7713T47.06	c18hyper			-0.0167751620906671	0.943796145474247	0	-0.115261345917535	0.517119400825855	0	-0.0423337491300053	0.912488130979061	0	-0.0887913599904344	0.539339488307132	0	0.0623794051661157	0.722017022566214	E	E	E	E	E	E								NA			M381T47	380.771345431028	47.0605138630746			1435	35	@M322.8125T46.95|+(NaCl)|@M382.7684T47.08|-34S|-41K|-37Cl|@M384.7653T47.05|-44Ca
M382.7684T47.08	c18hyper			-0.054277603061994	0.853525596345403	0	-0.152192758539503	0.436427531998464	0	-0.0502456518554197	0.898273585280327	0	-0.0991069893581624	0.516715315440192	0	0.177025396216139	0.779811428809476	E	E	E	E	E	E								NA			M383T47	382.768393841942	47.081427888329			1439	35	@M324.8095T46.97|+(NaCl)|@M380.7713T47.06|+34S|+41K|+37Cl|@M384.7653T47.05|-34S|-41K|-37Cl|@M440.7273T47.1|-(NaCl)
M384.7653T47.05	c18hyper			-0.0876435028038571	0.770962302489192	0	-0.110810815016944	0.545663001195015	0	-0.0946742337633104	0.784289975201385	0	-0.100160122308026	0.520445905502893	0	0.519717958786232	1.30236839653125	E	E	E	E	E	E								NA			M385T47	384.765349886464	47.0473462376948			1443	35	@M380.7713T47.06|+44Ca|@M382.7684T47.08|+34S|+41K|+37Cl
M390.8001T46.65	c18hyper			-0.0295878160670711	0.877919346615285	0	-0.188567979419599	0.195631655733801	0	-0.110488218588507	0.701780651437226	0	-0.118115361068519	0.3194897149209	0	0.00210712272075659	1.83698422122056	E	E	E	E	E	E								NA			M391T47	390.800116735017	46.648286435668		[M+H]+ 389.793	49	35	@M332.8413T46.57|+(NaCl)|@M392.7972T46.65|-34S|-41K|-37Cl
M392.7972T46.65	c18hyper			-0.00452014605065187	0.955764808713315	0	-0.172711349619657	0.197185470272556	0	-0.0921797368244519	0.733412420431907	0	-0.118284387217575	0.285351517108751	0	0.211031855623183	1.61196726800322	E	E	E	E	E	E								NA			M393T47	392.797214682609	46.648286435668		[M+H]+ 391.792	49	35	@M334.8383T46.57|+(NaCl)|@M390.8001T46.65|+34S|+41K|+37Cl
M400.8291T46.47	c18hyper			-0.00524961496050125	0.936729240646384	0	-0.234528894287379	0.0615988415131828	0	-0.0677129335858133	0.790321948727308	0	-0.141417420007429	0.163320657527032	0	0.181942349607622	1.4128476449688	E	E	E	E	E	E								NA			M401T46	400.8290600551	46.4740286028918			49	35	@M342.8702T46.14|+(NaCl)|@M402.8261T46.46|-34S|-41K|-37Cl
M402.8261T46.46	c18hyper			0.0210886288219818	0.987253466542228	0	-0.239212796048943	0.0436843397310756	1	-0.0562525745731364	0.820216211439172	0	-0.134269226076938	0.164862954970466	0	0.518122763507218	1.12097995642573	E	E	E	E	E	E								NA			M403T46	402.82614336088	46.463549327258		[M+Na+NaCOOH]+ 311.845	49	35	@M334.8383T46.57|+(HCOONa)|@M400.8291T46.47|+34S|+41K|+37Cl
M430.6984T48.39	c18hyper			0.000444758215177643	0.999318089349542	0	-0.00207342716717207	0.994116492106513	0	-0.0169383159288827	0.969383710049261	0	-0.0392812100979967	0.829499643173586	0	0.134610864931228	0.35393973962776	E	E	E	E	E	E								NA			M431T48	430.698362138067	48.3935174039065			1465	35	@M372.7395T48.39|+(NaCl)|@M432.6955T48.39|-34S|-41K|-37Cl
M432.6955T48.39	c18hyper			-0.0235053373985536	0.937155723394055	0	-0.0443967588920344	0.821663670174359	0	-0.0439185169381595	0.916416795029525	0	-0.0757775372560374	0.64905273395087	0	0.149831826852758	0.691282009991637	E	E	E	E	E	E								NA			M433T48	432.695470777914	48.391654996454			1467	35	@M374.7365T48.39|+(NaCl)|@M430.6984T48.39|+34S|+41K|+37Cl|@M434.6926T48.41|-34S|-41K|-37Cl|@M490.6544T48.42|-(NaCl)
M434.6926T48.41	c18hyper			-0.0327151369806185	0.922392555622711	0	-0.028045351935079	0.896614602530633	0	-0.0423373695317348	0.930111780308571	0	-0.0871111333549237	0.611465591445757	0	0.193641574256817	0.638486384587495	E	E	E	E	E	E								NA			M435T48	434.692588758998	48.4102983599399			1468	35	@M432.6955T48.39|+34S|+41K|+37Cl
M440.7273T47.1	c18hyper			-0.0268371580617828	0.938784922318503	0	-0.163810709931829	0.528815215634028	0	-0.0222098367671357	0.966296639269186	0	-0.108504407084043	0.523340276985178	0	0.0403130585921742	0.490971182285322	E	E	E	E	E	E								NA			M441T47	440.727306274512	47.1023075342538			1473	35	@M382.7684T47.08|+(NaCl)
M490.6544T48.42	c18hyper			-0.0291179279368663	0.938043161434677	0	-0.0220953278307778	0.922501334535293	0	-0.124315792454306	0.783606670279747	0	-0.140916141963062	0.477564705594125	0	0.139070420139384	0.9882000597694	E	E	E	E	E	E								NA			M491T48	490.654434278783	48.4154335986591			1495	35	@M432.6955T48.39|+(NaCl)
M140.0475T94.02	c18hyper			-0.451080165434124	0.726564692573192	0	-0.0316967969655924	0.949553814119273	0	-0.49446395971629	0.899131723280132	0	1.84896484176131	0.285089089841001	0	0.662958802379884	0.277237134497077	E	E	E	E	E	E								NA			M140T94	140.047508741184	94.0166176124876			4158	36	@M141.0553T93.97|-13C
M141.0553T93.97	c18hyper			0.731690986200311	0.559721010581392	0	-0.0541448325242833	0.99877769450111	0	1.05322631132181	0.516189229433201	0	0.391648595280701	0.698634850290137	0	1.85391695079302	1.82429024379385	E	E	E	E	E	E								NA			M141T94	141.055347240809	93.9670146344585			4159	36	@M140.0475T94.02|+13C
M142.0615T198.71_8	c18hyper			-0.0483817267790947	0.783452365799146	0	-0.159653317131884	0.162040218143902	0	0.0461072069939839	0.843149225139905	0	-0.035117420653151	0.753875769810278	0	0.410119660395232	0.480767361988899	E	E	E	E	E	E								NA			M142T199_8	142.061453538359	198.706860422807	[83][M]+		13	37	@M143.0647T198.55_12|-13C|@M144.0654T198.55_4|-18O|-13C2
M184.1703T761.75	c18hyper			-0.166850610215661	0.824398094619099	0	-0.317115812448495	0.523399845937226	0	-0.375678543288853	0.734994590131523	0	-0.0249742138429596	0.989606293725043	0	0.287801952155865	0.907920171057637	E	E	E	E	E	E								NA			M184T762	184.170336597734	761.753475618645		[M+H-CH2]+ 197.179	23	38	@M142.1232T761.99|+(C3H6)
M144.1025T51.44	c18hyper	Stachydrine;L-Proline betaine	CHEBI:35280	0.00768013946980517	0.926007473239471	0	-0.483925123171861	0.00036163201416716	1	0.210646432294105	0.547417414139845	0	-0.563047002317692	0.000570409011909597	1	0.587186067528395	1.06482344573795	E	E	E	E	E	E	C10172				HMDB04827	CID115244	C7H13NO2	143.09463	CMUNUTVVOOHQPW-LURJTMIESA-N	InChI=1S/C7H13NO2/c1-8(2)5-3-4-6(8)7(9)10/h6H,3-5H2,1-2H3/t6-/m0/s1	M144T51	144.102478207913	51.4380038290839			1220	39	@M145.1058T51.56_2|-13C
M144.139T474.29	c18hyper			-0.119902584560982	0.636705156217292	0	-0.056735178995762	0.710866396406842	0	-0.118628395366475	0.784289975201385	0	-0.0593132770906202	0.803830705495832	0	1.10683328839683	1.42117696115939	E	E	E	E	E	E								NA			M144T474	144.138957299519	474.288423291069			3950	40	@M145.1423T473.8|-13C
M146.0608T389.13	c18hyper			-0.0783323576663548	0.947038123273386	0	0.742219092956429	1.54169786288025e-05	1	0.0487712339552075	0.977067120576075	0	0.86615686163848	6.02112191638979e-06	1	0.598304600292715	0.178734059163138	E	E	E	E	E	E								NA			M146T389	146.06081130862	389.127777886021	[92][M]+		512	41	@M147.0641T388.92|-13C
M146.0819T121.67	c18hyper	N-Isobutyrylglycine|4-Acetamidobutanoic acid;4-Acetamidobutyric acid	CHEBI:70979|CHEBI:17645	-0.0372519582655393	0.909248304312252	0	-0.679903472227277	0.0586500129128431	0	-0.259875521523433	0.739476049280495	0	-0.821217824600982	0.00194940498552405	1	0.0922938613105418	0.857737917446494	E	E	E	E	E	E	C02946	Amino acid metabolism|Lipid metabolism	Aginine and Proline metabolism|Fatty acids	Pustrescine|Acylglycine	HMDB00730|HMDB03681	CID10855600|CID18189	C6H11NO3	145.0739	DCICDMMXFIELDF-UHFFFAOYSA-N|UZTFMUBKZQVKLK-UHFFFAOYSA-N	InChI=1S/C6H11NO3/c1-4(2)6(10)7-3-5(8)9/h4H,3H2,1-2H3,(H,7,10)(H,8,9)|InChI=1S/C6H11NO3/c1-5(8)7-4-2-3-6(9)10/h2-4H2,1H3,(H,7,8)(H,9,10)	M146T122	146.081894394282	121.669930408007	[87][M+2]+		3255	42	@M206.1145T121.76|-(NH3)-(CONH)
M146.1183T175.62	c18hyper			-0.284199113426045	0.553331834435029	0	0.531307115351233	0.00827553148408505	1	-0.0399705557210979	0.912821584389711	0	0.497385552152572	0.00735549497339271	1	1.77319608984197	0.173929260440299	E	E	E	E	E	E								NA			M146T176	146.118274643428	175.617117837622	[93][M]+		3044	43	@M147.1216T175.66|-13C
M147.1134T42.24	c18hyper	L-Lysine;Lysine	CHEBI:18019	-0.198702770560072	0.570357169490623	0	0.431753181346142	0.00434499396660603	1	-0.00348561678929826	0.956193637707976	0	0.569937421700342	7.85059929646514e-05	1	1.42873583951981	0.115949588159803	E	E	E	E	E	E	C00047	Amino acid metabolism|Metabolism of cofactors and vitamins	Lysine degradation|Biotin matabolism	Lysine|Biotin	HMDB00182	CID5962	C6H14N2O2	146.10553	KDXKERNSBIXSRK-YFKPBYRVSA-N	InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/t5-/m0/s1	M147T42	147.11340328486	42.2437487118797	[94][M]+		49	44	@M148.1167T42.31|-13C|@M169.0954T43.82|-Na|@M191.0774T44.16_2|-2Na
M192.0807T43.92	c18hyper			-0.241450447560963	0.559721010581392	0	0.4238781180538	0.022405775118847	1	-0.0217776167831687	0.920962362738423	0	0.697969009526048	3.95949256017567e-05	1	1.5993117185803	0.0876314707827699	E	E	E	E	E	E								NA			M192T44	192.080733317518	43.9150471143142	[169][M+1]+		49	44	@M148.1167T42.31|+2Na|@M191.0774T44.16_2|+13C
M249.0363T46.68	c18hyper			-0.24573190005162	0.570357169490623	0	0.410674067400565	0.0436843397310756	1	-0.0628635337992201	0.843149225139905	0	0.53376159579884	0.000692077272853138	1	1.20513838048303	0.224490400149384	E	E	E	E	E	E								NA			M249T47	249.036316064547	46.6793421101464		[M+K+CF3COOH]+ 76.0713	49	44	@M169.0954T43.82|+2(NaCl)|@M191.0774T44.16_2|+(NaCl)
M259.065T43.45	c18hyper			-0.268300962063361	0.504849589682232	0	0.436171520754129	0.00708254222840153	1	-0.0406735261663229	0.861982216161027	0	0.621191289992741	1.87266010230592e-05	1	1.75005798745847	0.0615484438725564	E	E	E	E	E	E								NA			M259T43	259.065023197384	43.4542875903898	[327][M]+		49	44	@M191.0774T44.16_2|+(HCOONa)|@M327.0527T43.54_2|-(HCOONa)|@M395.0405T43.38|-2(HCOONa)
M327.0527T43.54_2	c18hyper			-0.238141993447957	0.536826256368256	0	0.438061317346545	0.00646357533391445	1	-0.0190118970794373	0.912821584389711	0	0.636549486870031	1.33750933720516e-05	1	1.59934419092636	0.0499008004214799	E	E	E	E	E	E								NA			M327T44_2	327.052675301178	43.5441445295941	[512][M]+		49	44	@M191.0774T44.16_2|+2(HCOONa)|@M259.065T43.45|+(HCOONa)|@M395.0405T43.38|-(HCOONa)|@M463.0281T43.38|-2(HCOONa)
M395.0405T43.38	c18hyper			-0.254253691212345	0.507563735538571	0	0.425668417773515	0.00576508316332322	1	-0.01718892260023	0.912964851377909	0	0.632614626595213	9.17382701662055e-06	1	1.80410605872659	0.0155765953552777	E	E	E	E	E	E								NA			M395T43	395.040482964725	43.3770925274995			49	44	@M259.065T43.45|+2(HCOONa)|@M327.0527T43.54_2|+(HCOONa)|@M463.0281T43.38|-(HCOONa)|@M531.0162T43.36|-2(HCOONa)
M463.0281T43.38	c18hyper			-0.243903860099298	0.515165928965415	0	0.393052612940849	0.0116440880780447	1	-0.0130990520988696	0.930063823670443	0	0.636225638829277	8.83493991558034e-06	1	1.78346975559801	0.0870217681154281	E	E	E	E	E	E								NA			M463T43	463.02814156042	43.3750787142557	[767][M]+	[M+H]+ 462.018	49	44	@M327.0527T43.54_2|+2(HCOONa)|@M395.0405T43.38|+(HCOONa)|@M531.0162T43.36|-(HCOONa)|@M599.0035T43.35|-2(HCOONa)
M531.0162T43.36	c18hyper			-0.225073536963162	0.553331834435029	0	0.478724852913814	0.00250196939250844	1	-0.00662119083931856	0.937688663658407	0	0.669957697649238	3.223014243551e-06	1	1.56790596461888	0.102899311912053	E	E	E	E	E	E								NA			M531T43	531.016157234918	43.3634213370583	[903][M]+	[M+Na+HCOOH]+ 462.018	49	44	@M395.0405T43.38|+2(HCOONa)|@M463.0281T43.38|+(HCOONa)|@M532.0193T43.36|-13C|@M599.0035T43.35|-(HCOONa)|@M666.9911T43.35|-2(HCOONa)
M532.0193T43.36	c18hyper			-0.392870326936247	0.515165928965415	0	0.702994830173029	0.00410503632494931	1	-0.00469728852534423	0.953541759611043	0	0.819340046414464	2.53954739411196e-05	1	1.59477920479552	0.0811382288233187	E	E	E	E	E	E								NA			M532T43	532.019259398734	43.3601900720595	[903][M+1]+		49	44	@M531.0162T43.36|+13C
M599.0035T43.35	c18hyper			-0.239902201148222	0.528664930435204	0	0.452819948607836	0.00404819100263515	1	-0.0156681494085689	0.912821584389711	0	0.672084071709055	2.82692542383535e-06	1	1.65908016591323	0.0611676138833505	E	E	E	E	E	E								NA			M599T43	599.003521029467	43.3521883348439	[1041][M]+		49	44	@M463.0281T43.38|+2(HCOONa)|@M531.0162T43.36|+(HCOONa)|@M666.9911T43.35|-(HCOONa)|@M734.9788T43.35|-2(HCOONa)
M666.9911T43.35	c18hyper			-0.251443662048999	0.515165928965415	0	0.392247996911948	0.0176240681320611	1	-0.0535720694513095	0.827393922032726	0	0.646542015034083	1.47692444843662e-05	1	1.66453610160861	0.135962958524976	E	E	E	E	E	E								NA			M667T43	666.991075049047	43.3521883348439			49	44	@M531.0162T43.36|+2(HCOONa)|@M599.0035T43.35|+(HCOONa)|@M734.9788T43.35|-(HCOONa)|@M802.9667T43.34|-2(HCOONa)
M734.9788T43.35	c18hyper			-0.271423990873537	0.48837400174022	0	0.463878976870278	0.00221632065812537	1	-0.0358510702861885	0.861640429956926	0	0.683293174858278	2.16734407435346e-06	1	1.87512440450484	0.0716961828382307	E	E	E	E	E	E								NA			M735T43	734.978759521222	43.3521883348439		[3M+2Na+K-H]2+ 462.018	49	44	@M599.0035T43.35|+2(HCOONa)|@M666.9911T43.35|+(HCOONa)|@M802.9667T43.34|-(HCOONa)
