variableMetadata	chromato	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	name	chebi_id	annot_level	annot_confidence	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	mixomics_LAT	mixomics_MX2
M103.9201T7.3	c18acqui	M104T441	103.920149407791	440.592756118297			195	NA		Unknown		4		-0.0605492881837453	0.978216938503131	0	0.439401141351382	0.0199427894841219	1	-0.011801573964684	0.959356058690842	0	0.517524826035881	0.00494559438022135	1	0.284037677567959	0.432381594708069	E	E	E	E	E	E	0	0
M103.9896T0.7	c18acqui	M104T43	103.989585536943	43.1888619500769			90	NA				NA		0.0470265994942292	0.934702407845416	0	0.0746235618959226	0.638846714279475	0	-0.184029263424044	0.600016516666728	0	-0.0764096023668355	0.628221730657987	0	0.498531421392278	1.71380976335564	E	E	E	E	E	E	0	0
M104.0353T0.9	c18acqui	M104T51	104.035251686735	51.3389605144963		[M-H+Cl]2- 174.109	33	NA		L-Serine	CHEBI:17115	2	a,b	-0.0721791721546445	0.927390516586085	0	0.271339636727079	0.033040079718209	1	0.111874422969775	0.764895539561146	0	0.261159994125059	0.0236212751996668	1	0.183191855647888	1.34445893873026	E	E	E	E	E	E	0	0
M104.043T1.2_2	c18acqui	M104T73_2	104.043049493674	72.8074445816334			1583	NA				NA		-0.0248154350446885	0.995685619482662	0	0.381858028893074	0.0784994418537554	0	-0.428461131746099	0.215849679383811	0	0.0865180087323498	0.594692379852406	0	0.296393836905209	2.02090952711949	E	E	E	E	E	E	0	0
M104.9862T0.7	c18acqui	M105T43	104.986179998843	43.1663740275786			90	NA				NA		0.0356437266669598	0.955333775599802	0	0.0444192630613891	0.82190093403704	0	-0.0677843750591318	0.885283741728415	0	0.0489122340022519	0.76090287400108	0	0.609367324200948	0.422931908030236	E	E	E	E	E	E	0	0
M105.0193T1	c18acqui	M105T61	105.01926206965	61.0102972739352	[8][M]-		1833	NA				NA		0.0455499607911172	0.961393587402552	0	-0.0983942231595503	0.620636110349125	0	0.076519233993201	0.86738116778328	0	-0.155511402850081	0.318930191724581	0	0.414194931099557	0.355313080152165	E	E	E	E	E	E	0	0
M108.9018T0.9	c18acqui	M109T54	108.901822929405	54.2694597193666		[M+2Cl]2- 147.87	105	NA		Unknown		4		-0.0214652788611644	0.955333775599802	0	-0.146298997577608	0.1754351505986	0	0.0265842680446706	0.908978035743806	0	-0.193819915255977	0.049720975260456	1	0.0883179475355731	0.464324724427203	E	E	E	E	E	E	0	0
M109.0294T9.1	c18acqui	M109T547	109.029433946042	547.399046672562			193	NA		Unknown		4		0.163122218375358	0.829562460374315	0	-0.568421039542772	0.00158146885519493	1	0.00250571443508107	0.965988707047297	0	-0.596786466350359	0.000379070671053381	1	0.594928075917442	0.281477716442124	E	E	E	E	E	E	0	0
M110.0328T7.5	c18acqui	M110T452	110.032849531699	451.680398735672	[10][M+1]-		837	NA				NA		-0.0840338401877911	0.965513380535674	0	0.275952209204755	0.390647944081906	0	-0.429928203496184	0.545593213784908	0	-0.0268301469485035	0.981500264326555	0	0.124772033507861	1.85079419398326	E	E	E	E	E	E	0	0
M110.899T0.9	c18acqui	M111T54	110.898974643809	54.2640139211035		[M-H]- 111.901	105	NA		Unknown		4		-0.00459949992645292	0.975866859233917	0	-0.162422356995506	0.103314212404307	0	0.0261923717201711	0.902622380687925	0	-0.244496135317	0.0134438811477521	1	0.00475021762376287	0.461642793438723	E	E	E	E	E	E	0	0
M110.9852T0.9	c18acqui	M111T56	110.985172779621	55.5511317743796		[M-H-CH2]- 126.004	105	NA		Unknown		4		-0.147610010786936	0.836314848202125	0	0.4617540339122	0.00899861042482463	1	-0.0459326438478342	0.894982083399533	0	0.600333747624569	0.000561538524228148	1	0.315876215417018	0.552699152381145	E	E	E	E	E	E	0	0
M111.0087T7.5	c18acqui	M111T452	111.008650236948	452.39203297335			32	NA				NA		0.143279429001028	0.770189070025714	0	0.0831269101952739	0.634633650926276	0	0.203182703358218	0.678924715311304	0	-0.0746079937390967	0.685719458617895	0	1.37061401272016	1.40009452520336	E	E	E	E	E	E	0	0
M111.0087T1.6	c18acqui	M111T94	111.008712242542	94.2497888670822			2222	NA				NA		0.3549950997172	0.763304547411337	0	0.21014770725407	0.620636110349125	0	0.0262551916675271	0.980444420901246	0	-0.119861479818717	0.805365846824822	0	1.39662956103294	0.326267501270249	E	E	E	E	E	E	0	0
M112.8962T0.9_1	c18acqui	M113T54_1	112.896241097421	54.2674440774957		[M-H-C4H8]- 169.954	105	NA				NA		-0.0147011983611893	0.981930033222828	0	-0.00287241041460007	0.98981942635577	0	0.0877323181743339	0.800710850717945	0	-0.101232331881253	0.432388140862971	0	0.0296520616742711	0.786628077503188	E	E	E	E	E	E	0	0
M112.9855T9.7	c18acqui	M113T582	112.985509161865	581.767078287751			2169	NA				NA		-0.0888583030166483	0.738950580109188	0	-0.148989582847829	0.135227821085729	0	-0.031930343002994	0.921674474073998	0	-0.121620622914993	0.176518675865846	0	1.46978581615777	0.524458203015005	E	E	E	E	E	E	0	0
M112.9856T7.5	c18acqui	M113T452	112.985586717685	452.143050141721			831	NA				NA		0.017923521498588	0.973746888287578	0	-0.0197642805890492	0.8884859361774	0	0.0418043511881692	0.891043999575817	0	-0.0743228408035073	0.482643279396816	0	0.489025599797017	0.463427976224575	E	E	E	E	E	E	0	0
M112.9856T0.8_1	c18acqui	M113T48_1	112.985596566679	48.3039265473621	[14][M]-	[M-H]- 113.997	18	NA				NA		-0.00452708750814423	0.981930033222828	0	0.000126939171924079	0.997546039183483	0	0.0130497957270919	0.9092641141493	0	-0.00151259645092594	0.972544204939957	0	0.597697952290977	1.06549956361376	E	E	E	E	E	E	0	0
M112.9993T0.8_1	c18acqui	M113T49_1	112.999295620801	48.9987948975122		[M-H]- 113.997	18	NA				NA		-0.703153069959455	0.880611605599119	0	-0.324324588331987	0.830454407773482	0	-1.60783789907306	0.595268772875506	0	0.621838351899221	0.584927461693422	0	0.10405623021853	1.52034758997893	E	E	A	E	E	A	0	0
M113.0243T1.2_2	c18acqui	M113T71_2	113.024340334292	71.4135889795284			8	NA		Unknown		4		0.329057033253326	0.512679388157418	0	-0.910565992574908	1.93552361534005e-06	1	0.306294232035127	0.481605298367394	0	-0.789420725406567	0.000265309188375058	1	1.03539643592717	1.40149170318633	E	E	E	E	E	E	0	0
M113.0244T9	c18acqui	M113T538	113.0243596474	537.863477436389			140	NA		Unknown		4		0.572688929360522	0.552015004652139	0	-0.227645581462163	0.699672604377893	0	-0.000696394762712771	0.977343101049727	0	0.692864486918699	0.0297922781050664	1	1.34832557525787	0.32765368778223	E	E	A	E	E	E	0	0
M113.0684T0.8_2	c18acqui	M113T48_2	113.068431550958	48.38634122404			18	NA				NA		-0.0807820544880311	0.823984163983343	0	0.0752972761276176	0.557458162487891	0	-0.017093206699105	0.955616617470517	0	0.0716781374661988	0.539070243073193	0	1.02914937383413	0.0223309893555758	E	E	E	E	E	E	0	0
M113.0971T17.8	c18acqui	M113T1067	113.097118250089	1066.62079309747		[M-H]- 114.105	14	NA				NA		-0.0355992931624538	0.974468966748783	0	0.119024014125243	0.523782783169285	0	0.0456777998121805	0.955616617470517	0	0.165588978559045	0.479096201565838	0	0.154734818746617	0.116239238411466	E	E	E	E	E	E	0	0
M113.1244T0.8_2	c18acqui	M113T49_2	113.124401107496	48.7949518993276			659	NA		Unknown		4		-0.145155177210992	0.512679388157418	0	0.0401935036086858	0.796627607002325	0	-0.050920757103853	0.79301713645401	0	0.154269736515989	0.0396623720646007	1	2.09122318327531	0.954105095245252	E	E	E	E	E	E	0	0
M113.989T0.8	c18acqui	M114T48	113.988998915158	48.3738965484867	[14][M+1]-		18	NA				NA		-0.00154102458901129	0.995685619482662	0	0.0351639287645646	0.552816482105416	0	0.000196629709719787	0.999569135033477	0	0.00377129465936754	0.96202343768152	0	0.0322430051529181	0.371209403601937	E	E	E	E	E	E	0	0
M114.0308T1	c18acqui	M114T58	114.030831779361	58.1491961562496		[M-H-CH4]- 131.071 [M-H-H20]- 133.061	105	NA				NA		0.3482320067396	0.142939377238314	0	-0.115045885609021	0.53329376189849	0	0.391707277606912	0.0681555266804059	0	0.0474889781122894	0.827657865976497	0	2.50680930226884	3.13744547155588	E	E	E	A	E	E	0	-0.123615079622825
M114.056T1	c18acqui	M114T60	114.055980025636	59.5686951222368			226	NA		L-Proline	CHEBI:17203	1	a,b,c	0.142891746106789	0.829562460374315	0	0.0640597244015861	0.787766016394045	0	0.251843889755749	0.764895539561146	0	0.139269472514528	0.680120833254982	0	0.964985817758239	1.24388380123591	E	E	E	E	E	E	0	0
M114.9341T7.5_1	c18acqui	M115T452_1	114.934101898833	452.246203962168		[M+Cl]- 79.9619	32	NA				NA		0.0242767306386149	0.965513380535674	0	0.567549176000561	0.0435833728063632	1	0.0336559405058061	0.989719802782618	0	0.56151476568825	0.0524726574136282	0	0.694033661543342	0.389656880670845	E	E	E	E	E	E	0	0
M115.0764T9.1	c18acqui	M115T543	115.076436586298	543.05493529358			210	NA		Unknown		4		-0.106870606759173	0.806734158894934	0	-0.170937327367394	0.257434572416389	0	-0.178331835561128	0.678924715311304	0	-0.33668076251668	0.0243996379376096	1	0.203201088163907	1.08027631515568	E	E	E	E	E	E	0	0
M115.0765T8.3	c18acqui	M115T499	115.076457833813	499.100876202751		[M-H]- 116.085 [M-H-CO2]- 160.074	309	NA				NA		0.197837578520497	0.626665363937795	0	-0.0448432205722167	0.893813199152892	0	0.340557290154967	0.155698124712496	0	-0.00770159401461967	0.898561404845253	0	1.47730825638063	2.53571444783682	E	E	E	A	E	E	0	0
M115.9206T7.3_1	c18acqui	M116T441_1	115.92060373331	440.826938659996			2064	NA		Unknown		4		-0.0706372312096804	0.995685619482662	0	0.769798441593927	0.0102407693793697	1	-0.249369491992345	0.780456007582398	0	0.663606415316426	0.0463921135576686	1	0.194213348631933	1.30070073971732	E	E	E	E	E	E	0	0
M115.9206T9.2	c18acqui	M116T550	115.920609795973	549.596206780804			1742	NA				NA		0.0210065072330075	0.955333775599802	0	-0.0317975368718066	0.742414287815342	0	0.077291437288542	0.671610082227088	0	-0.0606256963085166	0.375006052207605	0	0.547005397632332	1.6466633386578	E	E	E	E	E	E	0	0
M115.9206T9.7	c18acqui	M116T579	115.920619716801	579.025337472595			1614	NA				NA		-0.0250634108581291	0.962848687013739	0	0.071417562091149	0.465843808868255	0	0.0394007417205362	0.900015579988087	0	0.0360799701415502	0.766848631654897	0	0.00528794211989129	0.5118392365078	E	E	E	E	E	E	0	0
M115.9206T9.9	c18acqui	M116T593	115.920631176384	593.28671037637			1547	NA				NA		0.00429226101835134	0.995685619482662	0	-0.0742484042604143	0.374194940853399	0	0.028881867537514	0.898638476509439	0	-0.0523510809760772	0.534773433237108	0	0.107749376563918	0.888753381175675	E	E	E	E	E	E	0	0
M115.9206T8.8	c18acqui	M116T531	115.920640723303	530.588871587554			2014	NA				NA		0.0466109180231626	0.91433632120537	0	0.173957210241536	0.178813168633085	0	-0.136862824267213	0.797499621446102	0	0.142614601394056	0.474031607831913	0	0.970982287989011	1.30909793297555	E	E	E	E	E	E	0	0
M116.0353T1.2	c18acqui	M116T71	116.035313542999	71.1178066882914		[M-H-NH3]- 134.06	8	NA				NA		0.147556005254341	0.742110261998776	0	-0.204844010442386	0.17187242024635	0	-0.0702335879214768	0.86871947883931	0	-0.194698714257388	0.102744150512282	0	1.17803250192569	0.275997169962575	E	E	E	E	E	E	0	0
M116.0504T9.8	c18acqui	M116T591	116.0504155806	590.54211542095			2290	NA		Unknown		4		-0.0370253769075077	0.995685619482662	0	0.670283107318458	0.0100538934809236	1	0.0479989450920169	0.974631922884215	0	0.589884955754465	0.0213589415823068	1	0.0933295214925393	0.201895250747019	E	E	E	E	E	E	0	0
M116.0505T7.3_2	c18acqui	M116T441_2	116.050492642528	440.890400976767			195	NA		Unknown		4		-0.032892348743502	0.985414904972144	0	0.850997463916364	0.00328432764052833	1	-0.134678393837294	0.862980707500774	0	0.677784538647245	0.0171585586784044	1	0.355881888119321	0.679194828654349	E	E	E	E	E	E	0	0
M116.9284T9.6	c18acqui	M117T578	116.928424470845	578.454376578938			1617	NA				NA		-0.00558474929568931	0.990965365456102	0	-0.000376262161378094	0.995654351533437	0	0.0999417275945191	0.716705427366917	0	0.0159037993737012	0.929394024483584	0	0.0449143318754807	1.66663297945212	E	E	E	E	E	E	0	0
M116.9284T9.2	c18acqui	M117T550	116.928447642031	549.690615190382			129	NA				NA		0.0463431836488155	0.884682440370474	0	-0.0522801673318565	0.606931843985446	0	0.0145334809641859	0.961452565208111	0	-0.0996544711814167	0.376390074571677	0	0.705794558572855	0.220228898909623	E	E	E	E	E	E	0	0
M116.9285T9.9	c18acqui	M117T595	116.928456656247	594.697856431135			1542	NA				NA		-0.00110171798240088	0.995685619482662	0	-0.013018252520137	0.890337858057084	0	0.0524839888624093	0.749142461593554	0	0.0108197613758172	0.905001569393537	0	0.368297706497986	1.08020188110663	E	E	E	E	E	E	0	0
M116.9285T10.2	c18acqui	M117T613	116.928466197208	612.789876301698			128	NA				NA		-0.0200011158885811	0.914684595312067	0	-0.0267549967788714	0.619863241016293	0	0.0505327300150515	0.782830026198702	0	0.00546205949914125	0.971383364159586	0	0.708949854268126	1.24255994056909	E	E	E	E	E	E	0	0
M116.9285T7.3	c18acqui	M117T441	116.928469487027	440.769442551271			195	NA		Unknown		4		0.00702314725638331	0.973323097393446	0	0.776300453788901	0.0156300942899716	1	-0.0645188202230571	0.930611334937965	0	0.836316583669186	0.010745978223747	1	0.637167029875345	0.685070909422331	E	E	E	E	E	E	0	0
M116.9863T0.7_2	c18acqui	M117T43_2	116.986295306051	43.1285266058674			90	NA				NA		0.0378767667401405	0.975866859233917	0	-0.125581392582163	0.548626587338623	0	-0.0816170536995848	0.892700685076379	0	-0.186331210993677	0.298454801518546	0	0.240010522011248	0.488616184548815	E	E	E	E	E	E	0	0
M117.0193T1.2	c18acqui	M117T72	117.019300307445	72.1572627727662	[21][M]-	[M-H-CH4]- 134.06	8	NA		Unknown		4		0.106010068209175	0.829543192714011	0	-0.0544515315283007	0.799910576019627	0	0.0398791567988734	0.930611334937965	0	-0.452705160986655	0.0212194752436035	1	1.04355772751888	0.186721920754535	E	E	E	E	E	E	0	0
M117.0544T7.5_2	c18acqui	M117T452_2	117.054359908225	452.410258852695		[M-H-CO2]- 162.054	32	NA				NA		0.100237701216258	0.841862256815335	0	0.308641215672715	0.11502063051427	0	0.0478982132826626	0.955616617470517	0	0.341265241701432	0.0551107910342783	0	1.07047859514855	0.0431040939014001	E	E	E	E	E	E	0	0
M117.0557T7.1	c18acqui	M117T425	117.055711982173	424.703580932414			293	NA		2-Hydroxy 3-methylbutyric acid  (alpha-Hydroxyisovaleric acid)	CHEBI:60645	2	a,b	0.634815037575425	0.450237053523024	0	-1.85813756279029	1.71429925909125e-07	1	0.172456739883387	0.697520322386001	0	-2.24621366583145	1.00549213591151e-09	1	1.09963005519968	0.388918436173837	E	E	E	E	E	E	0	0
M117.9285T9.1	c18acqui	M118T548	117.928527096389	548.491497629209			1743	NA				NA		0.113414675018523	0.626665363937795	0	-5.5241504529846e-05	0.95617484061004	0	0.0967967216117795	0.780058157881769	0	-0.0942177889677378	0.448602505196301	0	1.43727631165175	1.00330524388391	E	E	E	E	E	E	0	0
M117.9285T9.4	c18acqui	M118T564	117.928532293818	563.837393564265			1435	NA				NA		0.0773860981077892	0.813695512331418	0	-0.0630245586932006	0.610388849382133	0	-0.00631428361019815	0.980444420901246	0	0.0419816646182802	0.727359782685278	0	0.760144602979674	0.0119656367764717	E	E	E	E	E	E	0	0
M118.0229T1.2_1	c18acqui	M118T72_1	118.022871794099	72.2510831552154	[21][M+1]-		8	NA		Unknown		4		0.159560352380712	0.790703732784052	0	-0.0763920633406254	0.787044434814126	0	0.142560743275929	0.780456007582398	0	-0.48451184375091	0.0167161221152587	1	1.10547818339137	0.764570144316538	E	E	E	E	E	E	0	0
M118.0509T0.9	c18acqui	M118T53	118.050936492281	53.1383130139547		[M-2H+Na]- 97.0659	33	NA		L-Threonine	CHEBI:16857	2	a,b	0.054437667666221	0.83800726713084	0	0.184022049590785	0.0695731016374375	0	0.103823744634216	0.780456007582398	0	0.178140202393527	0.150002740066518	0	0.904960174303126	0.893576870961784	E	E	E	E	E	E	0	0
M118.927T7.5	c18acqui	M119T452	118.926966985972	452.21352583071		[3M-2H]2- 79.9619	32	NA				NA		0.0802115083970438	0.913947279969997	0	0.328977105372408	0.130124666581413	0	-0.079442073829874	0.900015579988087	0	0.338305287541971	0.162375741681575	0	0.987383343810792	0.72522871963926	E	E	E	E	E	E	0	0
M119.0349T1.2	c18acqui	M119T70	119.034943736625	70.0040014884126			2103	NA		L-(+)-Erythrulose ou purine		3	a,b	-0.215335715935641	0.512679388157418	0	-1.32123092261764	1.34396232580373e-07	1	0.0202722304414689	0.894982083399533	0	-1.24504057236567	3.44399606353577e-08	1	0.875969108176992	0.057915876895284	E	E	E	E	E	E	0	0
M119.035T0.9	c18acqui	M119T53	119.034965655418	53.4552910696424		[2M-3H]3- 180.063	33	NA		L-(+)-Erythrulose	CHEBI:27913	2	a,b	-0.044218180899982	0.955333775599802	0	0.0542254509149505	0.803900926213569	0	-0.00422327436064585	0.98715026677673	0	0.181473990777819	0.353253406462847	0	0.0459356402779668	0.0352363316329627	E	E	E	E	E	E	0	0
M119.0502T10.2	c18acqui	M119T612	119.050239977253	611.674201329972			1707	NA				NA		-0.297610852864205	0.60223732960313	0	0.243996845775159	0.3472079851199	0	-0.0967850377256667	0.88844249678257	0	0.450168217385023	0.0644325039562118	0	1.16534741543097	0.4790253656773	E	E	E	E	E	E	0	0
M119.0866T17.8	c18acqui	M119T1067	119.086569419199	1066.69472545052			14	NA				NA		0.0813456491064954	0.927390516586085	0	0.0906103934506639	0.699306314154385	0	0.153387544224191	0.825823531296576	0	0.212032929969647	0.353802502154224	0	0.23032114642002	0.228011876503567	E	E	E	E	E	E	0	0
M119.9469T1	c18acqui	M120T61	119.946893106189	61.4051655215154			1832	NA				NA		0.111655395630308	0.684389083043604	0	-0.0907852198323216	0.439293306448788	0	0.00384777331402653	0.974631922884215	0	-0.101245022064619	0.22930067702078	0	1.15873103904198	0.0423799218766716	E	E	E	E	E	E	0	0
M120.0456T9.5	c18acqui	M120T571	120.045616619283	571.003267877717			282	NA		Unknown		4		0.139652565776812	0.823984163983343	0	0.899130334846383	0.00141547324671732	1	0.0955548154721662	0.965577024605941	0	1.14876924718736	0.000620839760153964	1	0.960071853939182	0.522262685100338	E	E	E	E	E	E	0	0
M121.0294T8.4	c18acqui	M121T501	121.029429203698	501.385172690174			1806	NA				NA		0.339519153432732	0.512679388157418	0	-0.2634939080479	0.259620440342144	0	0.354681811356897	0.324679694009804	0	-0.238781705128623	0.129926997108183	0	1.86172032872876	1.95876111020986	E	E	E	E	E	E	0	0
M121.1025T17.8	c18acqui	M121T1066	121.102467686392	1066.24755449878			545	NA				NA		0.117392865774402	0.800951457602667	0	-0.00878743475153598	0.997546039183483	0	0.0949182400681128	0.885283741728415	0	0.074765422834135	0.753980622982741	0	1.07566163763729	0.0881844607930091	E	E	E	E	E	E	0	0
M121.944T1	c18acqui	M122T61	121.943962502488	61.3687976321322			1832	NA				NA		-0.00276856438383	0.990965365456102	0	-0.0789889608226346	0.53329376189849	0	-0.0539270556493463	0.862864456443553	0	-0.137158216571311	0.112809804470349	0	0.175714056613699	0.795271999026299	E	E	E	E	E	E	0	0
M122.8941T1.2	c18acqui	M123T71	122.894095005692	71.1319131353136			8	NA				NA		0.120609842807106	0.742559149407324	0	0.114775475600958	0.406192175737303	0	0.068226810202356	0.875308608048379	0	0.118928032393669	0.371818012849015	0	1.16428139649397	0.399787869692349	E	E	E	E	E	E	0	0
M123.9463T8.4	c18acqui	M124T502	123.946337060494	502.315602531278			136	NA				NA		0.199361052572799	0.763304547411337	0	-0.0173379635529223	0.993077063730432	0	0.190185655165305	0.73996182994826	0	-0.132626021214207	0.527884566076085	0	1.38781942622921	0.868282328626192	E	E	E	E	E	E	0	0
M123.9464T9.7	c18acqui	M124T581	123.946352411878	581.344303509251			225	NA				NA		0.0211893634279914	0.965513380535674	0	0.0361511157457564	0.79202071452221	0	0.0121299911631603	0.978268397642984	0	0.0433365568398525	0.766848631654897	0	0.55231834480629	0.130314703555701	E	E	E	E	E	E	0	0
M123.9464T7.5	c18acqui	M124T452	123.946365044573	452.120167205113			832	NA				NA		-0.056162091223074	0.93922135985104	0	0.139685453656028	0.345485540156465	0	-0.129368728071496	0.703154396186621	0	0.147665884642532	0.247479265945364	0	0.0334783330779719	1.29030009070285	E	E	E	E	E	E	0	0
M123.9464T9.9	c18acqui	M124T594	123.946370727955	594.018733588243			1553	NA				NA		-0.0397917604696438	0.927390516586085	0	-0.0261331697145071	0.82508378417061	0	0.019262769098189	0.955616617470517	0	0.0263956439454294	0.826037380618039	0	0.379798566126548	0.235579416444824	E	E	E	E	E	E	0	0
M123.9464T1.2	c18acqui	M124T73	123.946383394194	72.9441984381768			1576	NA				NA		0.0290349350837378	0.955333775599802	0	-0.0269761552069934	0.866995956143336	0	-0.0700883536978409	0.850504986227735	0	0.0502266904232833	0.682073354392114	0	0.00327253317614462	0.73261665342852	E	E	E	E	E	E	0	0
M124.0151T1.2	c18acqui	M124T71	124.015114603182	71.0465275765932	[25][M]-	[M-H-CO]- 153.011	8	NA		Unknown		4		-0.0728428594405894	0.934702407845416	0	-0.199942559270164	0.450470705359378	0	-0.370092586415762	0.437249421917365	0	-0.527960964552433	0.00933869355005405	1	0.226662988537816	1.5333375750443	E	E	E	E	E	E	0	0
M124.9913T0.9	c18acqui	M125T56	124.991336332468	56.1065716182567		[M-H]- 126.004	105	NA				NA		0.2413235750887	0.536649796318945	0	0.0136656781615354	0.899424688340462	0	0.25301621959845	0.424214738064623	0	0.0578138966648005	0.758612841837121	0	1.46548632252157	1.61928567288442	E	E	E	E	E	E	0	0
M125.0098T0.9	c18acqui	M125T53	125.009807777876	52.6269983144405	[24][M+1]-		33	NA		Unknown		4		0.0450149327129008	0.929267328432932	0	0.0290243674219788	0.83576083842945	0	0.188893487620307	0.424214738064623	0	-0.214503982097108	0.0297612834131647	1	0.910184224391851	1.92104622104505	E	E	E	E	E	E	0	0
M125.0182T1.2_2	c18acqui	M125T71_2	125.018224063626	71.0934993799488	[25][M+1]-		8	NA				NA		0.0748356993337449	0.981930033222828	0	-0.456753614357293	0.153390743962468	0	-0.402944799403544	0.481605298367394	0	-0.4537004036497	0.0652136225969939	0	0.290179185153009	1.35566853050169	E	E	E	E	E	E	0	0
M125.0971T8.8	c18acqui	M125T528	125.097087928559	527.626424775453			221	NA				NA		0.195947627210824	0.860119928940547	0	0.220864991972038	0.5792094465305	0	0.122090414196968	0.894982083399533	0	0.0513476606878154	0.902114981862764	0	1.02074670942833	0.296669362985146	E	E	E	E	E	E	0	0
M125.0971T9.9	c18acqui	M125T595	125.09713097401	595.43834780424	[26][M]-		107	NA				NA		0.0554786301726953	0.877439763153342	0	-0.00546730511577742	0.993077063730432	0	0.196903195635571	0.481605298367394	0	-0.0365084909298261	0.745031461816003	0	1.17199958151951	2.21797515073139	E	E	E	E	E	E	0	0
M125.8731T0.9_1	c18acqui	M126T53_1	125.873111006547	53.0317136088862			33	NA				NA		0.0853120846440323	0.728466356351735	0	-0.0144357412600211	0.949091360206943	0	-0.0276085243848883	0.908978035743806	0	-0.0382593618201597	0.660827829825035	0	1.19945777105696	0.556155133565601	E	E	E	E	E	E	0	0
M125.8733T1.2	c18acqui	M126T74	125.873345153392	74.0426211475914			1579	NA				NA		-0.0629242743788492	0.955333775599802	0	0.0150000252395639	0.981601907259102	0	0.073465588887851	0.894982083399533	0	-0.121958775139792	0.534773433237108	0	0.516428512287855	0.309487743640235	E	E	E	E	E	E	0	0
M126.0032T0.9_2	c18acqui	M126T53_2	126.003155530386	52.6476572738028	[24][M+2]-		33	NA		Unknown		4		0.104191951110948	0.829562460374315	0	-0.0584543739507133	0.787044434814126	0	0.226238960439041	0.424214738064623	0	-0.265349180415994	0.0318941430821861	1	0.851759491599899	1.66746042542849	E	E	E	E	E	E	0	0
M126.0196T1.2	c18acqui	M126T71	126.019641587841	70.5745608590994	[25][M+2]-		8	NA		Unknown		4		-0.0978387888823491	0.931337371639711	0	-0.224719095229908	0.495824557474156	0	-0.027505674819496	0.998623513225013	0	-0.654917382864816	0.0116672541690377	1	0.466176936427458	0.112328874385302	E	E	E	E	E	E	0	0
M126.1004T9.9	c18acqui	M126T595	126.100447076997	595.462267090996	[26][M+1]-		1548	NA				NA		0.0194614766942642	0.955333775599802	0	0.292720473287293	0.0349357054242036	1	0.233745482323737	0.643797070987197	0	0.117581580194253	0.58458146110571	0	0.204492988515648	1.57002939626421	E	E	E	E	E	E	0	0
M126.9046T1	c18acqui	M127T62	126.904644207978	61.9879040103354			1834	NA				NA		0.00809221367606128	0.995685619482662	0	-0.0849959878661135	0.620636110349125	0	0.404528859241665	0.445707600319601	0	-0.390370329422511	0.0846902952783505	0	0.14767221265677	1.6608995351118	E	E	E	E	E	E	0	0
M127.0513T0.9	c18acqui	M127T52	127.05125871096	52.40440727717			33	NA		L-Glutamine frag 1 [M-H-H2O]	CHEBI:18050	2	a,b	-0.00804278511585999	0.995685619482662	0	0.146031212679986	0.146938849044674	0	0.0941519998009159	0.764895539561146	0	0.152925227153547	0.133346560019604	0	0.00239248840975298	1.15470277774328	E	E	E	E	E	E	0	0
M127.0764T9.4	c18acqui	M127T566	127.076394344938	565.693340349602			2317	NA				NA		0.0277906695770582	0.973746888287578	0	-0.00479371527972283	0.992607822533082	0	-0.142105800750233	0.736574108439909	0	0.127560233746957	0.403371679456749	0	0.192194379028852	1.02994523494267	E	E	E	E	E	E	0	0
M127.8701T0.9	c18acqui	M128T53	127.870147607289	53.0621848326952		[M-H-CO2]- 172.867	33	NA				NA		0.0555180716405221	0.841862256815335	0	-0.123518491609643	0.110229782135685	0	0.130133267019898	0.481605298367394	0	-0.0591742200367094	0.444523141051894	0	0.660397384009831	1.7694390383435	E	E	E	E	E	E	0	0
M128.0352T7.9	c18acqui	M128T476	128.035200887551	476.359915766453			2086	NA				NA		0.262473874427027	0.723062713229549	0	-0.167625367079928	0.619300123207076	0	0.377746593155182	0.481605298367394	0	-0.167476422165224	0.486048132582492	0	1.63731230351802	1.87850235744201	E	E	E	E	E	E	0	0
M128.0353T0.9	c18acqui	M128T54	128.035263737166	53.5322668832331		[M-H-C3H2O3]- 215.051	33	NA		L-Glutamic acid  frag 1 [M-H-H2O]-	CHEBI:16015	1	a,b,c	0.200873336939077	0.552015004652139	0	0.0285935642369441	0.824877523599737	0	-0.00916816476681426	0.999344236684911	0	-0.254645624946173	0.0444301830051501	1	1.84117162579217	0.0526786301079293	E	E	E	E	E	E	0	0
M128.0353T7.6	c18acqui	M128T453	128.03528237345	453.050450364411			838	NA				NA		0.00322303045941119	0.981930033222828	0	0.335623230800991	0.111416764796378	0	-0.134505189711238	0.862864456443553	0	0.297846787693405	0.224242170515807	0	0.585294261567161	0.869077219475989	E	E	E	E	E	E	0	0
