variableMetadata	chromato	name	chebi_id	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M604.7394T1027.16	hilic			0.315809185562323	0.00479491953952134	1	-0.150680812141815	0.211938834021942	0	0.116395420117414	0.676138465370739	0	-0.152495943005549	0.355480400713595	0	2.06952439290048	0.937446153838173	E	B	E	E	E	E								NA			M605T1027	604.739440813909	1027.16474996901		[M+Cl+HCOOH]- 523.754	30	21	@M642.6955T1027.95|-K
M620.7133T1029.41	hilic			0.287444449342233	0.0313781568530164	1	-0.239207360193721	0.0899966829390459	0	0.159201086611898	0.643360905348527	0	-0.295679673949401	0.104540222583395	0	1.66505243023236	1.18075321067264	E	E	E	E	E	E								NA			M621T1029	620.713322907269	1029.40739762743		[3M-2H+Na]- 199.911	30	21	@M558.7129T1029.55|+(H2O)+(CO2)|@M582.7574T1029.62|+K|@M598.7315T1030.28|+Na|@M622.7115T1029.34|-34S|-41K|-37Cl|@M658.6695T1029.41|-K
M622.7115T1029.34	hilic			0.206270530765572	0.156507051384483	0	-0.252571748206499	0.0890010881417615	0	0.123327369511516	0.694796114895347	0	-0.317161961626509	0.0894004493101623	0	1.24890756033402	1.00116157523072	E	E	E	E	E	E								NA			M623T1029	622.711454266604	1029.3434633363			30	21	@M620.7133T1029.41|+34S|+41K|+37Cl|@M660.6677T1029.25|-K
M636.6874T1030.06	hilic			0.230322189386184	0.278992336930396	0	-0.355909737994114	0.0840601944529745	0	0.0911146748948362	0.787307661931876	0	-0.468077881438896	0.0483571448509932	1	1.03139719674909	0.641578312425699	E	E	E	E	E	E								NA			M637T1030	636.687369085815	1030.06165729553		[3M-2H+K]- 199.911	30	21	@M598.7315T1030.28|+K|@M638.6855T1030.15|-34S|-41K|-37Cl|@M658.6695T1029.41|-Na|@M674.6432T1030|-K|@M698.6879T1030.3|-(H2O)-(CO2)
M638.6855T1030.15	hilic			0.362171150353074	0.196161497178682	0	-0.4120096883911	0.165019498837345	0	0.106658354850413	0.810881959156701	0	-0.563877772142302	0.0778567229831283	0	1.16536225283886	0.633435789139392	E	E	E	E	E	E								NA			M639T1030	638.685524860711	1030.15308110679		[M-H]- 639.69	30	21	@M600.7297T1030.04|+K|@M636.6874T1030.06|+34S|+41K|+37Cl
M642.6955T1027.95	hilic			0.328363606614907	0.0141176981692438	1	-0.126255628544079	0.515110803159547	0	0.161946525602325	0.651159504104127	0	-0.0700673035241959	0.760395087054507	0	1.83303103765879	1.11875172871334	E	E	E	E	E	E								NA			M643T1028	642.695459207839	1027.94937289738		[2M-H]- 321.844	30	21	@M580.695T1027.62|+(H2O)+(CO2)|@M604.7394T1027.16|+K
M658.6695T1029.41	hilic			0.260639310282214	0.147005245768847	0	-0.337767487238272	0.0619593751507988	0	0.165238669606035	0.663798098824024	0	-0.342525875623851	0.103489195684802	0	1.26318043481759	1.04534027697614	E	E	E	E	E	E								NA			M659T1029	658.669514573323	1029.40622791699			30	21	@M596.6688T1029.33|+(H2O)+(CO2)|@M598.7315T1030.28|+Na+K|@M620.7133T1029.41|+K|@M636.6874T1030.06|+Na|@M660.6677T1029.25|-34S|-41K|-37Cl|@M720.6698T1029.36|-(H2O)-(CO2)
M660.6677T1029.25	hilic			0.44963623066505	0.0598298971987925	0	-0.35211633103933	0.187250830636852	0	0.198195977650137	0.665858387529254	0	-0.564802741285213	0.0269107867118945	1	1.52597148796832	1.10936812468186	E	E	E	E	E	E								NA			M661T1029	660.667740552468	1029.24980117184		[M-2H+Na]- 639.69	30	21	@M622.7115T1029.34|+K|@M658.6695T1029.41|+34S|+41K|+37Cl
M674.6432T1030	hilic			0.353672605131926	0.315738416817715	0	-0.562219077270665	0.0987764297372809	0	0.255653238200349	0.682284722682481	0	-0.644709955848693	0.0674028812833931	0	0.976149106324043	1.04195949532372	E	E	E	E	E	E								NA			M675T1030	674.643239033503	1030.00077059752			996	21	@M598.7315T1030.28|+2K|@M636.6874T1030.06|+K
M698.6879T1030.3	hilic			0.259558957472862	0.304426968197141	0	-0.532945557715394	0.0172172591325934	1	0.21554881723354	0.669402640279727	0	-0.695261479322101	0.0139725805273458	1	0.919946785121305	0.974064207783771	E	E	E	E	E	E								NA			M699T1030	698.687918609724	1030.29590093893			30	21	@M636.6874T1030.06|+(H2O)+(CO2)|@M720.6698T1029.36|-Na
M720.6698T1029.36	hilic			0.296859436981892	0.208386683518466	0	-0.382297221710665	0.110039082002034	0	0.123749862959439	0.751881068095704	0	-0.450716597499669	0.0882923628217869	0	1.19387908212777	0.78279274922848	E	E	E	E	E	E								NA			M721T1029	720.669781403238	1029.36111673629		[M+Cl+HCOOH]- 639.69	30	21	@M658.6695T1029.41|+(H2O)+(CO2)|@M698.6879T1030.3|+Na
M145.0369T174.52	hilic			0.3387063111152	0.736068110375445	0	-1.08628032100092	0.144162851001368	0	-0.0988943879919582	0.963650218402223	0	-1.0496595199685	0.158958890644747	0	0.388530247397694	0.0136644048050365	E	E	E	E	E	E								NA			M145T175	145.036932060413	174.515171246674	[108][M]-	[M-H]- 146.043	22	22	@M102.0311T174.75|+(NHCO)|@M146.0403T174.44|-13C
M103.0151T307.13	hilic			-0.0169574910851864	0.92222441594585	0	-0.0721366551348943	0.785125806525243	0	0.0610513945198647	0.86219966562152	0	0.0646661323571003	0.81181856896079	0	0.166848375510793	0.109186156049126	E	E	E	E	E	E								NA			M103T307	103.015060520487	307.131021207042	[37][M]-	[M-H-CH4]- 120.047	20	23	@M104.0184T307.31|-13C
M103.015T238.6	hilic			0.117784031967169	0.42221257297691	0	-0.137757272394072	0.404490725059817	0	0.113072053944794	0.710486343620987	0	-0.0193085497994971	0.923208836356344	0	0.689202213026626	0.483462326923203	E	E	E	E	E	E								NA			M103T239	103.014978569733	238.598617574161	[38][M]-	[M-H]- 104.026	1	24	@M104.0183T238.59|-13C|@M121.0256T238.48|-(H2O)
M104.0355T483.94	hilic	L-Serine;Serine	CHEBI:17115	0.0603974213246765	0.453237952691328	0	0.267201973584406	0.00906402924739917	1	0.0433018533028608	0.869685009140473	0	0.306240558138466	0.00480550372760193	1	0.431769775035141	0.221168838468332	E	E	E	E	E	E	C00065	Amino acid metabolism|Carbohydrate metabolism|Lipid metabolism	Cysteine and Methionine|Glycine, Serine and Threonine|Glyoxylate and dicarboxylate metabolism|Sphingolipid metabolism	Cysteine|Serine|Glyoxylate|Sphingosine	HMDB00187	CID5951	C3H7NO3	105.04259	MTCFGRXMJLQNBG-REOHCLBHSA-N	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1	M104T484	104.035469821211	483.936776829104		[M-H-C6H10O4]- 251.103	3	25	@M105.0388T484.03|-13C
M106.9229T436.31	hilic			0.420492770278496	0.0180416787341494	1	0.0726292114125506	0.668919495825689	0	0.263871870813698	0.508530204414467	0	0.25407892585709	0.251576543210311	0	1.56220288511868	1.2518435911791	E	E	E	E	E	E								NA			M107T436	106.922872478508	436.31076615684		[M-H-C6H10O4]- 253.983 [M-H-C6H10O4]- 253.983	9	26	@M108.9199T435.93|-34S|-41K|-37Cl
M108.9199T435.93	hilic			0.299442795758875	0.0695882273917455	0	0.0284636420154847	0.858286755703394	0	0.165872767981813	0.681409170486574	0	0.176845470702975	0.478585781809297	0	1.22278254796485	0.654505252578484	E	E	E	E	E	E								NA			M109T436	108.919896966879	435.926997976275			9	26	@M106.9229T436.31|+34S|+41K|+37Cl
M125.0045T1012.15	hilic			-0.0942004258702376	0.437402770063381	0	-0.0625407347509714	0.689939673818427	0	-0.104775530238005	0.647238852122926	0	0.0133325969074463	0.913227944427349	0	0.623607022732954	1.26077384735001	E	E	E	E	E	E								NA			M125T1012	125.004538554078	1012.15466575826			14	27	@M106.994T1011.47|+(H2O)
M149.9828T1012.58	hilic			-0.120055074624492	0.384762082080156	0	-0.0240785154206424	0.896301162145738	0	-0.156059692548665	0.609842168185934	0	0.124731044569129	0.490046796691563	0	0.727823140852221	1.40282944647695	E	E	E	E	E	E								NA			M150T1013	149.982759398127	1012.57628657667			14	27	@M150.9838T1011.66|-13C|-15N
M150.9838T1011.66	hilic			-0.0781638841436205	0.497213130491147	0	-0.0539204520351717	0.718638998745296	0	-0.0817964531352082	0.697538172984374	0	0.0460954167099388	0.756812649897472	0	0.582821549761341	1.07598787942979	E	E	E	E	E	E								NA			M151T1012	150.983752229041	1011.66380317363			14	27	@M106.994T1011.47|+(CO2)|@M149.9828T1012.58|+13C|+15N
M187.0074T91.86	hilic			0.750425053359997	0.182074731048516	0	0.154873920124071	0.820430858698454	0	-0.587668922673647	0.594961919874882	0	1.86918456088548	0.00218067233152609	1	0.838717516394545	1.06055943462413	E	E	C	E	E	E								NA			M187T92	187.007362249704	91.8612948386755	[192][M]-	[M+Cl+HCOOH]- 106.039 [M-H+HCOOH]- 142.016	11	28	@M107.0505T92.87|+(SO3)|@M188.0107T91.98|-13C|@M189.0031T92.01|-34S|-41K|-37Cl|@M190.0063T91.99|-13C-37Cl|-13C-34S
M154.0512T207.16	hilic			0.456625061984884	0.0102439006542456	1	0.024869689590691	0.833692207549147	0	0.390942775567851	0.104660637904462	0	-0.0317163931251407	0.844092824938973	0	1.96728634009882	2.67057470995821	E	E	E	E	E	E								NA			M154T207	154.051193174669	207.158037947361			43	29	@M110.0613T207.27|+(CO2)
M110.9759T178.5	hilic			1.00516356813807	0.0200944892548244	1	1.10393276933678	0.0101921663678612	1	0.72381197583956	0.156237223792535	0	1.29562439944881	0.000145596961013826	1	1.36538180648561	1.57736916206396	E	E	E	E	E	E								NA			M111T178	110.975944441944	178.498931998336		[M+2Cl]2- 152.013	22	30	@M111.9793T178.68|-13C|@M112.9718T178.46|-34S|-41K|-37Cl|@M172.9763T179.94|-(H2O)-(CO2)
M155.01T302.53	hilic	Orotic acid	CHEBI:16742	0.36437209452054	0.162255270157955	0	-1.09273354479517	4.28252335561351e-06	1	-0.158599389903756	0.723069694718261	0	-1.07944647257607	1.77833394283626e-06	1	0.603988244588419	0.372409488642553	E	E	E	E	E	E	C00295	Nucleotide metabolism	Pyrimidine metabolism	Uridine	HMDB00226	CID967	C5H4N2O4	156.01711	PXQPEWDEAKTCGB-UHFFFAOYSA-N	InChI=1S/C5H4N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h1H,(H,9,10)(H2,6,7,8,11)	M155T303	155.010009867795	302.53286086493	[125][M]-	[M+Cl]- 120.047 [M-H-C6H10O5]- 318.067	20	31	@M111.0202T302.53|+(CO2)|@M156.0134T302.53|-13C|@M217.0105T301.61|-(H2O)-(CO2)
M157.0142T304.26	hilic			0.481782258798352	0.178731218068344	0	-1.26567025890245	8.56727363278153e-05	1	0.0768932473284085	0.759888197154257	0	-1.48270626772994	7.38452142380187e-07	1	0.738463554006407	0.431076785466033	E	E	E	E	E	E								NA			M157T304	157.014201714182	304.25622716332	[125][M+2]-		708	31	@M156.0134T302.53|+13C|+15N
M111.0202T174.26	hilic	Uracil	CHEBI:17568	0.370793718933871	0.0453031876136533	1	0.0445989082980276	0.80717014777006	0	0.481367592149883	0.0433479182827248	1	-0.0849892120075282	0.646846409280822	0	1.53885059612726	2.82110107038618	E	E	E	E	E	E	C00106	Metabolism of cofactors and vitamins|Metabolism of other amino acids|Nucleotide metabolism	Pantothenate and CoA biosynthesis|beta-Alanine metabolism|Pyrimidine metabolism	beta-Alanine|Uracil	HMDB00300	CID1174	C4H4N2O2	112.02728	ISAKRJDGNUQOIC-UHFFFAOYSA-N	InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)	M111T174	111.020177677493	174.260516596448	[43][M]-	[M-H-CO2]- 156.011	22	32	@M112.0235T174.26|-13C
M111.9296T702.03	hilic			1.08990488952611	0.0239105841696386	1	0.147958557098622	0.744307907167055	0	0.333272575257148	0.682284722682481	0	-0.510572356454777	0.28931050538262	0	1.74020432042183	1.06782017486998	E	E	E	E	E	E								NA			M112T702	111.929645685417	702.03019834733			23	33	@M112.9375T701.86|-13C|@M113.9254T702.03_1|-34S|-41K|-37Cl|@M113.9368T701.89_2|-18O|-13C2|@M190.8859T702.17|-(PO3)
M112.9375T701.86	hilic			1.43831136345393	0.0130343525059984	1	0.319278122421142	0.564344681735342	0	0.495342928621302	0.643218837331822	0	-0.575804320912258	0.338853977202491	0	1.84430934771424	1.22895169270146	E	E	E	E	E	E								NA			M113T702	112.937467733659	701.856081505238		[M-2H]2- 227.889	23	33	@M111.9296T702.03|+13C|@M113.9368T701.89_2|-13C|-15N|@M150.8934T702.17|-K
M113.9254T702.03_1	hilic			1.20742492679841	0.02683564421209	1	0.223238637919144	0.681638769621269	0	0.230800365474556	0.781198710786713	0	-0.630932726426819	0.286147974462757	0	1.73711613980357	0.767843440622212	E	E	E	E	E	E								NA			M114T702_1	113.925403469833	702.027246781229			23	33	@M111.9296T702.03|+34S|+41K|+37Cl
M141.9276T705.24	hilic			1.26086165490491	0.0196208601837622	1	0.223795564207157	0.668302895987031	0	0.347781204870586	0.708915830288601	0	-0.634498454065564	0.288442523228573	0	1.80701403168343	1.02932983837006	E	E	E	E	E	E								NA			M142T705	141.927579783614	705.237644907164			840	33	@M113.9368T701.89_2|+(CO)
M168.895T702.09	hilic			1.69692473435212	0.165867668478874	0	0.126867407855103	0.915490864285769	0	0.832091903941473	0.69615161076915	0	-0.65719897967419	0.660294060735513	0	1.25160119168917	1.22420842486237	E	E	E	E	E	E								NA			M169T702	168.895037964695	702.086515560557			841	33	@M212.863T701.58_1|-2Na
M190.8859T702.17	hilic			0.639797005181123	0.0836708623781768	0	-0.163860541254936	0.844536137693338	0	0.158206335572983	0.758597739141747	0	-0.572510242280964	0.097762595924488	0	1.4772136539031	0.674027736414237	E	E	E	E	E	E								NA			M191T702	190.885913932079	702.173855337384		[3M-H+Cl]2- 115.942	23	33	@M111.9296T702.03|+(PO3)|@M212.863T701.58_1|-Na|@M234.8761T702.17|-(CO2)
M206.86T702.04	hilic			1.05117211852718	0.071851898722334	0	-0.438222601227768	0.631946847215299	0	0.344997851140109	0.701324014621977	0	-1.00941263020297	0.0648147246976507	0	1.51495972849569	0.760610822358219	E	E	E	E	E	E								NA			M207T702	206.859999496786	702.040243182431			23	33	@M286.8204T701.85_1|-(SO3)
M212.863T701.58_1	hilic			1.22094116407419	0.0204636240414916	1	0.0625312418903547	0.862317436589822	0	0.469078071362592	0.625342543794283	0	-0.609731640267338	0.241161854103103	0	1.81033189755907	1.18371352492113	E	E	E	E	E	E								NA			M213T702_1	212.862971036722	701.576181398267		[M-H-CH2]- 227.889	23	33	@M168.895T702.09|+2Na|@M190.8859T702.17|+Na
M212.894T702.03_2	hilic			0.782805426654011	0.0438462259017536	1	-0.0461423866315069	0.990296166693773	0	0.251189518464601	0.689417577133437	0	-0.495201882654962	0.185943134802869	0	1.62948282924924	0.938195878846466	E	E	E	E	E	E								NA			M213T702_2	212.89395213274	702.032503879389	[248][M]-		23	33	@M150.8934T702.17|+(H2O)+(CO2)|@M213.8892T702|-15N|@M234.8761T702.17|-Na|@M250.8501T702.08|-K|@M256.8581T702.13|-2Na
M213.8892T702	hilic			1.134932611884	0.0227299883442853	1	0.0877508628516068	0.832532512967865	0	0.513955101501981	0.594961919874882	0	-0.501201882672191	0.357796359691043	0	1.78853034428221	1.43983619854453	E	E	E	E	E	E								NA			M214T702	213.889225011774	701.99946785027	[248][M+1]-		831	33	@M212.894T702.03_2|+15N|@M286.9031T701.87_2|-(HCOOH)-(HCN)|-(C2H3NO2)
M226.8823T701.85	hilic			2.76596479213549	0.0295705425061501	1	0.32140018073965	0.787358813575674	0	0.772566041214013	0.707386585203651	0	-1.28498976987463	0.328934198357083	0	1.71678326189997	0.974180345100433	E	E	C	E	E	E								NA			M227T702	226.882279471913	701.847335058263		[M-H]- 227.889	23	33	@M248.8645T701.82|-Na|@M264.8383T701.83|-K
M234.8761T702.17	hilic			0.701332807662757	0.0501726853463549	0	0.0197299409745497	0.917059586765713	0	0.0880934409875547	0.856395758518563	0	-0.570176373517942	0.102068470201525	0	1.59119837685259	0.493767325211821	E	E	E	E	E	E								NA			M235T702	234.876051881246	702.17463939119			23	33	@M190.8859T702.17|+(CO2)|@M212.894T702.03_2|+Na
M248.8645T701.82	hilic			2.02740374560653	0.0223419244591205	1	0.293361543719191	0.724935226456483	0	0.70758098570397	0.653587490882876	0	-0.953349810108561	0.295291049575652	0	1.76142469838629	1.14337923451108	E	E	C	E	E	E								NA			M249T702	248.864465623947	701.817840387677		[M-2H+Na]- 227.889	23	33	@M150.8934T702.17|+(H2SO4)|@M226.8823T701.85|+Na|@M286.8204T701.85_1|-K
M250.8501T702.08	hilic			0.663954210063372	0.131757762603878	0	-0.395203734615514	0.518042271429288	0	0.155229124526965	0.788382900278674	0	-0.698732968453966	0.084678488769732	0	1.34214518574838	0.558256157499756	E	E	E	E	E	E								NA			M251T702	250.850103103905	702.078092196415			835	33	@M212.894T702.03_2|+K
M256.8581T702.13	hilic			0.371895184861147	0.370624746003416	0	-0.368844531489835	0.461906879947287	0	0.0743740286867851	0.869685009140473	0	-0.699261724247458	0.0432272123738255	1	0.866564752431155	0.230388610090732	E	E	E	E	E	E								NA			M257T702	256.85811120336	702.13368829652			861	33	@M212.894T702.03_2|+2Na
M264.8383T701.83	hilic			1.92607107243777	0.020537514134943	1	0.221800316666421	0.769489050797458	0	0.686300028585062	0.646161014990237	0	-0.957279274806108	0.246645245595028	0	1.78672897491567	1.17127880124081	E	E	C	E	E	E								NA			M265T702	264.838263115832	701.83135426975		[M-2H+K]- 227.889	23	33	@M226.8823T701.85|+K|@M286.8204T701.85_1|-Na
M286.8204T701.85_1	hilic			3.75507652850104	0.056742176811236	0	-0.888204450431747	0.845889965095454	0	1.74678237262007	0.647238852122926	0	-2.56043654090068	0.232980470389877	0	1.52964919635469	0.919280798678009	E	E	C	E	E	E								NA			M287T702_1	286.820437849908	701.847335058263			839	33	@M206.86T702.04|+(SO3)|@M248.8645T701.82|+K|@M264.8383T701.83|+Na
M286.9031T701.87_2	hilic			2.98058017393691	0.00677299689869699	1	0.476017824877022	0.609433138568664	0	1.25572824948408	0.525993050666564	0	-1.1744643059254	0.285673013402365	0	1.96308267314225	1.48575155208295	E	E	B	E	E	E								NA			M287T702_2	286.903105638297	701.869853541385			23	33	@M213.8892T702|+(HCOOH)+(HCN)|+(C2H3NO2)
M112.0406T521.6	hilic			0.610433508066194	0.00835248791756042	1	0.537849036548685	0.0116136912809966	1	0.81070492756022	0.0169411495972718	1	0.856462881089676	0.000738720522620885	1	1.47853873569735	2.21103492473323	E	E	E	E	E	E								NA			M112T522	112.040599767803	521.599439257218		[M-H-COCH2]- 155.052	64	34	@M113.0439T520.42|-13C
M112.9858T99.04	hilic			0.565137695913958	0.0100944399147497	1	-0.130168599688474	0.768163999748254	0	0.340714097001616	0.489518958088278	0	0.345113425982884	0.203106519729918	0	1.55421419163301	0.921203300440951	E	E	E	E	E	E								NA			M113T99	112.985796673797	99.0381096947233	[45][M]-	[M+Cl]- 78.0129 [M-H-C2H4]- 142.019	5	35	@M113.9891T99.25|-13C
M113.0358T186.21	hilic	Dihydrouracil|1-Methylhydantoin;N-Methylhydantoin	CHEBI:15901|CHEBI:16354	1.50074779243322	0.296762015385456	0	-0.957250401126469	0.643566536987493	0	-0.465609102619364	0.925680031828048	0	-1.91528585843755	0.524095390518564	0	0.828657172238752	0.302658535944458	E	E	E	E	E	E	C00429|C02565	Amino acid metabolism|Metabolism of cofactors and vitamins|Metabolism of other amino acids|Nucleotide metabolism	Aginine and Proline metabolism|Pantothenate and CoA biosynthesis|beta-Alanine metabolism|Pyrimidine metabolism	Arginine|beta-Alanine|Uracil	HMDB00076|HMDB03646	CID649|CID69217	C4H6N2O2	114.0429	OIVLITBTBDPEFK-UHFFFAOYSA-N|RHYBFKMFHLPQPH-UHFFFAOYSA-N	InChI=1S/C4H6N2O2/c7-3-1-2-5-4(8)6-3/h1-2H2,(H2,5,6,7,8)|InChI=1S/C4H6N2O2/c1-6-2-3(7)5-4(6)8/h2H2,1H3,(H,5,7,8)	M113T186	113.035842632314	186.214899334901	[43][M+2]-		814	36	@M114.0392T186.23|-13C|@M157.0621T183.78|-(C2H4O)
M114.0199T142.35	hilic			1.47818021537245	0.257020241746381	0	-0.864011010202194	0.65486836567929	0	0.854589690019942	0.710486343620987	0	-0.743351569842975	0.653881543238487	0	0.889718874458764	0.696567936635002	E	E	E	E	E	E								NA			M114T142	114.01985392027	142.34658777132	[49][M]-		41	37	@M115.0232T142.39|-13C|@M116.0241T142.36|-18O|-13C2|@M176.0203T142.5|-(H2O)-(CO2)
M114.0562T380.03	hilic	L-Proline;Proline	CHEBI:17203	0.201284761488321	0.245670294855523	0	0.116125330139614	0.581093292392753	0	0.308547084878434	0.547933142472751	0	0.441002066761985	0.0817623817391693	0	0.770082592103767	1.05767281434135	E	E	E	E	E	E	C00148	Amino acid metabolism	Aginine and Proline metabolism	L-Proline	HMDB00162	CID145742	C5H9NO2	115.06333	ONIBWKKTOPOVIA-BYPYZUCNSA-N	InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1	M114T380	114.056183183383	380.029582904716	[50][M]-	[M-H-CH2]- 129.083 [M-H-C2H4]- 143.099	6	38	@M115.0595T379.86|-13C|@M116.0604T380.37|-18O|-13C2
M117.0081T553.22	hilic			0.631029821607983	0.00799669460442778	1	0.137074628729671	0.518507311507046	0	0.247662012643886	0.643360905348527	0	-0.0064619742365295	0.961139489038294	0	1.79085695443831	1.03303968624771	E	E	E	E	E	E								NA			M117T553	117.008114161256	553.215277988828	[51][M+2]-		4	39	@M115.0038T553.35|+18O|+13C2|@M116.0072T553.16|+13C|+15N|@M135.0185T555.69_14|-(H2O)
M133.0144T555.69_2	hilic	Diglycolic acid|L-malic acid;(S)-malic acid;(2S)-2-hydroxybutanedioic acid;malic acid	CHEBI:30797	0.496230438411654	0.00855362533457636	1	0.0643229246800097	0.687363600787456	0	0.176577610305891	0.663760034503721	0	-0.0530500521591932	0.84263543181498	0	1.81747088569388	0.960574769415119	E	E	E	E	E	E	C00149	Carbohydrate metabolism	Citrate Cycle|Glyoxylate and dicarboxylate metabolism|Pyruvate metabolism	Krebs cycle|Citrate|Pyruvate	HMDB00156	CID8088|CID222656	C4H6O5	134.0215	QEVGZEDELICMKH-UHFFFAOYSA-N|BJEPYKJPYRNKOW-REOHCLBHSA-N	InChI=1S/C4H6O5/c5-3(6)1-9-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)|InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/t2-/m0/s1	M133T556_2	133.014375546301	555.687616627276	[87][M]-		4	39	@M115.0038T553.35|+(H2O)|@M116.0072T553.16|+(OH.)|@M134.0177T555.69_10|-13C|@M135.0185T555.69_14|-18O|-13C2|@M195.0148T556.02|-(H2O)-(CO2)
M116.0117T638	hilic			1.1383161168102	0.0179932350625232	1	-1.06251689984117	0.0270165983499949	1	0.396087296306458	0.491629880007467	0	-1.38888969911037	8.07984149653994e-05	1	1.64815529006636	1.18845644978787	E	E	E	E	E	E								NA			M116T638	116.011686060223	637.995488788344		[M-2H]2- 234.038	44	40	@M234.0341T638.58|-(C4H6O4)
M233.0307T638.57	hilic			1.23293893648434	0.0141176981692438	1	-1.08356778817123	0.0313438640763284	1	0.4863021585419	0.388671371031943	0	-1.50132751712588	5.2431509394152e-05	1	1.70327483644885	1.32220902235231	E	E	E	E	E	E								NA			M233T639	233.030721714678	638.569903649822	[284][M]-	[M-H]- 234.038	44	40	@M234.0341T638.58|-13C|@M235.0348T638.63|-18O|-13C2|@M255.0128T639.55|-Na|@M270.9867T639.46|-K
M236.078T496.75	hilic			0.137130469027731	0.437402770063381	0	0.225288852116236	0.274950753799028	0	0.0142391814656371	0.995418382344323	0	0.34291755184233	0.0754726043590841	0	0.414279274602056	0.190256421221765	E	E	E	E	E	E								NA			M236T497	236.078019684013	496.747571760618	[289][M]-	[M-H-CH2]- 251.103	3	41	@M116.0355T496.67|+(C4H8O4)|@M237.0813T496.76|-13C
M116.0719T307.14	hilic	L-Valine;Valine	CHEBI:16414	0.170337050720555	0.156563298569295	0	0.10469886309513	0.442211070833625	0	0.0690929138436012	0.855614237850224	0	0.180528447227495	0.437569843158052	0	0.959979306604463	0.245278072004772	E	E	E	E	E	E	C00183	Amino acid metabolism	Valine, Leucine and Isoleucine biosynthesis|Valine, Leucine and Isoleucine degradation	Valine	HMDB00883	CID6287	C5H11NO2	117.07898	KZSNJWFQEVHDMF-BYPYZUCNSA-N	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1	M116T307	116.071860932586	307.14352301338	[55][M]-		20	42	@M117.0752T307.26|-13C|@M118.0761T307.55|-18O|-13C2
M117.0195T532.35	hilic	Methylmalonic acid;2-Methylmalonic acid|Succinic acid	CHEBI:30860|CHEBI:15741	0.478037503812722	0.0125407086713793	1	-0.199637894319871	0.434817769790114	0	0.174374463214637	0.695173805463846	0	-0.61022886079947	0.0232555194396971	1	1.82249041939974	0.66767426651047	E	E	E	E	E	E	C02170|C00042	Amino acid metabolism|Carbohydrate metabolism	Alanine, Aspartate and Glutamate|Valine, Leucine and Isoleucine degradation|Butanoate metabolism|Citrate Cycle|Propanoate metabolism	Glutamate|Valine|L-Glutamate|Krebs cycle|Succinate	HMDB00202|HMDB00254	CID487|CID1110	C4H6O4	118.0266	ZIYVHBGGAOATLY-UHFFFAOYSA-N|KDYFGRWQOYBRFD-UHFFFAOYSA-N	InChI=1S/C4H6O4/c1-2(3(5)6)4(7)8/h2H,1H3,(H,5,6)(H,7,8)|InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	M117T532	117.019515533872	532.345364171074	[58][M]-		35	43	@M118.0229T532.35|-13C|@M119.0238T532.48|-18O|-13C2
M117.0308T442.57	hilic			-0.330679721276825	0.133086993391932	0	0.0168456389746936	0.989766261892834	0	-0.980974601402222	0.237111812009339	0	0.249317084456806	0.680642165877044	0	1.19962946131511	1.91472969264055	E	E	E	E	E	E								NA			M117T443	117.030789908259	442.574655035831			9	44	@M153.0074T443.07|-(HCl)
